q_err_KP,qdot_err_KP,z_error,Tor_HR,Tor_HP,Tor_KP,Fz_foot
-0.114888,0.112974,0.019828,3.249503,3.222972,-4.609974,0
-0.114647,0.096606,0.019863,3.246962,3.15401,-4.645445,0
-0.114458,0.106217,0.019894,3.25874,3.211075,-4.590836,0
-0.114262,0.112465,0.019925,3.264254,3.232218,-4.557554,0
-0.113997,0.100445,0.01996,3.263387,3.181648,-4.579303,0
-0.113736,0.098184,0.020003,3.26462,3.154546,-4.572837,0
-0.113511,0.095068,0.020034,3.264153,3.12746,-4.573342,0
-0.113279,0.101041,0.020065,3.266136,3.132959,-4.548352,0
-0.113039,0.108824,0.020097,3.268499,3.144708,-4.518245,0
-0.112851,0.109501,0.020125,3.268666,3.129884,-4.509706,0
-0.112595,0.116933,0.020156,3.270763,3.140018,-4.48094,0
-0.112391,0.119184,0.020184,3.271256,3.130856,-4.467801,0
-0.112119,0.121091,0.020216,3.271824,3.121479,-4.454742,0
-0.1119,0.120103,0.020244,3.2714,3.100953,-4.450771,0
-0.111612,0.117867,0.020276,3.270822,3.077041,-4.44946,0
-0.111376,0.126874,0.020304,3.272895,3.091982,-4.416795,0
-0.111132,0.12223,0.020332,3.271967,3.06087,-4.423053,0
-0.11082,0.14106,0.020364,3.276301,3.110189,-4.361192,0
-0.11056,0.140333,0.020393,3.275884,3.091482,-4.3559,0
-0.110292,0.13949,0.020421,3.275859,3.074193,-4.351023,0
-0.109956,0.143472,0.020454,3.276405,3.071859,-4.331163,0
-0.109671,0.14438,0.020482,3.276337,3.059329,-4.320931,0
-0.109379,0.138734,0.020511,3.275121,3.025927,-4.329316,0
-0.109079,0.151739,0.02054,3.278202,3.056875,-4.284164,0
-0.10871,0.162469,0.020573,3.280442,3.079315,-4.244358,0
-0.108394,0.173013,0.020602,3.282688,3.101225,-4.206134,0
-0.108069,0.174657,0.020631,3.283325,3.094564,-4.193028,0
-0.107676,0.180341,0.020664,3.284293,3.100019,-4.167178,0
-0.107335,0.188365,0.020693,3.285904,3.113832,-4.135682,0
-0.106926,0.18936,0.020726,3.28613,3.105011,-4.122945,0
-0.106143,0.208492,0.020789,3.290428,3.14639,-4.049139,0
-0.105189,0.198717,0.020855,3.286251,3.089929,-4.056534,0
-0.105164,0.203218,0.020865,3.288382,3.096104,-4.04026,0
-0.10471,0.212942,0.020898,3.290933,3.120053,-4.001676,0
-0.104308,0.216524,0.020928,3.291475,3.120363,-3.981682,0
-0.103838,0.215902,0.020962,3.291266,3.10768,-3.972571,0
-0.103419,0.216297,0.020992,3.291155,3.097902,-3.961163,0
-0.102992,0.215429,0.021022,3.290767,3.084026,-3.953422,0
