q_err_KP,qdot_err_KP,z_error,Tor_HR,Tor_HP,Tor_KP,Fz_foot
-0.04867,-0.38953,-0.000228,2.86632,2.180269,-5.163187,0
-0.049394,-0.391297,-0.000197,2.868252,2.181924,-5.173049,0
-0.050464,-0.371151,-0.000147,2.886308,2.2977,-5.12284,0
-0.051207,-0.382605,-0.000117,2.881815,2.250881,-5.161027,0
-0.051958,-0.378816,-8.70E-05,2.887461,2.279674,-5.156041,0
-0.052657,-0.378703,-4.90E-05,2.890586,2.290442,-5.160425,0
-0.053364,-0.386927,-1.00E-05,2.888482,2.261004,-5.188494,0
-0.054078,-0.38502,2.90E-05,2.892895,2.280877,-5.188003,0
-0.05486,-0.380231,5.80E-05,2.898854,2.312885,-5.180639,0
-0.05559,-0.390185,9.60E-05,2.8955,2.274035,-5.21433,0
-0.056266,-0.383661,0.000144,2.902968,2.317186,-5.199747,0
-0.057011,-0.376119,0.000182,2.911147,2.364797,-5.18364,0
-0.057703,-0.379831,0.000229,2.911621,2.355843,-5.199181,0
-0.058402,-0.376117,0.000275,2.917218,2.384594,-5.193316,0
-0.059108,-0.371234,0.000322,2.923665,2.419487,-5.183933,0
-0.059822,-0.38365,0.000369,2.918693,2.368402,-5.224458,0
-0.060695,-0.385208,0.00047,2.922216,2.376754,-5.233634,0
-0.061667,-0.381082,0.000479,2.927894,2.404312,-5.230933,0
-0.062345,-0.385612,0.000534,2.928206,2.392807,-5.248391,0
-0.06309,-0.394659,0.00058,2.925401,2.357885,-5.27953,0
-0.063782,-0.379584,0.000635,2.938408,2.442435,-5.241147,0
-0.064541,-0.39333,0.00068,2.932281,2.382905,-5.286559,0
-0.065306,-0.396941,0.000725,2.933166,2.374929,-5.302821,0
-0.066018,-0.402958,0.000779,2.932262,2.354767,-5.324832,0
-0.066797,-0.400499,0.000824,2.936702,2.37493,-5.32395,0
-0.067522,-0.406942,0.000878,2.935522,2.352242,-5.348022,0
-0.068314,-0.408638,0.000922,2.937229,2.351645,-5.359263,0
-0.069053,-0.418273,0.000976,2.934179,2.314112,-5.392113,0
-0.069857,-0.421657,0.00102,2.934758,2.304899,-5.408417,0
-0.070668,-0.42363,0.001064,2.936445,2.303172,-5.421108,0
-0.071425,-0.431796,0.001117,2.933909,2.270721,-5.45039,0
-0.072248,-0.428899,0.00116,2.938587,2.292335,-5.448775,0
-0.073078,-0.438847,0.001204,2.935189,2.251591,-5.48433,0
-0.073853,-0.443377,0.001256,2.934829,2.235892,-5.503851,0
-0.074695,-0.444064,0.001299,2.937022,2.23886,-5.513123,0
-0.075542,-0.447429,0.001342,2.937653,2.229383,-5.529875,0
-0.076395,-0.457622,0.001385,2.933912,2.186212,-5.566876,0
-0.077254,-0.458042,0.001428,2.936282,2.190243,-5.575718,0
-0.078118,-0.472689,0.001471,2.929618,2.125094,-5.625077,0
-0.078928,-0.469283,0.001522,2.934351,2.147788,-5.622273,0
-0.079804,-0.468351,0.001564,2.93734,2.15706,-5.627869,0
-0.081572,-0.477286,0.001648,2.938905,2.134759,-5.664708,0
-0.082464,-0.490642,0.00169,2.933221,2.076311,-5.710328,0
-0.083782,-0.487773,0.001757,2.938595,2.097082,-5.714291,0
-0.084687,-0.499791,0.001798,2.933395,2.043114,-5.757229,0
-0.085597,-0.503598,0.00184,2.933405,2.029007,-5.77678,0
-0.086573,-0.508555,0.001872,2.932704,2.008806,-5.800638,0
-0.087493,-0.500751,0.001913,2.940123,2.051182,-5.787183,0
-0.088419,-0.511806,0.001954,2.93546,2.001259,-5.827775,0
-0.089349,-0.520905,0.001994,2.932026,1.96072,-5.862875,0
-0.090284,-0.518183,0.002035,2.935841,1.976623,-5.864247,0
-0.091283,-0.524733,0.002066,2.934033,1.947875,-5.893162,0
-0.092228,-0.526462,0.002106,2.935281,1.942972,-5.907476,0
-0.093502,-0.525682,0.002189,2.938953,1.951735,-5.91721,0
-0.094639,-0.533924,0.002229,2.936801,1.917608,-5.949843,0
-0.095659,-0.531493,0.00226,2.942425,1.940607,-5.949714,0
-0.096623,-0.525141,0.002299,2.948683,1.97421,-5.941352,0
-0.097592,-0.535001,0.002339,2.944364,1.927674,-5.979445,0
-0.098565,-0.542062,0.002378,2.941938,1.895019,-6.009931,0
-0.099083,-0.543164,0.002393,2.942593,1.891719,-6.018281,0
-0.100583,-0.541571,0.002447,2.94668,1.901774,-6.029404,0
-0.101569,-0.539213,0.002486,2.950122,1.914317,-6.033223,0
-0.102498,-0.525835,0.002534,2.960513,1.980872,-6.004418,0
-0.103491,-0.534784,0.002573,2.956958,1.939144,-6.040175,0
-0.104427,-0.528621,0.00262,2.96302,1.971395,-6.032206,0
-0.105368,-0.522968,0.002667,2.968553,2.000159,-6.026072,0
-0.106312,-0.50489,0.002714,2.981949,2.089405,-5.984194,0
-0.1072,-0.501538,0.00277,2.986095,2.107816,-5.983346,0
-0.108151,-0.498795,0.002817,2.990065,2.123426,-5.985528,0
-0.108985,-0.501196,0.002855,2.988931,2.105671,-6.005701,0
-0.109883,-0.490588,0.00291,2.994254,2.14236,-5.992501,0
-0.110785,-0.492278,0.002965,2.995607,2.137396,-6.006746,0
-0.111629,-0.48018,0.003029,3.005167,2.197991,-5.980432,0
-0.112477,-0.474605,0.003092,3.010772,2.227338,-5.973173,0
-0.113328,-0.474532,0.003155,3.012817,2.229414,-5.982028,0
-0.114122,-0.465662,0.003227,3.020625,2.275587,-5.964639,0
-0.114979,-0.465402,0.00329,3.022861,2.278954,-5.972547,0
-0.115778,-0.465729,0.003356,3.022662,2.277668,-5.982561,0
-0.116581,-0.45676,0.003421,3.00151,2.290034,-5.976228,0
-0.117326,-0.448135,0.003501,3.005144,2.328287,-5.960721,0
-0.118135,-0.436151,0.003566,3.021382,2.396198,-5.931876,0
-0.118945,-0.449037,0.003636,3.015333,2.337616,-5.977348,0
-0.119699,-0.442176,0.003715,3.027626,2.379186,-5.963158,0
-0.120455,-0.437808,0.003794,3.038361,2.409803,-5.956099,0
-0.121213,-0.426008,0.003873,3.05099,2.473114,-5.928646,0
-0.121913,-0.434163,0.00396,3.049805,2.438265,-5.95825,0
-0.122677,-0.414595,0.004038,3.065427,2.536339,-5.910035,0
-0.123382,-0.411252,0.004125,3.070243,2.554913,-5.907277,0
-0.124089,-0.408718,0.004212,3.074724,2.571021,-5.906749,0
-0.124799,-0.413008,0.004298,3.07473,2.553594,-5.926183,0
-0.126879,-0.401463,0.004611,3.089403,2.6152,-5.917992,0
-0.127866,-0.391421,0.004704,3.098667,2.669643,-5.895797,0
-0.128526,-0.381103,0.004798,3.107168,2.721355,-5.873099,0
-0.129188,-0.369429,0.004891,3.116232,2.778616,-5.846913,0
-0.129791,-0.380897,0.004992,3.111708,2.727687,-5.885864,0
-0.130396,-0.365081,0.005094,3.123521,2.806224,-5.846537,0
-0.131002,-0.353441,0.005194,3.132567,2.864005,-5.819551,0
-0.13155,-0.338236,0.005303,3.143259,2.93709,-5.781837,0
-0.132159,-0.345236,0.005404,3.141042,2.905655,-5.808272,0
-0.13271,-0.329722,0.005512,3.152608,2.983027,-5.769265,0
-0.133261,-0.320309,0.00562,3.16024,3.030176,-5.74806,0
-0.133754,-0.31533,0.005736,3.165344,3.057067,-5.73904,0
-0.134308,-0.307233,0.005844,3.171861,3.096856,-5.721756,0
-0.134803,-0.310247,0.005959,3.17178,3.084368,-5.735132,0
-0.135299,-0.310246,0.006049,3.174421,3.089202,-5.74142,0
-0.135796,-0.300379,0.006163,3.182424,3.13982,-5.716649,0
-0.136233,-0.301168,0.00626,3.158453,3.013063,-5.78827,0
-0.136732,-0.299681,0.006349,3.149216,2.962944,-5.819563,0
-0.137171,-0.289936,0.006445,3.145878,2.95733,-5.824442,0
-0.137671,-0.294999,0.006533,3.130273,2.86327,-5.882431,0
-0.138553,-0.280366,0.006749,3.153459,2.992097,-5.819619,0
-0.138994,-0.280024,0.00687,3.178835,3.111799,-5.763746,0
-0.139376,-0.277861,0.006999,3.191296,3.170582,-5.738307,0
-0.139819,-0.284671,0.007119,3.193488,3.16258,-5.751056,0
-0.140261,-0.27334,0.007239,3.204493,3.230901,-5.716489,0
-0.140704,-0.29214,0.007332,3.195864,3.147207,-5.773743,0
-0.141148,-0.281009,0.007426,3.157578,2.971442,-5.864839,0
-0.141591,-0.279891,0.007519,3.148082,2.91993,-5.896571,0
-0.142034,-0.284901,0.007586,3.142774,2.877217,-5.927547,0
-0.142478,-0.282393,0.007678,3.154243,2.931703,-5.904319,0
-0.142921,-0.286202,0.007796,3.166284,2.977297,-5.888652,0
-0.143304,-0.28849,0.007921,3.189552,3.082703,-5.838449,0
-0.143747,-0.285073,0.008038,3.201733,3.141406,-5.8132,0
-0.14419,-0.281684,0.008155,3.209443,3.178818,-5.797886,0
-0.144693,-0.28432,0.008263,3.211712,3.178065,-5.805173,0
-0.145135,-0.292501,0.008354,3.21019,3.148006,-5.831429,0
-0.145537,-0.289801,0.008571,3.157353,2.88177,-5.967194,0
-0.146519,-0.303898,0.008615,3.152696,2.82048,-6.01902,0
-0.146959,-0.303345,0.008705,3.150668,2.803516,-6.035329,0
-0.147459,-0.295525,0.008786,3.167962,2.896225,-5.989207,0
-0.148117,-0.297644,0.008957,3.199822,3.038469,-5.925634,0
-0.148554,-0.294425,0.009071,3.210129,3.088191,-5.903719,0
-0.148991,-0.287504,0.009184,3.219167,3.138552,-5.879568,0
-0.149487,-0.288955,0.009289,3.22178,3.141443,-5.884121,0
-0.149922,-0.294448,0.009376,3.221597,3.122717,-5.903012,0
-0.150356,-0.293774,0.009463,3.175177,2.88868,-6.028306,0
-0.150789,-0.284826,0.00955,3.176891,2.90758,-6.017898,0
-0.15122,-0.277349,0.009636,3.174446,2.902723,-6.021622,0
-0.151591,-0.28276,0.009705,3.173779,2.88235,-6.040695,0
-0.15196,-0.264984,0.009824,3.188119,2.980548,-5.983594,0
-0.152327,-0.236289,0.009942,3.236705,3.266789,-5.825635,0
-0.152694,-0.228195,0.01006,3.252386,3.352505,-5.78161,0
-0.152999,-0.225623,0.010185,3.260108,3.388903,-5.765748,0
-0.153302,-0.22705,0.01031,3.263422,3.396243,-5.766556,0
-0.153664,-0.223461,0.010402,3.268727,3.421571,-5.758001,0
-0.153964,-0.221965,0.010501,3.225079,3.204047,-5.873289,0
-0.154262,-0.205459,0.010599,3.213498,3.173265,-5.882673,0
-0.154499,-0.214595,0.01068,3.209468,3.130667,-5.912655,0
-0.154794,-0.209938,0.010778,3.219484,3.182661,-5.886954,0
-0.155487,-0.163324,0.011066,3.251233,3.410799,-5.753152,0
-0.155654,-0.169351,0.011177,3.240205,3.340523,-5.794316,0
-0.15588,-0.171479,0.011281,3.239426,3.327994,-5.80295,0
-0.156103,-0.15273,0.011359,3.229231,3.307672,-5.808365,0
-0.156263,-0.139806,0.011444,3.225413,3.309562,-5.801304,0
-0.156422,-0.142251,0.011528,3.205132,3.200896,-5.860821,0
-0.156518,-0.12775,0.011595,3.199689,3.198109,-5.855706,0
-0.156672,-0.143732,0.011679,3.19446,3.136886,-5.898337,0
-0.156824,-0.124461,0.011737,3.200102,3.196681,-5.859646,0
-0.15706,-0.114096,0.011885,3.194964,3.183466,-5.862704,0
-0.157204,-0.121146,0.011943,3.184046,3.111513,-5.906702,0
-0.156703,-0.114716,0.0121,3.130701,2.865801,-6.016513,0
-0.157501,-0.117766,0.012103,3.14887,2.936038,-5.99575,0
-0.157635,-0.117723,0.012159,3.140077,2.887382,-6.025878,0
-0.157706,-0.118842,0.012197,3.125684,2.811401,-6.066749,0
-0.157834,-0.112787,0.012253,3.171944,3.044587,-5.943078,0
-0.157899,-0.099626,0.012315,3.203184,3.218245,-5.847003,0
-0.157962,-0.104036,0.012401,3.229081,3.331942,-5.790714,0
-0.158021,-0.096842,0.012512,3.256882,3.476863,-5.712841,0
-0.158137,-0.104364,0.01259,3.242264,3.386215,-5.766106,0
-0.158191,-0.102556,0.012676,3.22731,3.313013,-5.803842,0
-0.158301,-0.109569,0.012729,3.210451,3.21339,-5.859842,0
-0.158408,-0.118393,0.012806,3.189691,3.090727,-5.929921,0
-0.158512,-0.118794,0.012859,3.183162,3.054236,-5.949674,0
-0.158612,-0.121033,0.012911,3.172882,2.995234,-5.983793,0
-0.158709,-0.114014,0.012988,3.183734,3.05797,-5.947031,0
-0.158803,-0.128291,0.013039,3.191022,3.060904,-5.954888,0
-0.158954,-0.123243,0.013108,3.210601,3.161104,-5.901337,0
-0.159041,-0.113437,0.013183,3.225441,3.24811,-5.851434,0
-0.159185,-0.115133,0.013252,3.228089,3.253072,-5.850729,0
-0.159265,-0.096732,0.013326,3.235354,3.320685,-5.805225,0
-0.159401,-0.121415,0.013394,3.228203,3.232299,-5.867096,0
-0.159534,-0.117472,0.013485,3.226246,3.225914,-5.869274,0
-0.159603,-0.110121,0.013559,3.22943,3.251995,-5.851559,0
-0.159669,-0.10449,0.013632,3.231561,3.269574,-5.839255,0
-0.15979,-0.09869,0.013698,3.224225,3.241588,-5.850378,0
-0.159848,-0.09042,0.013771,3.234182,3.302212,-5.814335,0
-0.159902,-0.092412,0.013843,3.237119,3.308464,-5.812543,0
-0.160012,-0.106086,0.013908,3.236782,3.274421,-5.840651,0
-0.159998,-0.063776,0.013986,3.25671,3.453647,-5.717845,0
-0.1601,-0.081705,0.014075,3.25274,3.393387,-5.76224,0
-0.160138,-0.078002,0.014146,3.263122,3.447134,-5.731932,0
-0.160112,-0.06212,0.014247,3.281728,3.56526,-5.660551,0
-0.160141,-0.035664,0.014341,3.307929,3.741581,-5.551298,0
-0.160107,-0.053,0.014441,3.299903,3.664876,-5.600347,0
-0.160128,-0.036275,0.014558,3.311648,3.751721,-5.543877,0
-0.160085,-0.043638,0.014657,3.320752,3.77722,-5.534622,0
-0.160037,-0.039522,0.01478,3.32568,3.80589,-5.516372,0
-0.159986,-0.03631,0.014879,3.338418,3.870696,-5.479147,0
-0.159147,-0.00648,0.015198,3.346658,3.977036,-5.380552,0
-0.159744,-0.009101,0.015249,3.3525,3.987896,-5.389665,0
-0.15954,-0.005454,0.015496,3.363401,4.040047,-5.361722,0
-0.159461,-0.00166,0.015615,3.366645,4.060732,-5.346329,0
-0.159377,-0.011198,0.015734,3.364503,4.027093,-5.370337,0
-0.159229,0.006547,0.015835,3.371547,4.096124,-5.318259,0
-0.159136,0.010743,0.01593,3.373278,4.109205,-5.309636,0
-0.158979,0.010208,0.016053,3.353096,4.010337,-5.356094,0
-0.158876,0.017937,0.016147,3.346653,3.992765,-5.358483,0
-0.158709,0.020909,0.016246,3.333738,3.935744,-5.381949,0
-0.158597,0.011175,0.016338,3.332885,3.909066,-5.400079,0
-0.15848,0.02005,0.01643,3.319083,3.858705,-5.419104,0
-0.158358,0.030511,0.016522,3.323524,3.899661,-5.388044,0
-0.158171,0.024724,0.016619,3.342954,3.979082,-5.346973,0
-0.158039,0.023159,0.016733,3.349713,4.005823,-5.331791,0
-0.157901,0.022794,0.016824,3.35625,4.034288,-5.31434,0
-0.157819,0.020154,0.016931,3.355893,4.023709,-5.321259,0
-0.157672,0.026771,0.017044,3.365736,4.082383,-5.283789,0
-0.15758,0.008748,0.017127,3.362354,4.025268,-5.325065,0
-0.157422,0.019111,0.017216,3.340971,3.943265,-5.357344,0
-0.157319,0.021942,0.017298,3.313373,3.816329,-5.41647,0
-0.157151,0.019808,0.017362,3.302861,3.760083,-5.444084,0
-0.157037,0.033687,0.017444,3.301304,3.780127,-5.420777,0
-0.156918,0.036878,0.017525,3.320514,3.876292,-5.365958,0
-0.156794,0.034434,0.017606,3.333871,3.932585,-5.335907,0
-0.156604,0.047825,0.017715,3.361393,4.090211,-5.241754,0
-0.156469,0.037261,0.017819,3.366894,4.09189,-5.245552,0
-0.156328,0.030686,0.017922,3.369015,4.085889,-5.25068,0
-0.156122,0.0543,0.01803,3.380513,4.190341,-5.173853,0
-0.15597,0.06374,0.018109,3.385406,4.231805,-5.142795,0
-0.155752,0.071786,0.018193,3.346431,4.062854,-5.220604,0
-0.155529,0.06539,0.018253,3.328952,3.965315,-5.271637,0
-0.15536,0.077893,0.018331,3.315147,3.925448,-5.279135,0
-0.155126,0.08242,0.018391,3.302373,3.873325,-5.300004,0
-0.154885,0.090154,0.01845,3.302659,3.891393,-5.278859,0
-0.154639,0.095559,0.018509,3.319018,3.979992,-5.224476,0
-0.154387,0.092822,0.018591,3.336428,4.0557,-5.183477,0
-0.153246,0.115786,0.018769,3.357357,4.215642,-5.055486,0
-0.153641,0.11291,0.018813,3.360476,4.214987,-5.067298,0
-0.153368,0.127354,0.01887,3.354,4.212786,-5.059281,0
-0.15303,0.125301,0.018932,3.32256,4.060554,-5.133051,0
-0.152685,0.147928,0.018994,3.304597,4.025713,-5.127496,0
-0.152334,0.149193,0.019033,3.28974,3.958539,-5.156768,0
-0.151917,0.157744,0.019099,3.279408,3.93071,-5.155674,0
-0.151554,0.157777,0.019137,3.280326,3.935633,-5.14806,0
-0.151185,0.158368,0.019174,3.29293,3.997238,-5.109765,0
-0.15075,0.165099,0.01924,3.309009,4.08895,-5.051097,0
-0.150369,0.17675,0.019299,3.335225,4.239242,-4.957281,0
-0.149981,0.166841,0.019381,3.327134,4.180145,-4.990251,0
-0.149527,0.184844,0.019422,3.310872,4.145279,-4.986227,0
-0.149127,0.177568,0.019457,3.277524,3.973241,-5.076028,0
-0.148661,0.175147,0.019498,3.260092,3.887771,-5.115604,0
-0.148248,0.161584,0.019533,3.231113,3.723777,-5.203364,0
-0.147464,0.163207,0.019573,3.260015,3.865848,-5.115612,0
-0.147093,0.179218,0.019625,3.27518,3.973241,-5.041839,0
-0.146654,0.17301,0.019681,3.314201,4.144549,-4.950319,0
-0.14627,0.176235,0.019731,3.31505,4.15653,-4.936149,0
-0.145819,0.180341,0.019787,3.318003,4.181844,-4.911304,0
-0.145421,0.157785,0.019836,3.292814,4.014984,-5.009976,0
-0.145077,0.162749,0.019858,3.254624,3.848102,-5.086782,0
-0.144667,0.155038,0.019863,3.214551,3.64462,-5.193303,0
-0.14437,0.141757,0.019857,3.194102,3.520276,-5.262632,0
-0.144006,0.148667,0.019856,3.187095,3.504375,-5.25884,0
-0.143636,0.145303,0.019855,3.219821,3.651144,-5.179271,0
-0.143259,0.156891,0.019875,3.237504,3.761608,-5.104479,0
-0.142935,0.144104,0.019891,3.260345,3.839531,-5.071531,0
-0.142545,0.157842,0.019934,3.269337,3.914734,-5.011873,0
-0.142148,0.170931,0.019976,3.27551,3.974698,-4.962563,0
-0.138747,0.166661,0.020242,3.274947,3.97793,-4.900254,0
-0.137869,0.160189,0.020377,3.302725,4.094798,-4.83006,0
-0.137322,0.163773,0.020429,3.313092,4.153106,-4.788433,0
-0.136948,0.159651,0.020459,3.297522,4.07281,-4.827898,0
-0.136627,0.167429,0.020483,3.273807,3.982106,-4.861037,0
-0.136239,0.15946,0.020491,3.246325,3.83807,-4.937068,0
-0.135904,0.158056,0.020515,3.240408,3.809351,-4.945387,0
-0.135502,0.157206,0.020522,3.245812,3.834122,-4.927225,0
-0.135152,0.173267,0.020546,3.26214,3.948618,-4.845046,0
-0.134796,0.165773,0.020592,3.284921,4.037847,-4.800442,0
-0.134432,0.163626,0.020616,3.294275,4.077989,-4.7743,0
-0.134061,0.171912,0.020662,3.299081,4.121006,-4.737614,0
-0.133683,0.174011,0.020707,3.297415,4.120518,-4.72748,0
-0.133297,0.165861,0.020709,3.248266,3.877059,-4.853385,0
-0.132964,0.17017,0.020728,3.232438,3.815207,-4.875826,0
-0.132564,0.163181,0.020729,3.216605,3.728715,-4.918579,0
-0.132217,0.165688,0.020726,3.207121,3.692365,-4.928904,0
-0.131862,0.164534,0.020722,3.233756,3.81438,-4.859611,0
-0.1315,0.159916,0.020741,3.240872,3.83834,-4.844682,0
-0.131191,0.148731,0.020755,3.268408,3.940765,-4.795189,0
-0.130874,0.149301,0.02079,3.282357,4.007312,-4.754917,0
-0.13049,0.141595,0.02083,3.288095,4.018611,-4.747021,0
-0.130218,0.146314,0.020861,3.295507,4.062463,-4.712986,0
-0.129879,0.142818,0.020897,3.301798,4.057629,-4.699396,0
-0.129533,0.140593,0.020932,3.275686,3.90823,-4.755875,0
-0.129239,0.136119,0.020941,3.254224,3.774612,-4.811324,0
-0.128998,0.131696,0.020946,3.237707,3.66475,-4.853359,0
-0.128689,0.128141,0.020955,3.233191,3.612059,-4.864544,0
-0.128432,0.12145,0.02096,3.247558,3.638785,-4.838897,0
-0.128004,0.119811,0.020992,3.274747,3.724671,-4.766032,0
-0.127728,0.114308,0.02104,3.282738,3.724626,-4.751124,0
-0.127275,0.10641,0.021118,3.293842,3.709823,-4.730112,0
-0.126916,0.103853,0.021172,3.304566,3.717865,-4.700385,0
-0.126178,0.08985,0.021261,3.304476,3.651501,-4.711123,0
-0.126338,0.097928,0.021277,3.308229,3.663777,-4.686559,0
-0.12613,0.096174,0.021317,3.309326,3.641547,-4.683329,0
-0.125974,0.082803,0.021352,3.306429,3.574069,-4.715005,0
-0.12575,0.084492,0.021392,3.306929,3.558308,-4.702896,0
-0.125578,0.075947,0.021428,3.30512,3.50756,-4.721128,0
-0.125399,0.082207,0.021463,3.306898,3.50856,-4.697277,0
-0.125212,0.07921,0.021499,3.306038,3.47586,-4.699981,0
-0.125078,0.081078,0.021531,3.306278,3.459868,-4.689789,0
-0.124935,0.072787,0.021563,3.304259,3.40938,-4.70854,0
-0.124725,0.078109,0.021599,3.305304,3.405867,-4.687196,0
-0.124567,0.081199,0.021631,3.305802,3.39455,-4.673278,0
-0.124401,0.075573,0.021662,3.304441,3.353961,-4.684174,0
-0.124228,0.08824,0.021694,3.307633,3.377995,-4.642566,0
-0.124047,0.072518,0.021726,3.30308,3.299553,-4.682236,0
-0.123857,0.087602,0.021758,3.306916,3.332697,-4.633411,0
-0.12366,0.064914,0.02179,3.300184,3.228371,-4.692692,0
-0.123515,0.072538,0.021819,3.302152,3.235371,-4.666104,0
-0.123363,0.073309,0.021847,3.302027,3.216918,-4.658956,0
-0.123202,0.073905,0.021876,3.301862,3.19806,-4.652157,0
-0.123033,0.071559,0.021904,3.300926,3.168879,-4.653627,0
-0.122857,0.081128,0.021933,3.303136,3.182626,-4.620856,0
-0.122673,0.086491,0.021961,3.304235,3.181501,-4.599968,0
-0.12248,0.097152,0.02199,3.306627,3.199123,-4.563986,0
-0.12228,0.094403,0.022018,3.305603,3.169398,-4.566001,0
-0.122072,0.101644,0.022047,3.307189,3.175617,-4.539285,0
-0.121916,0.102262,0.022072,3.307178,3.158564,-4.532564,0
-0.121632,0.111084,0.022105,3.309043,3.170611,-4.500037,0
-0.12146,0.108702,0.02213,3.307823,3.141578,-4.501571,0
-0.121219,0.11662,0.022159,3.309667,3.151401,-4.472313,0
-0.120971,0.106013,0.022188,3.306578,3.094705,-4.496107,0
-0.120451,0.128542,0.022246,3.311708,3.13818,-4.417882,0
-0.120179,0.135149,0.022275,3.31303,3.143448,-4.391971,0
-0.119899,0.135803,0.022304,3.312841,3.127792,-4.382935,0
-0.11961,0.119555,0.022334,3.308483,3.052811,-4.421883,0
-0.119374,0.144449,0.022359,3.314286,3.122803,-4.344169,0
-0.11907,0.132718,0.022389,3.311092,3.064313,-4.370107,0
-0.118196,0.149473,0.022462,3.313533,3.087149,-4.302243,0
-0.118001,0.155643,0.022489,3.315735,3.086968,-4.277384,0
-0.117721,0.163343,0.022515,3.317285,3.097562,-4.247798,0
-0.117372,0.16642,0.022544,3.317822,3.09287,-4.230526,0
-0.117015,0.176054,0.022574,3.319888,3.111233,-4.194333,0
-0.11665,0.180035,0.022604,3.32056,3.10987,-4.174159,0
-0.116277,0.185279,0.022634,3.321903,3.114845,-4.149364,0
-0.115896,0.189261,0.022664,3.323119,3.116428,-4.127602,0
-0.115506,0.198598,0.022694,3.325096,3.134649,-4.091642,0
