q_err_KP,qdot_err_KP,z_error,Tor_HR,Tor_HP,Tor_KP,Fz_foot
-0.150372,-0.018099,0.020352,3.38026,4.060298,-5.248153,1.5
-0.15039,-0.024623,0.020403,3.377454,4.029217,-5.268383,1.5
-0.150343,-0.015972,0.020483,3.380188,4.058627,-5.243499,1.5
-0.15023,0.00157,0.020568,3.386892,4.126475,-5.192213,1.5
-0.150171,-0.010317,0.020647,3.381865,4.074138,-5.225884,1.5
-0.150107,0.000192,0.020726,3.385592,4.112325,-5.195385,1.5
-0.149976,0.013576,0.02081,3.39061,4.163396,-5.155675,1.5
-0.149156,0.021452,0.021002,3.383443,4.152834,-5.130745,1.5
-0.14967,0.040695,0.021026,3.394111,4.235152,-5.083924,1.5
-0.149516,0.044403,0.021109,3.397223,4.254763,-5.071543,1.5
-0.149356,0.051977,0.021191,3.39973,4.281849,-5.047882,1.5
-0.14919,0.06041,0.021273,3.402533,4.312336,-5.021652,1.5
-0.148958,0.069791,0.02136,3.405136,4.345067,-4.991674,1.5
-0.14878,0.069894,0.021441,3.404636,4.341818,-4.989033,0
-0.148595,0.060967,0.0215,3.401087,4.303565,-5.013301,0
-0.148345,0.081584,0.021586,3.407926,4.381462,-4.950833,0
-0.148088,0.078311,0.021648,3.40122,4.341565,-4.970648,0
-0.147886,0.095201,0.021728,3.399775,4.372155,-4.935167,0
-0.147617,0.0848,0.02179,3.373234,4.223438,-5.015901,0
-0.147401,0.07571,0.021847,3.366554,4.171011,-5.045817,0
-0.14718,0.077982,0.021881,3.358038,4.134956,-5.059181,0
-0.146866,0.077299,0.021974,3.350097,4.094803,-5.074337,0
-0.146629,0.091399,0.022007,3.34965,4.123617,-5.043977,0
-0.146385,0.092542,0.022063,3.336988,4.067275,-5.064901,0
-0.146135,0.091693,0.022095,3.319083,3.980576,-5.106653,0
-0.145879,0.105575,0.022105,3.307185,3.955569,-5.103855,0
-0.145616,0.109808,0.022137,3.300594,3.934616,-5.104976,0
-0.145347,0.094783,0.022147,3.279798,3.802299,-5.183295,0
-0.145071,0.107526,0.022179,3.310558,3.976662,-5.074594,0
-0.144788,0.107289,0.02221,3.31498,3.997167,-5.058804,0
-0.144499,0.11623,0.022264,3.34022,4.13604,-4.97415,0
-0.144264,0.120889,0.022313,3.344036,4.164494,-4.950081,0
-0.143962,0.113112,0.022344,3.348932,4.17026,-4.948128,0
