q_err_KP,qdot_err_KP,z_error,Tor_HR,Tor_HP,Tor_KP,Fx_foot,Fy_foot,Fz_foot,HR_q,HP_q,KP_q,HR_qdot,HP_qdot,KP_qdot,HR_q_d,HP_q_d,KP_q_d,HR_qdot_d,HP_qdot_d,KP_qdot_d,x,y,z,x_d,y_d,z_d
-0.00036,1.3514732,-6.4E-05,2.76521,1.53728,-3.93146,0,0,0,0.000180468,1.82575,-1.40097,0.0156406,0.014257,-0.00120312,0,1.82577,-1.40133,-8.12E-08,0.0168637,-0.0498568,-0.448519,0.100033,-0.184944,-0.448428,0.1,-0.185008
-0.00041,1.3485935,-6.4E-05,2.77019,1.5707,-3.94756,0,0,0,0.000180468,1.82575,-1.40097,0.0124523,0.014257,-0.00114297,0,1.82579,-1.40138,-8.6E-08,0.0178546,-0.0527865,-0.448519,0.100033,-0.184944,-0.448418,0.1,-0.185008
-0.00041,1.3457272,-5.5E-05,2.77943,1.64425,-3.92956,0,0,0,0.000180468,1.82575,-1.40103,0.0102867,0.0136554,-0.00800076,0,1.82581,-1.40144,-9.08E-08,0.0188431,-0.0557128,-0.448504,0.100033,-0.184953,-0.448407,0.1,-0.185008
-0.00046,1.3428488,-5.5E-05,2.79229,1.74255,-3.89856,0,0,0,0.000180468,1.82575,-1.40103,0.00878279,0.011189,-0.0166632,0,1.82583,-1.40149,-9.56E-08,0.0198336,-0.0586412,-0.448504,0.100033,-0.184953,-0.448396,0.1,-0.185008
-0.00052,1.3399809,-5.5E-05,2.7971,1.78664,-3.89784,0,0,0,0.000180468,1.82575,-1.40103,0.00763983,0.00938435,-0.0160015,0,1.82585,-1.40155,-1E-07,0.0208239,-0.0615691,-0.448504,0.100033,-0.184953,-0.448384,0.1,-0.185008
-0.00053,1.3371269,-4.5E-05,2.80477,1.8582,-3.88073,0,0,0,0.000180468,1.82575,-1.40109,0.00679764,0.00812107,-0.0217164,0,1.82587,-1.40162,-1.05E-07,0.0218113,-0.0644931,-0.448488,0.100033,-0.184963,-0.448371,0.1,-0.185008
-0.00053,1.334264,-3.6E-05,2.80888,1.90506,-3.87747,0,0,0,0.000180468,1.82575,-1.40115,0.00607577,0.00715858,-0.0231601,0,1.82589,-1.40168,-1.1E-07,0.0227982,-0.067416,-0.448472,0.100033,-0.184972,-0.448358,0.1,-0.185008
-0.0006,1.3314083,-3.6E-05,2.81963,2.00523,-3.84418,0,0,0,0.000180468,1.82575,-1.40115,0.00553436,0.00637655,-0.035853,0,1.82591,-1.40175,-1.15E-07,0.0237876,-0.0703417,-0.448472,0.100033,-0.184972,-0.448344,0.1,-0.185008
-0.00061,1.3285571,-2.7E-05,2.82149,2.03937,-3.84778,0,0,0,0.000180468,1.82575,-1.40121,0.00505311,0.00577499,-0.0356124,0,1.82594,-1.40182,-1.19E-07,0.0247738,-0.0732629,-0.448456,0.100033,-0.184981,-0.44833,0.1,-0.185008
-0.00063,1.325717,-1.9E-05,2.82313,2.07233,-3.85209,0,0,0,0.000180468,1.82575,-1.40127,0.00463202,0.00523358,-0.0352515,0,1.82596,-1.4019,-1.24E-07,0.0257594,-0.076183,-0.44844,0.100033,-0.18499,-0.448315,0.1,-0.185009
-0.00071,1.3228738,-1.9E-05,2.83177,2.16055,-3.82534,0,0,0,0.000180468,1.82575,-1.40127,0.00433124,0.00481249,-0.0463804,0,1.82599,-1.40198,-1.29E-07,0.0267478,-0.0791062,-0.44844,0.100033,-0.18499,-0.4483,0.1,-0.185009
-0.00073,1.3200356,-9E-06,2.83208,2.18575,-3.8338,0,0,0,0.000180468,1.82575,-1.40133,0.00403046,0.00445155,-0.0449366,0,1.82602,-1.40206,-1.34E-07,0.0277326,-0.0820244,-0.448425,0.100033,-0.185,-0.448284,0.1,-0.185009
-0.00075,1.3171986,0,2.83341,2.21923,-3.83764,0,0,0,0.000180468,1.82575,-1.40139,0.00378983,0.00415077,-0.0452374,0,1.82605,-1.40214,-1.38E-07,0.0287169,-0.0849414,-0.448409,0.100033,-0.185009,-0.448267,0.1,-0.185009
-0.00078,1.3143727,9E-06,2.83623,2.26445,-3.83475,0,0,0,0.000180468,1.82575,-1.40145,0.00354921,0.00391015,-0.0480046,0,1.82607,-1.40223,-1.43E-07,0.0297006,-0.0878573,-0.448393,0.100033,-0.185018,-0.44825,0.1,-0.185009
-0.00087,1.3115432,9E-06,2.84038,2.32026,-3.82632,0,0,0,0.000180468,1.82575,-1.40145,0.00336874,0.00366952,-0.0531178,0,1.8261,-1.40232,-1.48E-07,0.0306875,-0.0907768,-0.448393,0.100033,-0.185018,-0.448232,0.1,-0.185009
-0.0009,1.3087196,1.8E-05,2.83748,2.32264,-3.84762,0,0,0,0.000180468,1.82575,-1.40151,0.00318827,0.0034289,-0.0474632,0,1.82614,-1.40241,-1.53E-07,0.0316703,-0.0936904,-0.448377,0.100033,-0.185027,-0.448214,0.1,-0.185009
-0.00093,1.3058947,-1E-06,2.84063,2.37214,-3.84226,0,0,0,0.000180468,1.82581,-1.40157,0.00300781,0.00324843,-0.0517343,0,1.82617,-1.4025,-1.57E-07,0.032656,-0.0966053,-0.448373,0.100033,-0.185009,-0.448195,0.1,-0.18501
-0.00097,1.3030835,9E-06,2.83867,2.38349,-3.85833,0,0,0,0.000180468,1.82581,-1.40163,0.00288749,0.00324843,-0.0483655,0,1.8262,-1.4026,-1.62E-07,0.0336377,-0.0995165,-0.448357,0.100033,-0.185019,-0.448175,0.1,-0.18501
-0.00101,1.300271,-9E-06,2.82579,2.34082,-3.90197,0,0,0,0.000180468,1.82587,-1.40169,0.00270702,0.00926404,-0.0464405,0,1.82624,-1.4027,-1.67E-07,0.0346226,-0.102429,-0.448352,0.100033,-0.185001,-0.448155,0.1,-0.18501
-0.00106,1.297472,0,2.78831,2.17747,-4.00667,0,0,0,0.000180468,1.82587,-1.40175,0.00258671,0.0289952,-0.0468616,0,1.82627,-1.40281,-1.72E-07,0.0356033,-0.105338,-0.448337,0.100033,-0.18501,-0.448134,0.1,-0.18501
-0.00116,1.294656,-2.7E-05,2.78759,2.21285,-4.00805,0,0,0,0.000180468,1.82593,-1.40175,0.0024664,0.0318226,-0.0545014,0,1.82631,-1.40291,-1.76E-07,0.0365917,-0.108254,-0.448348,0.100033,-0.184983,-0.448113,0.1,-0.18501
-0.00121,1.29186,-1.8E-05,2.77432,2.15202,-4.06365,0,0,0,0.000180468,1.82593,-1.40181,0.00240624,0.0346499,-0.0423499,0,1.82634,-1.40302,-1.81E-07,0.0375714,-0.11116,-0.448332,0.100033,-0.184992,-0.448091,0.1,-0.18501
-0.00126,1.289062,-3.6E-05,2.78063,2.21244,-4.05353,0,0,0,0.000180468,1.82599,-1.40187,0.00228593,0.0316421,-0.0433726,0,1.82638,-1.40313,-1.86E-07,0.0385546,-0.114068,-0.448327,0.100033,-0.184975,-0.448069,0.1,-0.185011
-0.00138,1.286273,-3.6E-05,2.7846,2.26432,-4.0477,0,0,0,0.000180468,1.82599,-1.40187,0.00222578,0.0306195,-0.0463202,0,1.82642,-1.40325,-1.91E-07,0.0395381,-0.116977,-0.448327,0.100033,-0.184975,-0.448046,0.1,-0.185011
-0.00144,1.283488,-5.4E-05,2.78066,2.25825,-4.07401,0,0,0,0.000180468,1.82605,-1.40193,0.00210546,0.0300179,-0.0388608,0,1.82646,-1.40337,-1.95E-07,0.0405204,-0.119882,-0.448323,0.100033,-0.184957,-0.448022,0.1,-0.185011
-0.0015,1.280707,-4.5E-05,2.78107,2.28567,-4.08136,0,0,0,0.000180468,1.82605,-1.40199,0.00204531,0.0295968,-0.0378983,0,1.8265,-1.40349,-2E-07,0.041498,-0.122783,-0.448307,0.100033,-0.184966,-0.447998,0.1,-0.185011
-0.00156,1.277924,-6.3E-05,2.7844,2.32321,-4.08426,0,0,0,0.000180468,1.82611,-1.40205,0.001925,0.026589,-0.0344093,0,1.82654,-1.40361,-2.05E-07,0.0424794,-0.125686,-0.448302,0.100033,-0.184948,-0.447973,0.1,-0.185011
-0.00169,1.27515,-6.4E-05,2.78436,2.34994,-4.09216,0,0,0,0.000180468,1.82611,-1.40205,0.001925,0.026589,-0.0344093,0,1.82659,-1.40374,-2.1E-07,0.043461,-0.12859,-0.448302,0.100033,-0.184948,-0.447948,0.1,-0.185012
-0.00182,1.272377,-6.4E-05,2.78396,2.37374,-4.10168,0,0,0,0.000180468,1.82611,-1.40205,0.00186484,0.0267093,-0.0340484,0,1.82663,-1.40387,-2.14E-07,0.0444423,-0.131493,-0.448302,0.100033,-0.184948,-0.447922,0.1,-0.185012
-0.00189,1.269608,-8.1E-05,2.79272,2.44546,-4.08603,0,0,0,0.000180468,1.82617,-1.40211,0.00180468,0.0220773,-0.0342288,0,1.82667,-1.404,-2.19E-07,0.0454223,-0.134392,-0.448298,0.100033,-0.184931,-0.447895,0.1,-0.185012
-0.00203,1.266848,-8.1E-05,2.79541,2.48582,-4.08696,0,0,0,0.000180468,1.82617,-1.40211,0.00174453,0.0207539,-0.0343491,0,1.82672,-1.40414,-2.24E-07,0.0464026,-0.137292,-0.448298,0.100033,-0.184931,-0.447868,0.1,-0.185012
-0.00211,1.264096,-7.3E-05,2.79419,2.50341,-4.09955,0,0,0,0.000180468,1.82617,-1.40217,0.00168437,0.0209343,-0.0326648,0,1.82677,-1.40428,-2.29E-07,0.0473768,-0.140184,-0.448282,0.100033,-0.18494,-0.44784,0.1,-0.185013
-0.00225,1.261338,-7.3E-05,2.79585,2.53778,-4.10369,0,0,0,0.000180468,1.82617,-1.40217,0.00162421,0.020032,-0.0324241,0,1.82681,-1.40442,-2.33E-07,0.048356,-0.143082,-0.448282,0.100033,-0.18494,-0.447812,0.1,-0.185013
-0.00233,1.25859,-6.4E-05,2.80348,2.59904,-4.09416,0,0,0,0.000180468,1.82617,-1.40223,0.00162421,0.0152195,-0.0297171,0,1.82686,-1.40456,-2.38E-07,0.0493288,-0.14597,-0.448266,0.100033,-0.184949,-0.447783,0.1,-0.185013
-0.00248,1.255845,-6.4E-05,2.80944,2.64475,-4.08735,0,0,0,0.000180468,1.82617,-1.40223,0.00156406,0.0120312,-0.029296,0,1.82691,-1.40471,-2.43E-07,0.050307,-0.148865,-0.448266,0.100033,-0.184949,-0.447754,0.1,-0.185013
-0.00257,1.25311,-5.6E-05,2.8121,2.64923,-4.09036,0,0,0,0.000180468,1.82617,-1.40229,0.0015039,0.0100461,-0.0271906,0,1.82696,-1.40486,-2.48E-07,0.0512785,-0.15175,-0.44825,0.100033,-0.184958,-0.447724,0.1,-0.185014
-0.00272,1.250369,-5.6E-05,2.8138,2.64946,-4.09587,0,0,0,0.000180468,1.82617,-1.40229,0.0015039,0.00860232,-0.0255663,0,1.82702,-1.40501,-2.52E-07,0.0522556,-0.154641,-0.44825,0.100033,-0.184958,-0.447693,0.1,-0.185014
-0.00288,1.247639,-5.6E-05,2.81607,2.65522,-4.09803,0,0,0,0.000180468,1.82617,-1.40229,0.00144375,0.00751951,-0.0257468,0,1.82707,-1.40517,-2.57E-07,0.0532322,-0.157531,-0.44825,0.100033,-0.184958,-0.447662,0.1,-0.185014
-0.00298,1.244919,-4.7E-05,2.81511,2.63754,-4.11307,0,0,0,0.000180468,1.82617,-1.40235,0.00138359,0.00667733,-0.0214757,0,1.82712,-1.40533,-2.62E-07,0.0542016,-0.160411,-0.448235,0.100033,-0.184967,-0.44763,0.1,-0.185014
-0.00314,1.242192,-4.8E-05,2.8157,2.63305,-4.12088,0,0,0,0.000180468,1.82617,-1.40235,0.00138359,0.00601561,-0.0204531,0,1.82718,-1.40549,-2.66E-07,0.055177,-0.163298,-0.448235,0.100033,-0.184967,-0.447598,0.1,-0.185015
-0.0033,1.239467,-4.8E-05,2.81692,2.63344,-4.12584,0,0,0,0.000180468,1.82617,-1.40235,0.00132343,0.00547421,-0.0206335,0,1.82723,-1.40565,-2.71E-07,0.0561518,-0.166183,-0.448235,0.100033,-0.184967,-0.447565,0.1,-0.185015
-0.00341,1.236762,-3.8E-05,2.81739,2.629,-4.13318,0,0,0,0.000180468,1.82617,-1.40241,0.00132343,0.00499296,-0.0197312,0,1.82729,-1.40582,-2.76E-07,0.0571192,-0.169058,-0.448219,0.100033,-0.184977,-0.447532,0.1,-0.185015
-0.00358,1.234051,-3.8E-05,2.81726,2.6198,-4.14358,0,0,0,0.000180468,1.82617,-1.40241,0.00126328,0.00463202,-0.0183476,0,1.82734,-1.40599,-2.8E-07,0.0580928,-0.171939,-0.448219,0.100033,-0.184977,-0.447498,0.1,-0.185015
-0.00375,1.231341,-3.9E-05,2.818,2.61794,-4.14974,0,0,0,0.000180468,1.82617,-1.40241,0.00126328,0.00427108,-0.0184679,0,1.8274,-1.40616,-2.85E-07,0.0590658,-0.174819,-0.448219,0.100033,-0.184977,-0.447463,0.1,-0.185016
-0.00393,1.228642,-3.9E-05,2.81864,2.61501,-4.15654,0,0,0,0.000180468,1.82617,-1.40241,0.00120312,0.0039703,-0.0184679,0,1.82746,-1.40634,-2.9E-07,0.0600382,-0.177698,-0.448219,0.100033,-0.184977,-0.447428,0.1,-0.185016
-0.00405,1.225955,-3E-05,2.81837,2.60601,-4.1664,0,0,0,0.000180468,1.82617,-1.40247,0.00120312,0.00372968,-0.0171445,0,1.82752,-1.40652,-2.95E-07,0.0610027,-0.180565,-0.448203,0.100033,-0.184986,-0.447392,0.1,-0.185016
-0.00423,1.223261,-3.1E-05,2.81866,2.60118,-4.17428,0,0,0,0.000180468,1.82617,-1.40247,0.00120312,0.00348905,-0.0169039,0,1.82758,-1.4067,-2.99E-07,0.0619738,-0.183439,-0.448203,0.100033,-0.184986,-0.447356,0.1,-0.185017
-0.00435,1.220578,-2.2E-05,2.81951,2.60044,-4.17947,0,0,0,0.000180468,1.82617,-1.40253,0.00114297,0.00330859,-0.017325,0,1.82765,-1.40688,-3.04E-07,0.0629367,-0.186302,-0.448187,0.100033,-0.184995,-0.447319,0.1,-0.185017
-0.00454,1.217897,-2.2E-05,2.82401,2.628,-4.16895,0,0,0,0.000180468,1.82617,-1.40253,0.00114297,0.00312812,-0.0236414,0,1.82771,-1.40707,-3.09E-07,0.0639064,-0.189173,-0.448187,0.100033,-0.184995,-0.447282,0.1,-0.185017
-0.00473,1.215218,-2.3E-05,2.82426,2.62287,-4.17696,0,0,0,0.000180468,1.82617,-1.40253,0.00108281,0.00300781,-0.0235812,0,1.82777,-1.40726,-3.13E-07,0.0648756,-0.192042,-0.448187,0.100033,-0.184995,-0.447244,0.1,-0.185018
-0.00486,1.212552,-1.4E-05,2.82706,2.63768,-4.17332,0,0,0,0.000180468,1.82617,-1.40259,0.00108281,0.00282734,-0.0271304,0,1.82784,-1.40745,-3.18E-07,0.0658361,-0.194898,-0.448172,0.100033,-0.185004,-0.447205,0.1,-0.185018
-0.00506,1.209887,-1.4E-05,2.82745,2.63405,-4.18056,0,0,0,0.000180468,1.82617,-1.40259,0.00108281,0.00270702,-0.027371,0,1.8279,-1.40765,-3.23E-07,0.0668038,-0.197763,-0.448172,0.100033,-0.185004,-0.447166,0.1,-0.185018
-0.0052,1.207234,-6E-06,2.82821,2.63287,-4.18601,0,0,0,0.000180468,1.82617,-1.40265,0.00102265,0.00258671,-0.0278523,0,1.82797,-1.40785,-3.27E-07,0.0677627,-0.200616,-0.448156,0.100033,-0.185013,-0.447126,0.1,-0.185019
-0.0054,1.204574,-6E-06,2.82852,2.6286,-4.19365,0,0,0,0.000180468,1.82617,-1.40265,0.00102265,0.0024664,-0.0279726,0,1.82804,-1.40805,-3.32E-07,0.068729,-0.203476,-0.448156,0.100033,-0.185013,-0.447086,0.1,-0.185019
-0.00554,1.201926,4E-06,2.8329,2.65602,-4.1828,0,0,0,0.000180468,1.82617,-1.40271,0.00102265,0.00240624,-0.034289,0,1.82811,-1.40825,-3.37E-07,0.0696861,-0.206324,-0.44814,0.100033,-0.185023,-0.447045,0.1,-0.185019
-0.00569,1.19929,1.2E-05,2.83357,2.65452,-4.18855,0,0,0,0.000180468,1.82617,-1.40277,0.00102265,0.00228593,-0.0347101,0,1.82818,-1.40846,-3.41E-07,0.0706423,-0.20917,-0.448124,0.100033,-0.185032,-0.447003,0.1,-0.18502
-0.0059,1.196646,1.2E-05,2.83418,2.65213,-4.19515,0,0,0,0.000180468,1.82617,-1.40277,0.000962498,0.00222578,-0.0353116,0,1.82825,-1.40867,-3.46E-07,0.0716063,-0.212024,-0.448124,0.100033,-0.185032,-0.446961,0.1,-0.18502
-0.00605,1.194014,2.1E-05,2.83748,2.67097,-4.18924,0,0,0,0.000180468,1.82617,-1.40283,0.000962498,0.00210546,-0.0398233,0,1.82832,-1.40888,-3.5E-07,0.0725608,-0.214866,-0.448109,0.100033,-0.185041,-0.446919,0.1,-0.18502
-0.00621,1.191396,2.9E-05,2.83755,2.66519,-4.19743,0,0,0,0.000180468,1.82617,-1.40289,0.000962498,0.00204531,-0.0395226,0,1.82839,-1.4091,-3.55E-07,0.0735143,-0.217704,-0.448093,0.100033,-0.18505,-0.446875,0.1,-0.185021
-0.00643,1.188768,2.9E-05,2.83484,2.63733,-4.21856,0,0,0,0.000180468,1.82617,-1.40289,0.000902342,0.00198515,-0.035071,0,1.82846,-1.40932,-3.6E-07,0.0744759,-0.220552,-0.448093,0.100033,-0.18505,-0.446832,0.1,-0.185021
-0.00659,1.186154,3.8E-05,2.84023,2.67246,-4.20339,0,0,0,0.000180468,1.82617,-1.40295,0.000902342,0.001925,-0.0429515,0,1.82854,-1.40954,-3.64E-07,0.0754276,-0.223386,-0.448077,0.100033,-0.185059,-0.446787,0.1,-0.185021
-0.00675,1.183543,4.7E-05,2.84304,2.68751,-4.19978,0,0,0,0.000180468,1.82617,-1.40301,0.000902342,0.00186484,-0.0468015,0,1.82861,-1.40976,-3.69E-07,0.0763783,-0.226217,-0.448061,0.100033,-0.185069,-0.446743,0.1,-0.185022
-0.00692,1.180944,5.6E-05,2.84468,2.69372,-4.20119,0,0,0,0.000180468,1.82617,-1.40307,0.000902342,0.00180468,-0.0489069,0,1.82869,-1.40999,-3.74E-07,0.077328,-0.229046,-0.448046,0.100033,-0.185078,-0.446697,0.1,-0.185022
-0.00715,1.178336,5.5E-05,2.84573,2.69459,-4.20607,0,0,0,0.000180468,1.82617,-1.40307,0.000842186,0.00174453,-0.0501702,0,1.82877,-1.41022,-3.78E-07,0.0782863,-0.231884,-0.448046,0.100033,-0.185078,-0.446651,0.1,-0.185023
-0.00732,1.175742,6.4E-05,2.84337,2.67027,-4.22473,0,0,0,0.000180468,1.82617,-1.40313,0.000842186,0.00168437,-0.04626,0,1.82884,-1.41045,-3.83E-07,0.0792341,-0.234708,-0.44803,0.100033,-0.185087,-0.446605,0.1,-0.185023
-0.00749,1.173151,7.3E-05,2.8472,2.69311,-4.21675,0,0,0,0.000180468,1.82617,-1.40319,0.000842186,0.00162421,-0.0516741,0,1.82892,-1.41068,-3.87E-07,0.0801809,-0.237529,-0.448014,0.100033,-0.185096,-0.446557,0.1,-0.185023
-0.00767,1.170572,8.1E-05,2.84493,2.6696,-4.23508,0,0,0,0.000180468,1.82617,-1.40325,0.000842186,0.00162421,-0.0480046,0,1.829,-1.41092,-3.92E-07,0.0811267,-0.240348,-0.447998,0.100033,-0.185105,-0.44651,0.1,-0.185024
-0.00779,1.168009,0.0001,2.84968,2.69877,-4.22314,0,0,0,0.000180468,1.82617,-1.40337,0.000782029,0.0015039,-0.054321,0,1.82908,-1.41116,-3.97E-07,0.0820615,-0.243151,-0.447967,0.100033,-0.185124,-0.446461,0.1,-0.185024
-0.00803,1.165423,9.9E-05,2.84976,2.69275,-4.23211,0,0,0,0.000180468,1.82617,-1.40337,0.000782029,0.0015039,-0.054321,0,1.82917,-1.4114,-4.01E-07,0.0830152,-0.245977,-0.447967,0.100033,-0.185124,-0.446413,0.1,-0.185025
-0.00822,1.162862,0.000108,2.84879,2.67947,-4.24449,0,0,0,0.000180468,1.82617,-1.40343,0.000782029,0.0015039,-0.0527569,0,1.82925,-1.41165,-4.06E-07,0.0839579,-0.248788,-0.447951,0.100033,-0.185133,-0.446363,0.1,-0.185025
-0.00841,1.160305,0.000117,2.85069,2.68739,-4.24506,0,0,0,0.000180468,1.82617,-1.40349,0.000782029,0.00144375,-0.0552233,0,1.82933,-1.4119,-4.1E-07,0.0848995,-0.251595,-0.447935,0.100033,-0.185142,-0.446313,0.1,-0.185025
-0.0086,1.157743,9.8E-05,2.85181,2.69056,-4.24824,0,0,0,0.000180468,1.82623,-1.40355,0.000782029,0.00138359,-0.0572686,0,1.82942,-1.41215,-4.15E-07,0.085849,-0.254407,-0.44793,0.100033,-0.185124,-0.446263,0.1,-0.185026
-0.0088,1.155201,0.000108,2.85078,2.67666,-4.26104,0,0,0,0.000180468,1.82623,-1.40361,0.000782029,0.00138359,-0.0555842,0,1.8295,-1.41241,-4.2E-07,0.0867886,-0.257209,-0.447915,0.100033,-0.185134,-0.446212,0.1,-0.185026
-0.00898,1.152651,0.000116,2.85781,2.72418,-4.2391,0,0,0,0.000180468,1.82623,-1.40368,0.000782029,0.00138359,-0.0660514,0,1.82959,-1.41266,-4.24E-07,0.0877271,-0.260009,-0.447899,0.100033,-0.185143,-0.44616,0.1,-0.185027
-0.00918,1.150115,0.000125,2.85441,2.69126,-4.26293,0,0,0,0.000180468,1.82623,-1.40374,0.000721873,0.00138359,-0.060517,0,1.82967,-1.41292,-4.29E-07,0.0886644,-0.262805,-0.447883,0.100033,-0.185152,-0.446108,0.1,-0.185027
-0.00938,1.147581,0.000133,2.85041,2.65429,-4.28905,0,0,0,0.000180468,1.82623,-1.4038,0.000721873,0.00138359,-0.0542007,0,1.82976,-1.41318,-4.33E-07,0.0896007,-0.265599,-0.447867,0.100033,-0.185161,-0.446055,0.1,-0.185028
-0.00959,1.145061,0.000142,2.85703,2.69865,-4.2689,0,0,0,0.000180468,1.82623,-1.40386,0.000721873,0.00138359,-0.0640663,0,1.82985,-1.41345,-4.38E-07,0.0905359,-0.268389,-0.447852,0.100033,-0.18517,-0.446002,0.1,-0.185028
-0.0098,1.142543,0.000152,2.85851,2.70368,-4.27115,0,0,0,0.000180468,1.82623,-1.40392,0.000721873,0.00138359,-0.0661116,0,1.82994,-1.41372,-4.42E-07,0.0914699,-0.271177,-0.447836,0.100033,-0.18518,-0.445948,0.1,-0.185028
-0.01001,1.140028,0.00016,2.85687,2.6848,-4.28702,0,0,0,0.000180468,1.82623,-1.40398,0.000721873,0.00138359,-0.0634045,0,1.83003,-1.41399,-4.47E-07,0.0924028,-0.273962,-0.44782,0.100033,-0.185189,-0.445893,0.1,-0.185029
-0.01022,1.137516,0.000169,2.85942,2.69796,-4.28468,0,0,0,0.000180468,1.82623,-1.40404,0.000721873,0.00138359,-0.0670741,0,1.83012,-1.41426,-4.51E-07,0.0933345,-0.276744,-0.447804,0.100033,-0.185198,-0.445838,0.1,-0.185029
-0.01044,1.135017,0.000177,2.8642,2.72754,-4.27302,0,0,0,0.000180468,1.82623,-1.4041,0.000661717,0.00138359,-0.073992,0,1.83022,-1.41454,-4.56E-07,0.0942652,-0.279523,-0.447788,0.100033,-0.185207,-0.445783,0.1,-0.18503
