KP_q_error,KP_q_dot_error,z_error,HR_Torque,HP_Torque,KP_Torque,Fx,Fy,Fz,HR_q,HP_q,KP_q,HR_qdot,HP_qdot,KP_qdot,HR_q_d,HP_q_d,KP_q_d,HR_qdot_d,HP_qdot_d,KP_qdot_d,x,y,z,x_d,y_d,z_d
0,0,0,2.81877,1.22624,0.0532402,0,0,0,0,1.83589,-1.42967,0,0,0,0,1.83589,-1.42967,0,0,0,-0.442837,0.1,-0.184776,-0.442837,0.1,-0.184776
0,-0.00273425,0,2.81874,1.2515,-0.160954,0,0,0,0,1.83589,-1.42967,0,0,0,0,1.83589,-1.42967,0,0.000903201,-0.00273425,-0.442837,0.1,-0.184776,-0.442836,0.1,-0.184776
-1E-05,-0.00546847,0,2.81872,1.27673,-0.375175,0,0,0,0,1.83589,-1.42967,0,0,0,0,1.83589,-1.42968,0,0.00180639,-0.00546847,-0.442837,0.1,-0.184776,-0.442835,0.1,-0.184776
-1E-05,-0.00820264,0,2.81869,1.30195,-0.589421,0,0,0,0,1.83589,-1.42967,0,0,0,0,1.83589,-1.42968,0,0.00270957,-0.00820264,-0.442837,0.1,-0.184776,-0.442834,0.1,-0.184776
-2E-05,-0.0109367,0,2.81867,1.32714,-0.803691,0,0,0,0,1.83589,-1.42967,0,0,0,0,1.83589,-1.42969,0,0.00361271,-0.0109367,-0.442837,0.1,-0.184776,-0.442832,0.1,-0.184776
-3E-05,-0.0136707,0,2.81864,1.3523,-1.01798,0,0,0,0,1.83589,-1.42967,0,0,0,0,1.8359,-1.4297,0,0.00451582,-0.0136707,-0.442837,0.1,-0.184776,-0.44283,0.1,-0.184776
-5E-05,-0.0164045,0,2.81861,1.37745,-1.23229,0,0,0,0,1.83589,-1.42967,0,0,0,0,1.8359,-1.42972,0,0.00541889,-0.0164045,-0.442837,0.1,-0.184776,-0.442827,0.1,-0.184776
-7E-05,-0.0191382,0,2.81858,1.40257,-1.44662,0,0,0,0,1.83589,-1.42967,0,0,0,0,1.83591,-1.42974,0,0.0063219,-0.0191382,-0.442837,0.1,-0.184776,-0.442823,0.1,-0.184776
-9E-05,-0.0218717,0,2.81856,1.42767,-1.66096,0,0,0,0,1.83589,-1.42967,0,0,0,0,1.83592,-1.42976,0,0.00722486,-0.0218717,-0.442837,0.1,-0.184776,-0.442819,0.1,-0.184776
-0.00011,-0.0246056,-3.3E-05,2.81382,1.43758,-1.88264,0,0,0,6.02E-05,1.83595,-1.42967,0.00108281,0.00102265,0,0,1.83592,-1.42978,-1.77E-08,0.00812863,-0.0246056,-0.442848,0.100011,-0.184743,-0.442814,0.1,-0.184776
-0.00014,-0.0273388,-3.9E-05,2.79883,1.44341,-2.10377,0,0,0,0.000120312,1.83595,-1.42967,0.00998591,0.00120312,0,0,1.83593,-1.42981,-3.93E-08,0.00903154,-0.0273388,-0.442848,0.100022,-0.184737,-0.442809,0.1,-0.184776
-0.00017,-0.0300716,-3.9E-05,2.75344,1.41418,-2.33625,0,0,0,0.000120312,1.83595,-1.42967,0.0388007,0.00114297,0,0,1.83594,-1.42984,-4.33E-08,0.00993435,-0.0300716,-0.442848,0.100022,-0.184737,-0.442803,0.1,-0.184776
-0.0002,-0.0328041,-4.5E-05,2.76131,1.44864,-2.54744,0,0,0,0.000180468,1.83595,-1.42967,0.033507,0.00114297,0,0,1.83595,-1.42987,-7.08E-08,0.0108371,-0.0328041,-0.442848,0.100033,-0.184731,-0.442796,0.1,-0.184776
-0.00023,-0.0355363,-4.6E-05,2.76735,1.4807,-2.75958,0,0,0,0.000180468,1.83595,-1.42967,0.0295366,0.00120312,0,0,1.83596,-1.4299,-7.67E-08,0.0117397,-0.0355363,-0.442848,0.100033,-0.184731,-0.44279,0.1,-0.184777
-0.00021,-0.038206044,-3.7E-05,2.76749,1.50772,-2.9723,0,0,0,0.000180468,1.83595,-1.42973,0.0295968,0.00114297,-6.02E-05,0,1.83598,-1.42994,-8.26E-08,0.0126406,-0.0382662,-0.442832,0.100033,-0.18474,-0.442782,0.1,-0.184777
-0.00025,-0.03979448,-3.7E-05,2.78071,1.55282,-3.17863,0,0,0,0.000180468,1.83595,-1.42973,0.0216562,0.00120312,-0.00120312,0,1.83599,-1.42998,-8.85E-08,0.0135428,-0.0409976,-0.442832,0.100033,-0.18474,-0.442774,0.1,-0.184777
-0.00029,-0.04252538,-3.7E-05,2.79026,1.58976,-3.38887,0,0,0,0.000180468,1.83595,-1.42973,0.0156406,0.00114297,-0.00120312,0,1.836,-1.43002,-9.44E-08,0.014445,-0.0437285,-0.442832,0.100033,-0.18474,-0.442765,0.1,-0.184777
-0.00034,-0.04531603,-3.7E-05,2.79522,1.62042,-3.60139,0,0,0,0.000180468,1.83595,-1.42973,0.0124523,0.00114297,-0.00114297,0,1.83602,-1.43007,-1.00E-07,0.0153469,-0.046459,-0.442832,0.100033,-0.18474,-0.442756,0.1,-0.184777
-0.00038,-0.04798598,-3.7E-05,2.79854,1.64911,-3.8145,0,0,0,0.000180468,1.83595,-1.42973,0.0102867,0.00120312,-0.00120312,0,1.83603,-1.43011,-1.06E-07,0.0162488,-0.0491891,-0.442832,0.100033,-0.18474,-0.442746,0.1,-0.184777
-0.00043,-0.05071558,-3.7E-05,2.80099,1.67738,-3.88178,0,0,0,0.000180468,1.83595,-1.42973,0.00878279,0.00114297,-0.00120312,0,1.83605,-1.43016,-1.12E-07,0.0171504,-0.0519187,-0.442832,0.100033,-0.18474,-0.442736,0.1,-0.184777
-0.00049,-0.05350473,-3.7E-05,2.80261,1.70349,-3.88846,0,0,0,0.000180468,1.83595,-1.42973,0.00763983,0.00120312,-0.00114297,0,1.83607,-1.43022,-1.18E-07,0.0180519,-0.0546477,-0.442832,0.100033,-0.18474,-0.442725,0.1,-0.184777
-0.00048,-0.04756785,-2.8E-05,2.80959,1.77383,-3.86901,0,0,0,0.000180468,1.83595,-1.42979,0.00679764,0.00120312,-0.00980545,0,1.83609,-1.43027,-1.24E-07,0.0189509,-0.0573733,-0.442816,0.100033,-0.184749,-0.442714,0.1,-0.184777
-0.00054,-0.05017534,-2.8E-05,2.81093,1.80116,-3.87491,0,0,0,0.000180468,1.83595,-1.42979,0.00607577,0.00114297,-0.00992576,0,1.83611,-1.43033,-1.30E-07,0.0198519,-0.0601011,-0.442816,0.100033,-0.184749,-0.442702,0.1,-0.184777
-0.00054,-0.0491095,-2E-05,2.8142,1.84624,-3.86995,0,0,0,0.000180468,1.83595,-1.42985,0.00553436,0.00120312,-0.0137156,0,1.83613,-1.43039,-1.36E-07,0.0207501,-0.0628251,-0.4428,0.100033,-0.184758,-0.442689,0.1,-0.184778
-0.00061,-0.0427523,-2E-05,2.82076,1.9167,-3.85071,0,0,0,0.000180468,1.83595,-1.42985,0.00505311,0.00120312,-0.0227992,0,1.83615,-1.43046,-1.41E-07,0.0216506,-0.0655515,-0.4428,0.100033,-0.184758,-0.442676,0.1,-0.184778
-0.00061,-0.0448731,-1.1E-05,2.82203,1.94686,-3.85441,0,0,0,0.000180468,1.83595,-1.42991,0.00463202,0.00114297,-0.0234007,0,1.83617,-1.43052,-1.47E-07,0.0225481,-0.0682738,-0.442784,0.100033,-0.184767,-0.442663,0.1,-0.184778
-0.00068,-0.042184,-1.1E-05,2.82586,1.99829,-3.84614,0,0,0,0.000180468,1.83595,-1.42991,0.00433124,0.00120312,-0.0288148,0,1.83619,-1.43059,-1.53E-07,0.023448,-0.0709988,-0.442784,0.100033,-0.184767,-0.442648,0.1,-0.184778
-0.0007,-0.0450248,-2E-06,2.82647,2.02457,-3.85204,0,0,0,0.000180468,1.83595,-1.42997,0.00403046,0.00114297,-0.0286945,0,1.83622,-1.43067,-1.59E-07,0.0243447,-0.0737193,-0.442768,0.100033,-0.184776,-0.442634,0.1,-0.184778
-0.00077,-0.0470865,-2E-06,2.82729,2.05299,-3.85716,0,0,0,0.000180468,1.83595,-1.42997,0.00378983,0.00114297,-0.0293562,0,1.83624,-1.43074,-1.65E-07,0.0252441,-0.0764427,-0.442768,0.100033,-0.184776,-0.442618,0.1,-0.184778
-0.00079,-0.0446918,6E-06,2.83091,2.10371,-3.84877,0,0,0,0.000180468,1.83595,-1.43003,0.00354921,0.00120312,-0.0344695,0,1.83627,-1.43082,-1.71E-07,0.0261399,-0.0791613,-0.442752,0.100033,-0.184785,-0.442603,0.1,-0.184779
-0.00087,-0.0444058,6E-06,2.83325,2.14413,-3.84698,0,0,0,0.000180468,1.83595,-1.43003,0.00336874,0.00114297,-0.0374773,0,1.83629,-1.4309,-1.77E-07,0.0270387,-0.0818831,-0.442752,0.100033,-0.184785,-0.442586,0.1,-0.184779
-0.00089,-0.0481451,1.5E-05,2.83285,2.16441,-3.85624,0,0,0,0.000180468,1.83595,-1.43009,0.00318827,0.00120312,-0.0364546,0,1.83632,-1.43098,-1.83E-07,0.0279337,-0.0845997,-0.442736,0.100033,-0.184794,-0.442569,0.1,-0.184779
-0.00092,-0.0481536,2.4E-05,2.83502,2.20381,-3.85456,0,0,0,0.000180468,1.83595,-1.43015,0.00300781,0.00120312,-0.0391616,0,1.83635,-1.43107,-1.88E-07,0.0288282,-0.0873152,-0.44272,0.100033,-0.184803,-0.442552,0.1,-0.184779
-0.00101,-0.0481654,2.4E-05,2.83706,2.24251,-3.85375,0,0,0,0.000180468,1.83595,-1.43015,0.00288749,0.00114297,-0.0418687,0,1.83638,-1.43116,-1.94E-07,0.0297259,-0.0900341,-0.44272,0.100033,-0.184803,-0.442534,0.1,-0.184779
-0.00104,-0.0547889,3.2E-05,2.83482,2.24843,-3.87136,0,0,0,0.000180468,1.83595,-1.43021,0.00270702,0.00120312,-0.0379585,0,1.83641,-1.43125,-2.00E-07,0.0306194,-0.0927474,-0.442704,0.100033,-0.184812,-0.442515,0.1,-0.18478
-0.00113,-0.0583506,5E-06,2.83242,2.25843,-3.88656,0,0,0,0.000180468,1.83601,-1.43021,0.00258671,0.00204531,-0.0371163,0,1.83644,-1.43134,-2.06E-07,0.0315199,-0.0954669,-0.442715,0.100033,-0.184785,-0.442496,0.1,-0.18478
-0.00117,-0.0668968,1.4E-05,2.82845,2.25283,-3.91066,0,0,0,0.000180468,1.83601,-1.43027,0.0024664,0.00228593,-0.0312812,0,1.83647,-1.43144,-2.12E-07,0.0324126,-0.098178,-0.4427,0.100033,-0.184794,-0.442476,0.1,-0.18478
-0.00127,-0.0695517,1.4E-05,2.82861,2.2777,-3.91786,0,0,0,0.000180468,1.83601,-1.43027,0.00240624,0.00228593,-0.0313413,0,1.8365,-1.43154,-2.18E-07,0.033309,-0.100893,-0.4427,0.100033,-0.184794,-0.442456,0.1,-0.18478
-0.00131,-0.0747291,-4E-06,2.79936,2.14993,-4.00369,0,0,0,0.000180468,1.83607,-1.43033,0.00228593,0.0167234,-0.0288749,0,1.83654,-1.43164,-2.24E-07,0.0342045,-0.103604,-0.442695,0.100033,-0.184776,-0.442435,0.1,-0.18478
-0.00142,-0.0775624,-5E-06,2.792,2.13671,-4.03045,0,0,0,0.000180468,1.83607,-1.43033,0.00222578,0.0205734,-0.0287546,0,1.83657,-1.43175,-2.29E-07,0.0351001,-0.106317,-0.442695,0.100033,-0.184776,-0.442414,0.1,-0.184781
-0.00146,-0.0793069,4E-06,2.79408,2.17283,-4.03105,0,0,0,0.000180468,1.83607,-1.43039,0.00210546,0.0199718,-0.0297171,0,1.83661,-1.43185,-2.35E-07,0.0359909,-0.109024,-0.442679,0.100033,-0.184785,-0.442392,0.1,-0.184781
-0.00157,-0.0819597,-2.2E-05,2.79564,2.20469,-4.03467,0,0,0,0.000180468,1.83613,-1.43039,0.00204531,0.0189492,-0.0297773,0,1.83664,-1.43196,-2.41E-07,0.0368899,-0.111737,-0.44269,0.100033,-0.184759,-0.442369,0.1,-0.184781
-0.00163,-0.0891153,-1.4E-05,2.79402,2.21334,-4.05116,0,0,0,0.000180468,1.83613,-1.43045,0.00198515,0.0184078,-0.0253257,0,1.83668,-1.43208,-2.47E-07,0.0377797,-0.114441,-0.442674,0.100033,-0.184767,-0.442346,0.1,-0.184781
-0.00174,-0.095553,-1.5E-05,2.79182,2.21932,-4.06933,0,0,0,0.000180468,1.83613,-1.43045,0.00186484,0.0184078,-0.021596,0,1.83672,-1.43219,-2.53E-07,0.0386738,-0.117149,-0.442674,0.100033,-0.184767,-0.442323,0.1,-0.184782
-0.00186,-0.098261,-1.5E-05,2.79178,2.24339,-4.07693,0,0,0,0.000180468,1.83613,-1.43045,0.00186484,0.0184078,-0.021596,0,1.83676,-1.43231,-2.59E-07,0.0395675,-0.119857,-0.442674,0.100033,-0.184767,-0.442298,0.1,-0.184782
-0.00198,-0.1012076,-1.5E-05,2.7981,2.2987,-4.06861,0,0,0,0.000180468,1.83613,-1.43045,0.00180468,0.015039,-0.0213554,0,1.8368,-1.43243,-2.65E-07,0.0404609,-0.122563,-0.442674,0.100033,-0.184767,-0.442274,0.1,-0.184782
-0.00204,-0.1080564,-6E-06,2.80164,2.33358,-4.07159,0,0,0,0.000180468,1.83613,-1.43051,0.00174453,0.0119109,-0.0172046,0,1.83684,-1.43255,-2.70E-07,0.0413486,-0.125261,-0.442658,0.100033,-0.184776,-0.442248,0.1,-0.184782
-0.00217,-0.1112416,-7E-06,2.80518,2.37438,-4.07083,0,0,0,0.000180468,1.83613,-1.43051,0.00168437,0.00992576,-0.0167234,0,1.83688,-1.43268,-2.76E-07,0.042241,-0.127965,-0.442658,0.100033,-0.184776,-0.442223,0.1,-0.184783
-0.0023,-0.1138233,-7E-06,2.80795,2.4123,-4.07134,0,0,0,0.000180468,1.83613,-1.43051,0.00162421,0.00854217,-0.0168437,0,1.83692,-1.43281,-2.82E-07,0.043133,-0.130667,-0.442658,0.100033,-0.184776,-0.442196,0.1,-0.184783
-0.00237,-0.1109829,2E-06,2.81366,2.47499,-4.05682,0,0,0,0.000180468,1.83613,-1.43057,0.00162421,0.00745936,-0.0223781,0,1.83697,-1.43294,-2.88E-07,0.0440191,-0.133361,-0.442642,0.100033,-0.184785,-0.442169,0.1,-0.184783
-0.00251,-0.1130804,1E-06,2.81573,2.51009,-4.05867,0,0,0,0.000180468,1.83613,-1.43057,0.00156406,0.00661717,-0.0229796,0,1.83701,-1.43308,-2.94E-07,0.0449101,-0.13606,-0.442642,0.100033,-0.184785,-0.442142,0.1,-0.184784
-0.00258,-0.1143276,1E-05,2.81812,2.54858,-4.05794,0,0,0,0.000180468,1.83613,-1.43063,0.0015039,0.00595545,-0.0244234,0,1.83706,-1.43321,-3.00E-07,0.045795,-0.138751,-0.442626,0.100033,-0.184794,-0.442114,0.1,-0.184784
-0.00272,-0.1157613,1E-05,2.81995,2.58388,-4.05947,0,0,0,0.000180468,1.83613,-1.43063,0.0015039,0.00541405,-0.0256867,0,1.8371,-1.43335,-3.05E-07,0.046685,-0.141448,-0.442626,0.100033,-0.184794,-0.442085,0.1,-0.184784
-0.00281,-0.1176673,1.9E-05,2.82145,2.61671,-4.06187,0,0,0,0.000180468,1.83613,-1.43069,0.00144375,0.00499296,-0.0264687,0,1.83715,-1.4335,-3.11E-07,0.0475686,-0.144136,-0.44261,0.100033,-0.184803,-0.442056,0.1,-0.184784
-0.00295,-0.1187963,1.8E-05,2.82334,2.6524,-4.06315,0,0,0,0.000180468,1.83613,-1.43069,0.00138359,0.00457186,-0.0280327,0,1.8372,-1.43364,-3.17E-07,0.0484575,-0.146829,-0.44261,0.100033,-0.184803,-0.442027,0.1,-0.184785
-0.0031,-0.121789,1.8E-05,2.82368,2.67746,-4.07041,0,0,0,0.000180468,1.83613,-1.43069,0.00138359,0.00427108,-0.027732,0,1.83725,-1.43379,-3.23E-07,0.049346,-0.149521,-0.44261,0.100033,-0.184803,-0.441996,0.1,-0.184785
-0.00319,-0.1268783,2.7E-05,2.82293,2.68581,-4.0826,0,0,0,0.000180468,1.83613,-1.43075,0.00132343,0.0039703,-0.0253257,0,1.8373,-1.43394,-3.29E-07,0.0502277,-0.152204,-0.442594,0.100033,-0.184812,-0.441966,0.1,-0.184785
-0.00334,-0.1295673,2.6E-05,2.82338,2.68255,-4.08936,0,0,0,0.000180468,1.83613,-1.43075,0.00132343,0.00372968,-0.0253257,0,1.83735,-1.43409,-3.34E-07,0.0511152,-0.154893,-0.442594,0.100033,-0.184812,-0.441934,0.1,-0.184786
-0.00344,-0.1303824,3.5E-05,2.82523,2.68971,-4.08968,0,0,0,0.000180468,1.83613,-1.43081,0.00126328,0.00348905,-0.0271906,0,1.8374,-1.43425,-3.40E-07,0.0519955,-0.157573,-0.442578,0.100033,-0.184821,-0.441903,0.1,-0.184786
-0.00354,-0.1300526,4.3E-05,2.82763,2.70192,-4.0871,0,0,0,0.000180468,1.83613,-1.43087,0.00126328,0.00330859,-0.0301984,0,1.83745,-1.43441,-3.46E-07,0.0528752,-0.160251,-0.442563,0.100033,-0.18483,-0.44187,0.1,-0.184787
-0.0037,-0.1238335,4.3E-05,2.83374,2.74201,-4.06872,0,0,0,0.000180468,1.83613,-1.43087,0.00120312,0.00312812,-0.0391015,0,1.8375,-1.43457,-3.52E-07,0.0537608,-0.162935,-0.442563,0.100033,-0.18483,-0.441837,0.1,-0.184787
-0.0038,-0.1319817,5.2E-05,2.83069,2.71222,-4.09045,0,0,0,0.000180468,1.83613,-1.43093,0.00120312,0.00294765,-0.0336273,0,1.83756,-1.43473,-3.58E-07,0.0546391,-0.165609,-0.442547,0.100033,-0.184839,-0.441804,0.1,-0.184787
-0.00397,-0.1398352,5.1E-05,2.82762,2.68227,-4.11273,0,0,0,0.000180468,1.83613,-1.43093,0.00120312,0.00282734,-0.0284538,0,1.83761,-1.4349,-3.63E-07,0.0555235,-0.168289,-0.442547,0.100033,-0.184839,-0.44177,0.1,-0.184788
-0.00408,-0.1414835,6E-05,2.8287,2.68402,-4.11618,0,0,0,0.000180468,1.83613,-1.43099,0.00114297,0.00270702,-0.0294765,0,1.83767,-1.43507,-3.69E-07,0.0564004,-0.17096,-0.442531,0.100033,-0.184848,-0.441735,0.1,-0.184788
-0.00425,-0.1422355,6E-05,2.83015,2.68898,-4.1182,0,0,0,0.000180468,1.83613,-1.43099,0.00114297,0.00258671,-0.0314015,0,1.83772,-1.43524,-3.75E-07,0.0572836,-0.173637,-0.442531,0.100033,-0.184848,-0.4417,0.1,-0.184788
-0.00436,-0.143158,6.8E-05,2.83169,2.69423,-4.11964,0,0,0,0.000180468,1.83613,-1.43105,0.00108281,0.0024664,-0.033146,0,1.83778,-1.43541,-3.81E-07,0.058159,-0.176304,-0.442515,0.100033,-0.184857,-0.441664,0.1,-0.184789
-0.00454,-0.1445075,6.8E-05,2.83276,2.69621,-4.12343,0,0,0,0.000180468,1.83613,-1.43105,0.00108281,0.00234609,-0.0344695,0,1.83784,-1.43559,-3.86E-07,0.059041,-0.178977,-0.442515,0.100033,-0.184857,-0.441628,0.1,-0.184789
-0.00466,-0.1453659,7.6E-05,2.83412,2.70101,-4.12508,0,0,0,0.000180468,1.83613,-1.43111,0.00108281,0.00228593,-0.0362741,0,1.8379,-1.43577,-3.92E-07,0.0599149,-0.18164,-0.442499,0.100033,-0.184866,-0.441591,0.1,-0.18479
-0.00478,-0.1479657,8.5E-05,2.83463,2.69808,-4.13142,0,0,0,0.000180468,1.83613,-1.43117,0.00102265,0.00216562,-0.0363343,0,1.83796,-1.43595,-3.98E-07,0.060788,-0.1843,-0.442483,0.100033,-0.184875,-0.441554,0.1,-0.18479
-0.00497,-0.1515962,8.5E-05,2.83412,2.68815,-4.14212,0,0,0,0.000180468,1.83613,-1.43117,0.00102265,0.00210546,-0.0353718,0,1.83802,-1.43614,-4.04E-07,0.061668,-0.186968,-0.442483,0.100033,-0.184875,-0.441516,0.1,-0.18479
-0.0051,-0.1559376,9.2E-05,2.83326,2.67571,-4.15383,0,0,0,0.000180468,1.83613,-1.43123,0.00102265,0.00204531,-0.0336874,0,1.83808,-1.43633,-4.09E-07,0.0625396,-0.189625,-0.442467,0.100033,-0.184883,-0.441478,0.1,-0.184791
-0.00529,-0.1622109,9.2E-05,2.83107,2.65273,-4.17215,0,0,0,0.000180468,1.83613,-1.43123,0.00102265,0.00198515,-0.0300781,0,1.83814,-1.43652,-4.15E-07,0.0634182,-0.192289,-0.442467,0.100033,-0.184883,-0.441439,0.1,-0.184791
-0.00542,-0.1575239,1E-04,2.83605,2.68481,-4.15806,0,0,0,0.000180468,1.83613,-1.43129,0.000962498,0.001925,-0.0374171,0,1.83821,-1.43671,-4.21E-07,0.0642882,-0.194941,-0.442451,0.100033,-0.184892,-0.441399,0.1,-0.184792
-0.00555,-0.1576473,0.000109,2.83792,2.69324,-4.1578,0,0,0,0.000180468,1.83613,-1.43135,0.000962498,0.00186484,-0.0399437,0,1.83827,-1.4369,-4.27E-07,0.0651573,-0.197591,-0.442435,0.100033,-0.184901,-0.441359,0.1,-0.184792
-0.00575,-0.160185,0.000109,2.83811,2.68856,-4.16552,0,0,0,0.000180468,1.83613,-1.43135,0.000962498,0.00180468,-0.040064,0,1.83834,-1.4371,-4.32E-07,0.0660339,-0.200249,-0.442435,0.100033,-0.184901,-0.441319,0.1,-0.184792
-0.00589,-0.1663802,0.000117,2.83614,2.66695,-4.18265,0,0,0,0.000180468,1.83613,-1.43141,0.000902342,0.00174453,-0.0365148,0,1.8384,-1.4373,-4.38E-07,0.0669014,-0.202895,-0.442419,0.100033,-0.18491,-0.441278,0.1,-0.184793
-0.0061,-0.1714405,0.000117,2.83473,2.64983,-4.19766,0,0,0,0.000180468,1.83613,-1.43141,0.000902342,0.00168437,-0.0341085,0,1.83847,-1.43751,-4.44E-07,0.0677765,-0.205549,-0.442419,0.100033,-0.18491,-0.441236,0.1,-0.184793
-0.00624,-0.1751643,0.000125,2.83425,2.64023,-4.20782,0,0,0,0.000180468,1.83613,-1.43147,0.000902342,0.00162421,-0.0330257,0,1.83854,-1.43771,-4.49E-07,0.0686423,-0.20819,-0.442403,0.100033,-0.184919,-0.441194,0.1,-0.184794
-0.00639,-0.1713064,0.000134,2.83853,2.66753,-4.19662,0,0,0,0.000180468,1.83613,-1.43153,0.000902342,0.00162421,-0.0395226,0,1.8386,-1.43792,-4.55E-07,0.0695073,-0.210829,-0.442387,0.100033,-0.184928,-0.441151,0.1,-0.184794
-0.0066,-0.1621638,0.000133,2.84624,2.72036,-4.17104,0,0,0,0.000180468,1.83613,-1.43153,0.000842186,0.00156406,-0.0513132,0,1.83867,-1.43813,-4.61E-07,0.0703801,-0.213477,-0.442387,0.100033,-0.184928,-0.441108,0.1,-0.184795
-0.00675,-0.1785134,0.000142,2.83771,2.64847,-4.21741,0,0,0,0.000180468,1.83613,-1.4316,0.000842186,0.0015039,-0.0375976,0,1.83874,-1.43835,-4.67E-07,0.0712434,-0.216111,-0.442371,0.100033,-0.184937,-0.441064,0.1,-0.184795
-0.0069,-0.1816267,0.00015,2.83766,2.64195,-4.22595,0,0,0,0.000180468,1.83613,-1.43166,0.000842186,0.00144375,-0.0371163,0,1.83882,-1.43856,-4.72E-07,0.0721057,-0.218743,-0.442355,0.100033,-0.184946,-0.44102,0.1,-0.184796
-0.00712,-0.1836661,0.00015,2.83804,2.63892,-4.23279,0,0,0,0.000180468,1.83613,-1.43166,0.000842186,0.00144375,-0.0377179,0,1.83889,-1.43878,-4.78E-07,0.0729762,-0.221384,-0.442355,0.100033,-0.184946,-0.440975,0.1,-0.184796
-0.00728,-0.1870751,0.000158,2.83774,2.63068,-4.24224,0,0,0,0.000180468,1.83613,-1.43172,0.000842186,0.00138359,-0.0369359,0,1.83896,-1.439,-4.84E-07,0.0738368,-0.224011,-0.442339,0.100033,-0.184955,-0.440929,0.1,-0.184797
-0.00745,-0.1880759,0.000167,2.83913,2.63459,-4.24478,0,0,0,0.000180468,1.83613,-1.43178,0.000782029,0.00132343,-0.0385601,0,1.83903,-1.43923,-4.89E-07,0.0746964,-0.226636,-0.442323,0.100033,-0.184964,-0.440883,0.1,-0.184797
-0.00767,-0.1907099,0.000166,2.83912,2.62855,-4.25342,0,0,0,0.000180468,1.83613,-1.43178,0.000782029,0.00132343,-0.0385601,0,1.83911,-1.43945,-4.95E-07,0.0755645,-0.22927,-0.442323,0.100033,-0.184964,-0.440837,0.1,-0.184798
-0.00784,-0.1876753,0.000174,2.8428,2.65134,-4.24482,0,0,0,0.000180468,1.83613,-1.43184,0.000782029,0.00132343,-0.0442147,0,1.83918,-1.43968,-5.01E-07,0.0764223,-0.23189,-0.442308,0.100033,-0.184972,-0.44079,0.1,-0.184798
-0.00808,-0.1898832,0.000173,2.8432,2.64799,-4.252,0,0,0,0.000180468,1.83613,-1.43184,0.000782029,0.00126328,-0.0446358,0,1.83926,-1.43992,-5.06E-07,0.0772888,-0.234519,-0.442308,0.100033,-0.184972,-0.440742,0.1,-0.184799
-0.00825,-0.2054317,0.000182,2.83505,2.57927,-4.29661,0,0,0,0.000180468,1.83613,-1.4319,0.000782029,0.00126328,-0.0317023,0,1.83934,-1.44015,-5.12E-07,0.0781448,-0.237134,-0.442292,0.100033,-0.184981,-0.440694,0.1,-0.184799
-0.00843,-0.2051562,0.00019,2.83715,2.58919,-4.29571,0,0,0,0.000180468,1.83613,-1.43196,0.000782029,0.00120312,-0.0345898,0,1.83941,-1.44039,-5.18E-07,0.0789997,-0.239746,-0.442276,0.100033,-0.18499,-0.440646,0.1,-0.1848
-0.00867,-0.2004993,0.00019,2.84186,2.619,-4.28359,0,0,0,0.000180468,1.83613,-1.43196,0.000721873,0.00120312,-0.0418687,0,1.83949,-1.44063,-5.23E-07,0.0798637,-0.242368,-0.442276,0.100033,-0.18499,-0.440596,0.1,-0.1848
-0.00885,-0.2067157,0.000198,2.83977,2.5967,-4.30132,0,0,0,0.000180468,1.83613,-1.43202,0.000721873,0.00114297,-0.0382593,0,1.83957,-1.44087,-5.29E-07,0.0807168,-0.244975,-0.44226,0.100033,-0.184999,-0.440547,0.1,-0.184801
-0.00903,-0.2099824,0.000207,2.83949,2.58853,-4.31093,0,0,0,0.000180468,1.83613,-1.43208,0.000721873,0.00114297,-0.0375976,0,1.83965,-1.44111,-5.34E-07,0.0815689,-0.24758,-0.442244,0.100033,-0.185008,-0.440496,0.1,-0.184801
-0.00928,-0.2136191,0.000206,2.83883,2.57732,-4.32267,0,0,0,0.000180468,1.83613,-1.43208,0.000721873,0.00114297,-0.0365749,0,1.83973,-1.44136,-5.40E-07,0.0824303,-0.250194,-0.442244,0.100033,-0.185008,-0.440446,0.1,-0.184802
-0.00947,-0.2176618,0.000214,2.83811,2.56564,-4.33426,0,0,0,0.000180468,1.83613,-1.43214,0.000721873,0.00108281,-0.0351312,0,1.83981,-1.44161,-5.46E-07,0.0832804,-0.252793,-0.442228,0.100033,-0.185017,-0.440394,0.1,-0.184803
-0.00972,-0.2234601,0.000214,2.83608,2.54377,-4.35225,0,0,0,0.000180468,1.83613,-1.43214,0.000721873,0.00108281,-0.0319429,0,1.8399,-1.44186,-5.51E-07,0.08414,-0.255403,-0.442228,0.100033,-0.185017,-0.440342,0.1,-0.184803
-0.00992,-0.2263539,0.000222,2.83608,2.53723,-4.36088,0,0,0,0.000180468,1.83613,-1.4322,0.000661717,0.00108281,-0.0316421,0,1.83998,-1.44212,-5.57E-07,0.0849882,-0.257996,-0.442212,0.100033,-0.185026,-0.44029,0.1,-0.184804
-0.01018,-0.2305821,0.000222,2.83516,2.52359,-4.37414,0,0,0,0.000180468,1.83613,-1.4322,0.000661717,0.00102265,-0.0300179,0,1.84006,-1.44238,-5.63E-07,0.085846,-0.2606,-0.442212,0.100033,-0.185026,-0.440237,0.1,-0.184804
