q_err_KP,qdot_err_KP,Tor_HR,Tor_HP,Tor_KP,z_error,Fx_foot,Fy_foot,Fz_foot,IMU_Roll,IMU_Pitch,IMU_Yaw
-0.03961,-0.25160757,1.90976,3.9689,-4.1775,0.010249,0,0,0,-0.0723962,-0.0337279,-0.871652
-0.0398,-0.25198167,1.91084,3.97088,-4.17878,0.010314,0,0,0,-0.0724011,-0.0337246,-0.871657
-0.04005,-0.25204598,1.91196,3.97305,-4.1802,0.010376,0,0,0,-0.0724011,-0.0337246,-0.871657
-0.0403,-0.25191982,1.91315,3.97577,-4.18109,0.010438,0,0,0,-0.0724029,-0.0337194,-0.871657
-0.04055,-0.25184382,1.91438,3.97826,-4.18215,0.010501,0,0,0,-0.0724029,-0.0337194,-0.871657
-0.0408,-0.25175782,1.91552,3.98064,-4.1832,0.010563,0,0,0,-0.0724002,-0.0337191,-0.871652
-0.04105,-0.25166182,1.91683,3.98309,-4.18424,0.010625,0,0,0,-0.0724002,-0.0337191,-0.871652
-0.0413,-0.25155482,1.91818,3.9855,-4.18526,0.010687,0,0,0,-0.0723981,-0.0337184,-0.871651
-0.04154,-0.25143882,1.91957,3.98789,-4.18627,0.010749,0,0,0,-0.0723981,-0.0337184,-0.871651
-0.04179,-0.25131182,1.921,3.99026,-4.18728,0.010811,0,0,0,-0.0724002,-0.0337172,-0.871648
-0.04204,-0.25117582,1.92235,3.9925,-4.18828,0.010873,0,0,0,-0.0724002,-0.0337172,-0.871648
-0.04229,-0.25102882,1.92386,3.99481,-4.18926,0.010935,0,0,0,-0.0724025,-0.0337161,-0.871644
-0.04254,-0.25087182,1.92542,3.9971,-4.19024,0.010997,0,0,0,-0.0724025,-0.0337161,-0.871644
-0.04279,-0.25070482,1.92701,3.99935,-4.1912,0.011059,0,0,0,-0.0724003,-0.0337175,-0.871644
-0.04304,-0.25058798,1.92863,4.00138,-4.19232,0.011121,0,0,0,-0.0724003,-0.0337175,-0.871644
-0.04328,-0.25070076,1.93025,4.00256,-4.19412,0.011183,0,0,0,-0.0723964,-0.033724,-0.871646
-0.04353,-0.25080454,1.9319,4.00372,-4.19592,0.011244,0,0,0,-0.0723964,-0.033724,-0.871646
-0.04378,-0.25083817,1.93349,4.00497,-4.19754,0.011306,0,0,0,-0.072394,-0.0337257,-0.871643
-0.04403,-0.25086179,1.93524,4.00628,-4.19913,0.011368,0,0,0,-0.072394,-0.0337257,-0.871643
-0.04427,-0.25081426,1.93704,4.00776,-4.20055,0.011429,0,0,0,-0.0723943,-0.0337244,-0.871639
-0.04452,-0.25075773,1.93889,4.00921,-4.20195,0.011491,0,0,0,-0.0723943,-0.0337244,-0.871639
-0.04477,-0.25069019,1.94077,4.01064,-4.20335,0.011552,0,0,0,-0.0723881,-0.0337221,-0.871641
-0.04501,-0.25055351,1.9427,4.01224,-4.20456,0.011614,0,0,0,-0.0723881,-0.0337221,-0.871641
-0.04526,-0.25045698,1.94397,4.01104,-4.20718,0.011655,0,0,0,-0.0723806,-0.0337202,-0.871645
-0.0455,-0.25029929,1.9443,4.00546,-4.21203,0.011716,0,0,0,-0.0723806,-0.0337202,-0.871645
-0.04575,-0.2501326,1.94635,4.00698,-4.21321,0.011778,0,0,0,-0.0723821,-0.0337208,-0.871642
-0.04599,-0.24988476,1.90919,3.83431,-4.30462,0.011818,0,0,0,-0.0723821,-0.0337208,-0.871642
-0.04624,-0.24969807,1.91065,3.83274,-4.30742,0.011879,0,0,0,-0.0723821,-0.0337208,-0.871642
-0.04648,-0.24955154,1.90981,3.82115,-4.31523,0.01192,0,0,0,-0.0723821,-0.0337208,-0.871642
-0.04673,-0.24922454,1.91209,3.82305,-4.31604,0.011981,0,0,0,-0.0723895,-0.0337269,-0.871649
-0.04697,-0.24893769,1.91346,3.82117,-4.31862,0.012022,0,0,0,-0.0723895,-0.0337269,-0.871649
-0.04721,-0.24864085,1.9149,3.81938,-4.32121,0.012062,0,0,0,-0.0723895,-0.0337269,-0.871649
-0.04745,-0.248344,1.91456,3.80888,-4.32844,0.012122,0,0,0,-0.0723907,-0.0337271,-0.871646
-0.0477,-0.24802816,1.91604,3.8108,-4.32867,0.012163,0,0,0,-0.0723934,-0.0337297,-0.871644
-0.04794,-0.24771132,1.92101,3.82399,-4.32352,0.012223,0,0,0,-0.0723934,-0.0337297,-0.871644
-0.04818,-0.24738547,1.92347,3.8254,-4.32442,0.012284,0,0,0,-0.0723977,-0.0337322,-0.871645
-0.04842,-0.24704863,1.93702,3.87597,-4.29976,0.012344,0,0,0,-0.0723977,-0.0337322,-0.871645
-0.04866,-0.24670279,1.94894,3.91911,-4.27894,0.012404,0,0,0,-0.0724018,-0.0337312,-0.871644
-0.0489,-0.24628679,1.95636,3.94212,-4.26849,0.012465,0,0,0,-0.0724018,-0.0337312,-0.871644
-0.04914,-0.24592094,1.96223,3.95788,-4.26184,0.012525,0,0,0,-0.072405,-0.03373,-0.871641
-0.04938,-0.2455461,1.96717,3.96931,-4.25741,0.012584,0,0,0,-0.072405,-0.03373,-0.871641
-0.04956,-0.2450991,1.97162,3.97905,-4.25321,0.012647,0,0,0,-0.0724065,-0.0337309,-0.871638
-0.0498,-0.2446441,1.97568,3.98631,-4.25082,0.012707,0,0,0,-0.0724065,-0.0337309,-0.871638
-0.05004,-0.2441791,1.97953,3.9924,-4.24902,0.012767,0,0,0,-0.072407,-0.0337308,-0.871639
-0.05027,-0.2437051,1.98314,3.99729,-4.24782,0.012826,0,0,0,-0.072407,-0.0337308,-0.871639
-0.05051,-0.2432211,1.98671,4.00176,-4.24681,0.012885,0,0,0,-0.0724097,-0.0337324,-0.871638
-0.05075,-0.2427271,1.99023,4.0058,-4.24599,0.012945,0,0,0,-0.0724097,-0.0337324,-0.871638
-0.05098,-0.2422241,1.9937,4.00943,-4.24536,0.013004,0,0,0,-0.0724114,-0.0337367,-0.871637
-0.05122,-0.2417111,1.99712,4.01264,-4.24493,0.013063,0,0,0,-0.0724114,-0.0337367,-0.871637
-0.05145,-0.2411881,2.00049,4.01542,-4.24468,0.013122,0,0,0,-0.0724114,-0.0337367,-0.871637
-0.05169,-0.2406561,2.00389,4.01818,-4.24442,0.01318,0,0,0,-0.0724075,-0.0337406,-0.871637
-0.05192,-0.2401141,2.00725,4.02052,-4.24436,0.013239,0,0,0,-0.0724005,-0.0337438,-0.871637
-0.05215,-0.2395531,2.01013,4.02103,-4.24512,0.013277,0,0,0,-0.0724005,-0.0337438,-0.871637
-0.05239,-0.2389921,2.01339,4.02253,-4.24543,0.013335,0,0,0,-0.0723995,-0.0337524,-0.871638
-0.05262,-0.2384221,2.01659,4.0236,-4.24594,0.013393,0,0,0,-0.0723995,-0.0337524,-0.871638
-0.05285,-0.2378421,2.01984,4.02465,-4.24644,0.013451,0,0,0,-0.0723996,-0.0337571,-0.871638
-0.05308,-0.2372441,2.01252,3.97898,-4.27106,0.013489,0,0,0,-0.0723996,-0.0337571,-0.871638
-0.05331,-0.2366451,2.00603,3.93629,-4.29425,0.013547,0,0,0,-0.072397,-0.0337519,-0.871639
-0.05354,-0.2360371,2.01026,3.94114,-4.29268,0.013605,0,0,0,-0.072397,-0.0337519,-0.871639
-0.05377,-0.2354081,2.00545,3.90898,-4.30973,0.013635,0,0,0,-0.0723943,-0.0337472,-0.871636
-0.054,-0.2347811,2.00567,3.90119,-4.31437,0.013692,0,0,0,-0.0723943,-0.0337472,-0.871636
-0.05423,-0.2341451,2.00944,3.90321,-4.31419,0.01375,0,0,0,-0.0723943,-0.0337472,-0.871636
-0.05445,-0.2335001,2.01779,3.9252,-4.30364,0.013807,0,0,0,-0.0723921,-0.0337395,-0.871632
-0.05468,-0.2328361,2.02551,3.94555,-4.29374,0.013844,0,0,0,-0.0723913,-0.0337312,-0.871632
-0.0549,-0.2321721,2.02903,3.94568,-4.29453,0.0139,0,0,0,-0.0723913,-0.0337312,-0.871632
-0.05513,-0.2314991,2.03251,3.94633,-4.29492,0.013957,0,0,0,-0.0723895,-0.033725,-0.871634
-0.05535,-0.2308171,2.03616,3.94704,-4.29529,0.014013,0,0,0,-0.0723895,-0.033725,-0.871634
-0.05558,-0.2301251,2.04223,3.95796,-4.29036,0.014069,0,0,0,-0.07239,-0.0337197,-0.871636
-0.0558,-0.2294251,2.04977,3.97609,-4.2816,0.014126,0,0,0,-0.07239,-0.0337197,-0.871636
-0.05602,-0.2287151,2.05801,3.99631,-4.27178,0.014181,0,0,0,-0.07239,-0.0337197,-0.871636
-0.05624,-0.2279961,2.0618,3.9969,-4.2721,0.014237,0,0,0,-0.0724013,-0.0337166,-0.871636
-0.05646,-0.2272681,2.0669,4.00362,-4.26918,0.014293,0,0,0,-0.0724145,-0.0337112,-0.871631
-0.05668,-0.2265311,2.07201,4.00932,-4.26683,0.014348,0,0,0,-0.0724145,-0.0337112,-0.871631
-0.0569,-0.2257851,2.07677,4.01372,-4.26509,0.014403,0,0,0,-0.0724174,-0.0337057,-0.871628
-0.05712,-0.2250301,2.08136,4.01762,-4.26355,0.014458,0,0,0,-0.0724174,-0.0337057,-0.871628
-0.05734,-0.2242671,2.08604,4.02088,-4.26238,0.014513,0,0,0,-0.0724147,-0.0337053,-0.87163
-0.05756,-0.2234941,2.09044,4.02354,-4.26143,0.014568,0,0,0,-0.0724147,-0.0337053,-0.87163
-0.05777,-0.2227121,2.0949,4.02587,-4.26065,0.014622,0,0,0,-0.0724107,-0.0337063,-0.871633
-0.05799,-0.2219221,2.09951,4.02826,-4.25985,0.014676,0,0,0,-0.0724107,-0.0337063,-0.871633
-0.0582,-0.2211221,2.10375,4.02966,-4.25947,0.01473,0,0,0,-0.0724035,-0.0337084,-0.87163
-0.05842,-0.2203141,2.10834,4.0316,-4.25885,0.014784,0,0,0,-0.0724035,-0.0337084,-0.87163
-0.05863,-0.21955825,2.11275,4.03282,-4.2586,0.014838,0,0,0,-0.0723929,-0.0337136,-0.871632
-0.05884,-0.21872325,2.1165,4.03194,-4.25922,0.014871,0,0,0,-0.0723929,-0.0337136,-0.871632
-0.05905,-0.21794941,2.12082,4.03203,-4.25954,0.014925,0,0,0,-0.0723843,-0.0337166,-0.871638
-0.05926,-0.21716657,2.12495,4.0319,-4.25988,0.014978,0,0,0,-0.0723843,-0.0337166,-0.871638
-0.05947,-0.21631557,2.12923,4.03204,-4.26002,0.015031,0,0,0,-0.0723805,-0.0337178,-0.871637
-0.05968,-0.21550672,2.12361,3.98767,-4.28324,0.015062,0,0,0,-0.0723805,-0.0337178,-0.871637
-0.05989,-0.21463872,2.12074,3.95608,-4.29979,0.015115,0,0,0,-0.0723765,-0.0337152,-0.871635
-0.0601,-0.21376172,2.12595,3.95932,-4.29826,0.015167,0,0,0,-0.0723765,-0.0337152,-0.871635
-0.0603,-0.21293588,2.13035,3.95913,-4.29853,0.015219,0,0,0,-0.0723713,-0.0337073,-0.871634
-0.06051,-0.21203388,2.13304,3.95212,-4.30208,0.015251,0,0,0,-0.0723713,-0.0337073,-0.871634
-0.06071,-0.21119103,2.13702,3.94928,-4.30374,0.015302,0,0,0,-0.0723715,-0.0337007,-0.871634
-0.06092,-0.21028003,2.1415,3.94948,-4.30361,0.015354,0,0,0,-0.0723715,-0.0337007,-0.871634
-0.06112,-0.20936103,2.14604,3.94937,-4.30365,0.015405,0,0,0,-0.0723788,-0.0336948,-0.871637
-0.06132,-0.20849319,2.15177,3.9538,-4.30141,0.015456,0,0,0,-0.0723788,-0.0336948,-0.871637
-0.06152,-0.20755819,2.16029,3.97149,-4.29212,0.015506,0,0,0,-0.0723908,-0.0336915,-0.871644
-0.06172,-0.20667435,2.16781,3.98396,-4.28562,0.015557,0,0,0,-0.0723908,-0.0336915,-0.871644
-0.06192,-0.20572135,2.17452,3.9924,-4.28114,0.015607,0,0,0,-0.0724006,-0.0336939,-0.871644
-0.06212,-0.20476135,2.18068,3.99907,-4.27749,0.015657,0,0,0,-0.0724006,-0.0336939,-0.871644
-0.06232,-0.20379335,2.18666,4.00393,-4.27482,0.015707,0,0,0,-0.072411,-0.0336939,-0.87164
-0.06251,-0.202876502,2.19237,4.0077,-4.27273,0.015756,0,0,0,-0.072411,-0.0336939,-0.87164
-0.06271,-0.201891502,2.19783,4.01077,-4.27086,0.015806,0,0,0,-0.0724223,-0.0336912,-0.871643
-0.0629,-0.200899502,2.20338,4.0132,-4.26937,0.015855,0,0,0,-0.0724223,-0.0336912,-0.871643
-0.0631,-0.199958658,2.20862,4.01483,-4.26827,0.015904,0,0,0,-0.0724251,-0.0336922,-0.871645
-0.06329,-0.198949658,2.21402,4.01672,-4.26696,0.015952,0,0,0,-0.0724251,-0.0336922,-0.871645
-0.06348,-0.197933658,2.21939,4.01789,-4.26604,0.016001,0,0,0,-0.0724211,-0.0336926,-0.871644
-0.06367,-0.196909658,2.22464,4.01925,-4.26493,0.016049,0,0,0,-0.0724211,-0.0336926,-0.871644
-0.06386,-0.195877658,2.22999,4.01996,-4.26419,0.016096,0,0,0,-0.0724118,-0.0336925,-0.871646
-0.06405,-0.194897814,2.23523,4.02036,-4.26362,0.016144,0,0,0,-0.0724118,-0.0336925,-0.871646
-0.06423,-0.193842814,2.23991,4.01904,-4.26371,0.01617,0,0,0,-0.072402,-0.0336895,-0.871647
-0.06442,-0.192786814,2.24506,4.0185,-4.26354,0.016217,0,0,0,-0.072402,-0.0336895,-0.871647
-0.06461,-0.191783971,2.25001,4.01755,-4.26356,0.016264,0,0,0,-0.072402,-0.0336895,-0.871647
-0.06479,-0.190713971,2.25511,4.01686,-4.26338,0.016311,0,0,0,-0.0723958,-0.0336837,-0.87164
-0.06497,-0.189628971,2.25005,3.9707,-4.2867,0.016337,0,0,0,-0.0723864,-0.0336841,-0.871635
-0.06515,-0.188542971,2.24764,3.93672,-4.30374,0.016383,0,0,0,-0.0723864,-0.0336841,-0.871635
-0.06533,-0.187449971,2.25373,3.93953,-4.30169,0.016429,0,0,0,-0.0723766,-0.0336853,-0.871632
-0.06551,-0.186349971,2.25894,3.93871,-4.30146,0.016474,0,0,0,-0.0723766,-0.0336853,-0.871632
-0.06569,-0.185241971,2.26432,3.93895,-4.30062,0.01652,0,0,0,-0.0723766,-0.0336853,-0.871632
-0.06587,-0.184187127,2.2732,3.95357,-4.29242,0.016565,0,0,0,-0.0723691,-0.0336852,-0.87163
-0.06605,-0.183064127,2.28126,3.96545,-4.28548,0.016609,0,0,0,-0.07237,-0.033687,-0.871634
-0.06622,-0.181934127,2.28859,3.97349,-4.28054,0.016654,0,0,0,-0.07237,-0.033687,-0.871634
-0.0664,-0.180797127,2.29563,3.97964,-4.27659,0.016698,0,0,0,-0.0723787,-0.0336871,-0.871638
-0.06657,-0.179653127,2.30202,3.98363,-4.27367,0.016742,0,0,0,-0.0723787,-0.0336871,-0.871638
-0.06674,-0.178502127,2.30837,3.9869,-4.27113,0.016785,0,0,0,-0.0723873,-0.0336858,-0.871637
-0.06691,-0.177404283,2.31469,3.98924,-4.26914,0.016829,0,0,0,-0.0723873,-0.0336858,-0.871637
-0.06708,-0.176239283,2.32071,3.99119,-4.2672,0.016872,0,0,0,-0.0723962,-0.033686,-0.871638
-0.06725,-0.175066283,2.32682,3.9925,-4.26562,0.016914,0,0,0,-0.0723962,-0.033686,-0.871638
-0.06742,-0.173887283,2.33275,3.99331,-4.26425,0.016957,0,0,0,-0.0724049,-0.0336852,-0.871637
-0.06759,-0.172701283,2.33859,3.99399,-4.26288,0.016999,0,0,0,-0.0724049,-0.0336852,-0.871637
-0.06775,-0.171508283,2.3446,3.99444,-4.26167,0.017041,0,0,0,-0.0724049,-0.0336852,-0.871637
-0.06792,-0.170308283,2.35039,3.99468,-4.26048,0.017083,0,0,0,-0.0724135,-0.0336874,-0.87164
-0.06808,-0.169102283,2.35624,3.99458,-4.25946,0.017124,0,0,0,-0.0724186,-0.033694,-0.871642
-0.06824,-0.167948439,2.36222,3.99434,-4.2586,0.017165,0,0,0,-0.0724186,-0.033694,-0.871642
-0.0684,-0.166728439,2.368,3.9941,-4.25757,0.017206,0,0,0,-0.0724131,-0.0336963,-0.871641
-0.06856,-0.165502439,2.37395,3.99362,-4.25671,0.017246,0,0,0,-0.0724131,-0.0336963,-0.871641
-0.06872,-0.164269439,2.3798,3.99301,-4.25585,0.017286,0,0,0,-0.0724017,-0.0336948,-0.871639
-0.06888,-0.163029439,2.38556,3.99229,-4.255,0.017326,0,0,0,-0.0724017,-0.0336948,-0.871639
-0.06903,-0.161783439,2.39158,3.99172,-4.2541,0.017365,0,0,0,-0.0723894,-0.0336946,-0.871641
-0.06919,-0.160531439,2.39738,3.99094,-4.25322,0.017405,0,0,0,-0.0723894,-0.0336946,-0.871641
-0.06934,-0.159272439,2.40324,3.98983,-4.25252,0.017444,0,0,0,-0.0723771,-0.033695,-0.871641
-0.06949,-0.158007439,2.40932,3.98917,-4.25159,0.017482,0,0,0,-0.0723771,-0.033695,-0.871641
-0.06964,-0.157338,2.41498,3.98589,-4.2526,0.01752,0,0,0,-0.0723698,-0.033696,-0.871641
-0.06979,-0.15606,2.42101,3.98478,-4.25185,0.017558,0,0,0,-0.0723698,-0.033696,-0.871641
-0.06994,-0.154776,2.42695,3.98355,-4.2511,0.017596,0,0,0,-0.0723622,-0.0336997,-0.871638
-0.07009,-0.153487,2.4328,3.98221,-4.25036,0.017633,0,0,0,-0.0723622,-0.0336997,-0.871638
-0.07023,-0.152191,2.4389,3.98101,-4.24957,0.017671,0,0,0,-0.0723598,-0.0337016,-0.871637
-0.07038,-0.150889,2.44478,3.97961,-4.2488,0.017707,0,0,0,-0.0723598,-0.0337016,-0.871637
-0.07052,-0.149581,2.4508,3.97827,-4.24801,0.017744,0,0,0,-0.0723643,-0.0337013,-0.871638
-0.07066,-0.148267,2.45696,3.97698,-4.24719,0.01778,0,0,0,-0.0723643,-0.0337013,-0.871638
-0.0708,-0.146948,2.4629,3.9755,-4.24639,0.017816,0,0,0,-0.0723708,-0.0337002,-0.87164
-0.07094,-0.145622,2.46898,3.97407,-4.24556,0.017851,0,0,0,-0.0723708,-0.0337002,-0.87164
-0.07108,-0.144291,2.47511,3.97231,-4.24491,0.017886,0,0,0,-0.0723708,-0.0337002,-0.87164
-0.07122,-0.142954,2.48132,3.97122,-4.24386,0.017921,0,0,0,-0.0723708,-0.0337002,-0.87164
-0.07136,-0.141612,2.48737,3.96931,-4.2432,0.017956,0,0,0,-0.0723974,-0.0336871,-0.871636
-0.07149,-0.140263,2.49343,3.96738,-4.24253,0.01799,0,0,0,-0.0723974,-0.0336871,-0.871636
-0.07162,-0.13891,2.49949,3.96572,-4.24166,0.018024,0,0,0,-0.0724043,-0.0336899,-0.871638
-0.07175,-0.137551,2.50571,3.96382,-4.24095,0.018057,0,0,0,-0.0724043,-0.0336899,-0.871638
-0.07189,-0.136186,2.5118,3.96211,-4.24006,0.01809,0,0,0,-0.0724087,-0.0336907,-0.871642
-0.07201,-0.134816,2.51794,3.96006,-4.23934,0.018123,0,0,0,-0.0724087,-0.0336907,-0.871642
-0.07214,-0.133441,2.52536,3.95926,-4.23829,0.018156,0,0,0,-0.0724119,-0.0336894,-0.871635
-0.07227,-0.13206,2.5327,3.95804,-4.23743,0.018188,0,0,0,-0.0724119,-0.0336894,-0.871635
-0.07239,-0.130675,2.53898,3.9563,-4.23648,0.01822,0,0,0,-0.0724086,-0.0336914,-0.871633
-0.07252,-0.129284,2.54518,3.95414,-4.23572,0.018251,0,0,0,-0.0724086,-0.0336914,-0.871633
-0.07264,-0.127888,2.55149,3.95235,-4.23475,0.018282,0,0,0,-0.0724002,-0.0336804,-0.87164
-0.07276,-0.126487,2.55773,3.95014,-4.23396,0.018313,0,0,0,-0.0724002,-0.0336804,-0.87164
-0.07288,-0.125081,2.56398,3.9479,-4.23317,0.018344,0,0,0,-0.0723856,-0.033686,-0.871662
-0.073,-0.12367,2.57033,3.94603,-4.23217,0.018374,0,0,0,-0.0723856,-0.033686,-0.871662
-0.07312,-0.122254,2.57662,3.94374,-4.23135,0.018404,0,0,0,-0.0723791,-0.0336869,-0.871666
-0.07323,-0.120833,2.58292,3.94142,-4.23053,0.018433,0,0,0,-0.0723791,-0.0336869,-0.871666
-0.07335,-0.119408,2.58932,3.93946,-4.22949,0.018462,0,0,0,-0.0723751,-0.0336848,-0.871664
-0.07346,-0.117978,2.59564,3.93709,-4.22864,0.018491,0,0,0,-0.0723751,-0.0336848,-0.871664
-0.07357,-0.116543,2.60198,3.93469,-4.22779,0.018519,0,0,0,-0.0723722,-0.0336812,-0.871661
-0.07368,-0.115103,2.60843,3.93265,-4.22672,0.018547,0,0,0,-0.0723722,-0.0336812,-0.871661
-0.07379,-0.113659,2.6148,3.9302,-4.22584,0.018575,0,0,0,-0.0723712,-0.0336777,-0.87166
-0.0739,-0.112211,2.62118,3.92772,-4.22495,0.018603,0,0,0,-0.0723712,-0.0336777,-0.87166
-0.07401,-0.110758,2.62757,3.92521,-4.22405,0.01863,0,0,0,-0.0723711,-0.0336803,-0.871663
-0.07411,-0.109301,2.63407,3.92307,-4.22294,0.018656,0,0,0,-0.0723711,-0.0336803,-0.871663
-0.07421,-0.107839,2.64049,3.92051,-4.22202,0.018683,0,0,0,-0.072377,-0.0336835,-0.871665
-0.07432,-0.106373,2.64692,3.91793,-4.22109,0.018709,0,0,0,-0.072377,-0.0336835,-0.871665
-0.07442,-0.104903,2.65337,3.91532,-4.22015,0.018734,0,0,0,-0.0723893,-0.0336802,-0.871662
-0.07452,-0.103429,2.65991,3.91307,-4.21899,0.018759,0,0,0,-0.0723893,-0.0336802,-0.871662
-0.07461,-0.101951,2.66638,3.91041,-4.21803,0.018784,0,0,0,-0.0723893,-0.0336802,-0.871662
-0.07471,-0.100468,2.67286,3.90772,-4.21706,0.018809,0,0,0,-0.0724006,-0.0336818,-0.871661
-0.07475,-0.098319983,2.67955,3.90808,-4.21318,0.018836,0,0,0,-0.0724112,-0.0336867,-0.871658
-0.07484,-0.09628838,2.68617,3.90716,-4.21063,0.01886,0,0,0,-0.0724112,-0.0336867,-0.871658
-0.07493,-0.09485453,2.69276,3.90458,-4.2096,0.018883,0,0,0,-0.0724131,-0.0336857,-0.871658
-0.07502,-0.09335673,2.69928,3.90179,-4.20859,0.018906,0,0,0,-0.0724131,-0.0336857,-0.871658
-0.07511,-0.09179508,2.70582,3.89918,-4.20739,0.018929,0,0,0,-0.072412,-0.0336822,-0.87166
-0.0752,-0.09035003,2.71235,3.89614,-4.20653,0.018952,0,0,0,-0.072412,-0.0336822,-0.87166
-0.07528,-0.08878108,2.71892,3.89347,-4.20531,0.018974,0,0,0,-0.0724092,-0.0336837,-0.87166
-0.07537,-0.08726878,2.72557,3.89097,-4.20406,0.018995,0,0,0,-0.0724092,-0.0336837,-0.87166
-0.07545,-0.08581303,2.73213,3.88786,-4.20316,0.019016,0,0,0,-0.0724016,-0.0336895,-0.87166
-0.07554,-0.08423358,2.73872,3.88512,-4.20192,0.019037,0,0,0,-0.0724016,-0.0336895,-0.87166
-0.07562,-0.08277113,2.74529,3.88195,-4.20101,0.019058,0,0,0,-0.0724016,-0.0336895,-0.87166
-0.0757,-0.08124513,2.75189,3.87897,-4.19991,0.019078,0,0,0,-0.0723964,-0.0336904,-0.871655
-0.07577,-0.07965578,2.75851,3.87616,-4.19864,0.019098,0,0,0,-0.072385,-0.0336943,-0.871651
-0.07585,-0.07818353,2.76511,3.87292,-4.1977,0.019117,0,0,0,-0.072385,-0.0336943,-0.871651
-0.07592,-0.07658778,2.77183,3.87045,-4.1962,0.019136,0,0,0,-0.0723749,-0.0336998,-0.871649
-0.076,-0.07504918,2.77845,3.86736,-4.19507,0.019155,0,0,0,-0.0723749,-0.0336998,-0.871649
-0.07607,-0.07356773,2.78507,3.86405,-4.1941,0.019173,0,0,0,-0.072374,-0.0337027,-0.871648
-0.07614,-0.07196298,2.79173,3.86112,-4.19277,0.019191,0,0,0,-0.072374,-0.0337027,-0.871648
-0.07621,-0.07041558,2.79837,3.85797,-4.19161,0.019209,0,0,0,-0.0723763,-0.0337042,-0.871652
-0.07628,-0.06892543,2.80501,3.85459,-4.19061,0.019226,0,0,0,-0.0723763,-0.0337042,-0.871652
-0.07634,-0.06731218,2.81169,3.85159,-4.18926,0.019243,0,0,0,-0.0723812,-0.0337014,-0.871653
-0.07641,-0.06581663,2.81843,3.84855,-4.18804,0.019259,0,0,0,-0.0723812,-0.0337014,-0.871653
-0.07647,-0.06425813,2.8251,3.8453,-4.18684,0.019275,0,0,0,-0.0723865,-0.0337002,-0.87165
-0.07653,-0.06263708,2.83178,3.84223,-4.18546,0.019291,0,0,0,-0.0723865,-0.0337002,-0.87165
-0.07659,-0.06113373,2.83845,3.83873,-4.18442,0.019306,0,0,0,-0.0723907,-0.0336958,-0.871649
-0.07665,-0.05950758,2.84515,3.83562,-4.18302,0.019321,0,0,0,-0.0723907,-0.0336958,-0.871649
-0.07671,-0.05793918,2.85184,3.83228,-4.18178,0.019336,0,0,0,-0.0723907,-0.0336958,-0.871649
-0.07676,-0.05642863,2.85852,3.82871,-4.18071,0.01935,0,0,0,-0.0723959,-0.0336869,-0.871648
-0.07681,-0.05479558,2.86523,3.82553,-4.17928,0.019363,0,0,0,-0.0723983,-0.0336857,-0.871647
-0.07687,-0.05328053,2.87191,3.78935,-4.17819,0.019377,0,0,0,-0.0723983,-0.0336857,-0.871647
-0.07692,-0.05170313,2.87914,3.74139,-4.1757,0.01939,0,0,0,-0.0723997,-0.0336886,-0.871643
-0.07697,-0.05006358,2.88621,3.69276,-4.17344,0.019402,0,0,0,-0.0723997,-0.0336886,-0.871643
-0.07702,-0.04854233,2.89291,3.64209,-4.14841,0.019415,0,0,0,-0.0724015,-0.0336853,-0.87164
-0.07706,-0.04689878,2.89963,3.59174,-4.0266,0.019427,0,0,0,-0.0724015,-0.0336853,-0.87164
-0.07711,-0.04531348,2.90635,3.54111,-3.90481,0.019438,0,0,0,-0.0724001,-0.0336806,-0.871641
-0.07715,-0.04378653,2.91305,3.49021,-3.78304,0.019449,0,0,0,-0.0724001,-0.0336806,-0.871641
-0.07719,-0.04213738,2.91978,3.43963,-3.66079,0.01946,0,0,0,-0.0723956,-0.0336802,-0.87164
-0.07723,-0.04060693,2.92649,3.38858,-3.53874,0.01947,0,0,0,-0.0723956,-0.0336802,-0.87164
-0.07727,-0.03901473,2.93321,3.33766,-3.41638,0.01948,0,0,0,-0.0723872,-0.0336773,-0.87164
-0.07731,-0.03736068,2.93994,3.28687,-3.29373,0.01949,0,0,0,-0.0723872,-0.0336773,-0.87164
-0.07735,-0.03582543,2.94665,3.23561,-3.17129,0.019499,0,0,0,-0.0723796,-0.0336737,-0.871645
-0.07738,-0.03416848,2.95339,3.1847,-3.04839,0.019508,0,0,0,-0.0723796,-0.0336737,-0.871645
-0.07741,-0.03257018,2.96011,3.13352,-2.92555,0.019516,0,0,0,-0.0723786,-0.0336729,-0.871647
-0.07744,-0.03103083,2.96682,3.08208,-2.80277,0.019524,0,0,0,-0.0723786,-0.0336729,-0.871647
-0.07747,-0.02936978,2.97355,3.03098,-2.67955,0.019532,0,0,0,-0.0723771,-0.0336744,-0.871646
-0.0775,-0.02776778,2.98027,2.97963,-2.55639,0.019539,0,0,0,-0.0723771,-0.0336744,-0.871646
-0.07753,-0.02622473,2.98698,2.92802,-2.43331,0.019546,0,0,0,-0.0723715,-0.0336773,-0.871644
-0.07755,-0.02456028,2.99371,2.87677,-2.3098,0.019552,0,0,0,-0.0723715,-0.0336773,-0.871644
-0.07758,-0.02301523,3.00042,2.82505,-2.18655,0.019558,0,0,0,-0.072377,-0.0336769,-0.871642
-0.0776,-0.02140893,3.00713,2.7735,-2.06304,0.019564,0,0,0,-0.072377,-0.0336769,-0.871642
