q_err_KP,qdot_err_KP,Tor_HR,Tor_HP,Tor_KP,z_error,Fx_foot,Fy_foot,Fz_foot,IMU_Roll,IMU_Pitch,IMU_Yaw
0.03347,0.619471,2.84403,2.47991,7.51001,0.000632,0,0,0,,,
0.03415,0.618523,2.84269,2.4456,7.53043,0.000642,0,0,0,,,
0.03476,0.622478,2.84162,2.42114,7.56411,0.000651,0,0,0,,,
0.03541,0.629881,2.84156,2.40898,7.60739,0.000659,0,0,0,,,
0.03607,0.628282,2.84026,2.3687,7.62526,0.000668,0,0,0,,,
0.03674,0.629239,2.83933,2.33604,7.65075,0.000676,0,0,0,,,
0.03742,0.6393,2.8394,2.32987,7.70204,0.000686,0,0,0,,,
0.03806,0.63741,2.83728,2.28105,7.71823,0.000693,0,0,0,,,
0.03877,0.641616,2.83756,2.26019,7.75337,0.000703,0,0,0,,,
0.03944,0.631344,2.83398,2.18358,7.74569,0.00071,0,0,0,,,
0.04013,0.645887,2.83487,2.18693,7.80938,0.000719,0,0,0,,,
0.04082,0.648409,2.83386,2.152,7.83867,0.000726,0,0,0,,,
0.04148,0.637546,2.83017,2.06866,7.82835,0.000733,0,0,0,,,
0.0422,0.661172,2.83296,2.10111,7.91835,0.000741,0,0,0,,,
0.04288,0.648715,2.82876,2.0109,7.90374,0.000747,0,0,0,,,
0.04364,0.659499,2.82974,2.00294,7.95708,0.000755,0,0,0,,,
0.04435,0.661349,2.82759,1.95606,7.98395,0.000762,0,0,0,,,
0.04507,0.66339,2.82646,1.91315,8.01108,0.000768,0,0,0,,,
0.04574,0.666725,2.82457,1.86645,8.04111,0.000774,0,0,0,,,
0.0465,0.638367,2.81992,1.73221,7.98163,0.00078,0,0,0,,,
0.04727,0.640398,2.8182,1.70076,8.00908,0.000787,0,0,0,,,
0.04799,0.706345,2.82522,1.9005,8.21852,0.000792,0,0,0,,,
0.04879,0.675391,2.81999,1.80884,8.15174,0.000799,0,0,0,,,
0.04953,0.665451,2.81569,1.77309,8.14416,0.000804,0,0,0,,,
0.0494,0.666277,2.80039,1.70903,8.14827,0.00078,0,0,0,,,
0.05102,0.678237,2.82908,1.86978,8.22044,0.000813,0,0,0,,,
0.05181,0.681743,2.8102,1.81157,8.2538,0.000837,0,0,0,,,
0.05262,0.684797,2.81468,1.8446,8.29079,0.000843,0,0,0,,,
0.05337,0.689015,2.8127,1.85339,8.32284,0.000846,0,0,0,,,
0.05415,0.702637,2.81288,1.89433,8.38163,0.000849,0,0,0,,,
0.05494,0.711757,2.81227,1.92099,8.42802,0.000852,0,0,0,,,
0.05575,0.706761,2.80937,1.90328,8.43391,0.000856,0,0,0,,,
0.0565,0.714298,2.80734,1.9197,8.47428,0.000857,0,0,0,,,
0.05733,0.700299,2.80417,1.87862,8.45471,0.00086,0,0,0,,,
0.05812,0.732279,2.80569,1.97047,8.56517,0.000861,0,0,0,,,
0.05892,0.7185,2.80141,1.92493,8.54491,0.000863,0,0,0,,,
0.05973,0.725295,2.8002,1.94319,8.58379,0.000863,0,0,0,,,
0.06056,0.73951,2.80003,1.98407,8.64356,0.000864,0,0,0,,,
0.06134,0.73126,2.7953,1.95013,8.63821,0.000863,0,0,0,,,
0.0622,0.73351,2.79441,1.95849,8.66405,0.000863,0,0,0,,,
0.063,0.75054,2.79335,2.00233,8.73078,0.000862,0,0,0,,,
0.06383,0.75392,2.79166,2.00973,8.75884,0.000861,0,0,0,,,
0.06467,0.74882,2.78804,1.9884,8.76236,0.000859,0,0,0,,,
0.06552,0.75559,2.7865,2.00498,8.80004,0.000858,0,0,0,,,
0.06638,0.75611,2.78395,2.00212,8.82009,0.000855,0,0,0,,,
0.0672,0.75894,2.78051,2.00074,8.84513,0.000851,0,0,0,,,
0.06803,0.74933,2.77628,1.96537,8.83493,0.000847,0,0,0,,,
0.06887,0.77721,2.77825,2.04782,8.93181,0.000843,0,0,0,,,
0.06974,0.74733,2.76985,1.94572,8.8634,0.000838,0,0,0,,,
0.07055,0.75755,2.76759,1.96693,8.90876,0.000831,0,0,0,,,
0.07144,0.74731,2.76391,1.93245,8.89648,0.000826,0,0,0,,,
0.07228,0.74244,2.75839,1.90348,8.8986,0.000818,0,0,0,,,
0.07307,0.75626,2.75689,1.93594,8.95294,0.000809,0,0,0,,,
0.07394,0.75164,2.75398,1.91795,8.9555,0.0008,0,0,0,,,
0.07476,0.74459,2.74782,1.88044,8.95027,0.00079,0,0,0,,,
0.07566,0.76201,2.74911,1.93383,9.01607,0.000782,0,0,0,,,
0.07651,0.74613,2.74099,1.86682,8.98524,0.00077,0,0,0,,,
0.07731,0.74164,2.73568,1.83839,8.986,0.000757,0,0,0,,,
0.07818,0.7378,2.73269,1.82163,8.98968,0.000746,0,0,0,,,
0.07902,0.73959,2.72759,1.80965,9.00803,0.000732,0,0,0,,,
0.07985,0.73933,2.72405,1.79893,9.02085,0.000717,0,0,0,,,
0.08071,0.74069,2.72026,1.79124,9.03796,0.000702,0,0,0,,,
0.08158,0.74236,2.71659,1.78486,9.05613,0.000686,0,0,0,,,
0.0824,0.75188,2.71327,1.79844,9.09563,0.000668,0,0,0,,,
0.08324,0.74023,2.70692,1.74787,9.0741,0.00065,0,0,0,,,
0.08409,0.73592,2.70181,1.72044,9.07397,0.000631,0,0,0,,,
0.08363,0.72131,2.66399,1.51988,9.01417,0.000549,0,0,0,,,
0.08582,0.73061,2.72688,1.81269,9.0807,0.000592,0,0,0,,,
0.08666,0.72357,2.67576,1.59693,9.07375,0.000569,0,0,0,,,
0.08755,0.73484,2.68409,1.66092,9.11722,0.000549,0,0,0,,,
0.08841,0.72039,2.67466,1.591,9.08655,0.000525,0,0,0,,,
0.08928,0.72014,2.67035,1.57626,9.09656,0.000501,0,0,0,,,
0.09009,0.7322,2.66668,1.59339,9.14001,0.000475,0,0,0,,,
0.09099,0.72191,2.66134,1.55002,9.12118,0.000449,0,0,0,,,
0.09184,0.72361,2.65497,1.53122,9.1352,0.000421,0,0,0,,,
0.0927,0.71629,2.64854,1.4901,9.12308,0.000393,0,0,0,,,
0.09357,0.72358,2.64513,1.49677,9.15315,0.000364,0,0,0,,,
0.09445,0.70242,2.635,1.40732,9.10141,0.000335,0,0,0,,,
0.09529,0.7059,2.62902,1.39371,9.11893,0.000302,0,0,0,,,
0.09621,0.7059,2.62558,1.38256,9.12797,0.000272,0,0,0,,,
0.09706,0.67827,2.61165,1.26174,9.05627,0.000237,0,0,0,,,
0.09788,0.67655,2.60456,1.23036,9.05752,0.000199,0,0,0,,,
0.09876,0.68218,2.60206,1.23587,9.08086,0.000164,0,0,0,,,
0.09967,0.67408,2.59384,1.18543,9.06484,0.00013,0,0,0,,,
0.10059,0.70718,2.59622,1.27714,9.16698,9.3E-05,0,0,0,,,
0.10151,0.67656,2.58297,1.15222,9.08667,5.7E-05,0,0,0,,,
0.10233,0.68838,2.57671,1.15627,9.12467,1.3E-05,0,0,0,,,
0.10322,0.68121,2.57128,1.11839,9.10987,-2.9E-05,0,0,0,,,
0.10406,0.695,2.5664,1.13271,9.15334,-7.3E-05,0,0,0,,,
0.10492,0.68044,2.55679,1.05965,9.11578,-0.000118,0,0,0,,,
0.10584,0.6985,2.55673,1.10422,9.17305,-0.000162,0,0,0,,,
0.10673,0.68129,2.54381,1.01172,9.12767,-0.000208,0,0,0,,,
0.10762,0.69529,2.5415,1.03672,9.17177,-0.000256,0,0,0,,,
0.10846,0.66673,2.52574,0.904851,9.09252,-0.000308,0,0,0,,,
0.10938,0.68883,2.52684,0.962782,9.15916,-0.000356,0,0,0,,,
0.11025,0.65628,2.50937,0.814727,9.06859,-0.000409,0,0,0,,,
0.11113,0.68436,2.51036,0.885751,9.15079,-0.000463,0,0,0,,,
0.11196,0.68023,2.50052,0.835491,9.13961,-0.000521,0,0,0,,,
0.11287,0.68861,2.4979,0.844815,9.16566,-0.000577,0,0,0,,,
0.11372,0.68236,2.48677,0.784323,9.14806,-0.000636,0,0,0,,,
0.11453,0.68167,2.47806,0.745973,9.14517,-0.0007,0,0,0,,,
0.11541,0.67717,2.47304,0.714311,9.13237,-0.00074,0,0,0,,,
0.11625,0.66846,2.45864,0.634216,9.1061,-0.000805,0,0,0,,,
0.11714,0.6777,2.46065,0.664563,9.13848,-0.000847,0,0,0,,,
0.118,0.67871,2.48152,0.762705,9.21414,-0.000915,0,0,0,,,
0.1188,0.67386,2.47111,0.706645,9.19625,-0.000986,0,0,0,,,
0.11969,0.68786,2.47319,0.747623,9.23942,-0.001035,0,0,0,,,
0.11871,0.68309,2.4051,0.437127,9.18039,-0.001228,0,0,0,,,
0.12142,0.68904,2.5195,0.927875,9.2356,-0.001179,0,0,0,,,
0.12228,0.68764,2.42871,0.562278,9.22593,-0.001234,0,0,0,,,
0.12314,0.69019,2.43553,0.59202,9.22889,-0.00131,0,0,0,,,
0.12402,0.69271,2.4283,0.566135,9.23179,-0.001387,0,0,0,,,
0.12484,0.67417,2.40731,0.432045,9.15806,-0.001448,0,0,0,,,
0.12574,0.69205,2.4025,0.45141,9.20081,-0.001528,0,0,0,,,
0.12658,0.67839,2.38823,0.35855,9.15692,-0.001613,0,0,0,,,
0.12745,0.68361,2.38169,0.340908,9.16611,-0.001698,0,0,0,,,
0.12832,0.68501,2.37234,0.302598,9.16196,-0.001784,0,0,0,,,
0.12914,0.66738,2.35118,0.169595,9.09318,-0.001876,0,0,0,,,
0.12997,0.67205,2.3406,0.131901,9.0909,-0.001969,0,0,0,,,
0.13088,0.67448,2.33179,0.0973444,9.08613,-0.002058,0,0,0,,,
0.13173,0.68344,2.32144,0.0714804,9.09985,-0.002153,0,0,0,,,
0.1326,0.66772,2.30622,-0.0317823,9.04376,-0.002249,0,0,0,,,
0.13347,0.67754,2.29901,-0.043006,9.06105,-0.002346,0,0,0,,,
0.1343,0.6693,2.28402,-0.128416,9.02569,-0.002448,0,0,0,,,
0.1352,0.6751,2.27809,-0.143934,9.03196,-0.002547,0,0,0,,,
0.13604,0.65333,2.25796,-0.281456,8.95812,-0.002652,0,0,0,,,
0.1369,0.65693,2.24946,-0.31319,8.95695,-0.002758,0,0,0,,,
0.13777,0.64294,2.23427,-0.41275,8.90537,-0.002865,0,0,0,,,
0.13865,0.64047,2.22309,-0.469378,8.88682,-0.002974,0,0,0,,,
0.13948,0.61844,2.20287,-0.608581,8.81065,-0.003088,0,0,0,,,
0.14032,0.61676,2.19221,-0.66221,8.79267,-0.003203,0,0,0,,,
0.14117,0.61639,2.18135,-0.71359,8.77828,-0.00332,0,0,0,,,
0.14203,0.61564,2.17032,-0.766636,8.76264,-0.003438,0,0,0,,,
0.1429,0.60847,2.15702,-0.843588,8.72875,-0.003557,0,0,0,,,
0.14372,0.60357,2.14221,-0.922265,8.69944,-0.003682,0,0,0,,,
0.14461,0.6002,2.13264,-0.975663,8.67597,-0.003804,0,0,0,,,
0.14544,0.61005,2.12262,-1.00104,8.68877,-0.003932,0,0,0,,,
0.1463,0.6366,2.12207,-0.950194,8.74921,-0.00406,0,0,0,,,
0.14721,0.64631,2.11673,-0.956614,8.76273,-0.004186,0,0,0,,,
0.14809,0.65439,2.10627,-0.988167,8.7702,-0.004317,0,0,0,,,
0.14896,0.69035,2.10943,-0.901246,8.85687,-0.00445,0,0,0,,,
0.14992,0.68139,2.09713,-0.978828,8.81673,-0.00458,0,0,0,,,
0.15081,0.65923,2.07504,-1.12671,8.73728,-0.004715,0,0,0,,,
0.15172,0.67608,2.07107,-1.11258,8.76906,-0.004852,0,0,0,,,
0.15257,0.69119,2.06619,-1.10642,8.79559,-0.004973,0,0,0,,,
0.1535,0.70196,2.05941,-1.11765,8.80992,-0.005113,0,0,0,,,
0.15444,0.71505,2.05368,-1.11944,8.83093,-0.005253,0,0,0,,,
0.15532,0.71242,2.03934,-1.19281,8.80479,-0.005401,0,0,0,,,
0.15404,0.67364,1.93318,-1.74903,8.61874,-0.005747,0,0,0,,,
0.15717,0.6755,2.095,-1.07739,8.65865,-0.005695,0,0,0,,,
0.15815,0.70535,1.98232,-1.46458,8.7326,-0.005841,0,0,0,,,
0.15906,0.69929,2.00175,-1.40517,8.7207,-0.005972,0,0,0,,,
0.15999,0.68493,1.98311,-1.52224,8.66212,-0.006126,0,0,0,,,
0.16093,0.69286,2.00103,-1.42884,8.72077,-0.006259,0,0,0,,,
0.16187,0.7055,2.00039,-1.40822,8.75651,-0.006416,0,0,0,,,
0.16283,0.67246,1.9913,-1.52164,8.67486,-0.006552,0,0,0,,,
0.16373,0.63993,1.96358,-1.71683,8.56197,-0.006695,0,0,0,,,
0.16471,0.65377,1.95493,-1.7324,8.57343,-0.006856,0,0,0,,,
0.16562,0.65406,1.94291,-1.79089,8.55229,-0.007002,0,0,0,,,
0.16655,0.62796,1.91467,-1.97611,8.44898,-0.007172,0,0,0,,,
0.16749,0.62415,1.90597,-2.02925,8.42176,-0.00732,0,0,0,,,
0.16843,0.6278,1.8949,-2.07551,8.41507,-0.007494,0,0,0,,,
0.16939,0.6182,1.88007,-2.16849,8.36264,-0.007644,0,0,0,,,
0.17028,0.63122,1.8651,-2.19927,8.37405,-0.00782,0,0,0,,,
0.17125,0.63434,1.86629,-2.22212,8.3621,-0.007974,0,0,0,,,
0.17217,0.62263,1.84162,-2.35382,8.30417,-0.00816,0,0,0,,,
0.17315,0.63757,1.8468,-2.30826,8.33603,-0.008317,0,0,0,,,
0.17409,0.62597,1.83978,-2.36628,8.31148,-0.008482,0,0,0,,,
0.17508,0.63806,1.85113,-2.29555,8.35922,-0.008642,0,0,0,,,
0.17602,0.63804,1.86956,-2.21382,8.41353,-0.008809,0,0,0,,,
0.17698,0.64135,1.86948,-2.21357,8.41753,-0.008954,0,0,0,,,
0.17794,0.63305,1.87956,-2.19426,8.43092,-0.009119,0,0,0,,,
0.17891,0.63291,1.90213,-2.12816,8.46552,-0.009267,0,0,0,,,
0.17983,0.60928,1.8706,-2.31588,8.36323,-0.009423,0,0,0,,,
0.1808,0.61325,1.90295,-2.16404,8.44487,-0.009575,0,0,0,,,
0.18174,0.60715,1.88192,-2.27647,8.3941,-0.009734,0,0,0,,,
0.18273,0.62313,1.90047,-2.16554,8.46332,-0.009888,0,0,0,,,
0.18367,0.61201,1.88822,-2.24691,8.42453,-0.01005,0,0,0,,,
0.18469,0.63752,1.91595,-2.07619,8.52669,-0.010183,0,0,0,,,
0.18564,0.61411,1.90242,-2.18506,8.46594,-0.010324,0,0,0,,,
0.18661,0.61053,1.89552,-2.22399,8.45161,-0.010491,0,0,0,,,
0.18763,0.64354,1.91621,-2.0685,8.55086,-0.010628,0,0,0,,,
0.18854,0.59858,1.88729,-2.28767,8.42214,-0.010781,0,0,0,,,
0.18953,0.5959,1.90905,-2.19532,8.46565,-0.010927,0,0,0,,,
0.19052,0.5892,1.87193,-2.38363,8.37066,-0.011075,0,0,0,,,
0.19145,0.58674,1.89487,-2.28316,8.4286,-0.011231,0,0,0,,,
0.19239,0.58135,1.88967,-2.32311,8.40293,-0.011365,0,0,0,,,
0.19333,0.56176,1.87217,-2.44373,8.33716,-0.011525,0,0,0,,,
0.19435,0.57773,1.89217,-2.32637,8.40263,-0.011654,0,0,0,,,
0.19524,0.57316,1.88231,-2.3809,8.38964,-0.011824,0,0,0,,,
0.1938,0.58219,1.82778,-2.60563,8.3996,-0.012149,0,0,0,,,
0.19724,0.5791,1.99261,-1.93234,8.42225,-0.012098,0,0,0,,,
0.19815,0.5742,1.87544,-2.40758,8.43057,-0.012247,0,0,0,,,
0.19912,0.5892,1.91297,-2.2272,8.4802,-0.012391,0,0,0,,,
0.20011,0.5807,1.91348,-2.24518,8.46536,-0.012512,0,0,0,,,
0.2011,0.56466,1.89847,-2.34796,8.41022,-0.012658,0,0,0,,,
0.20209,0.56393,1.91906,-2.2578,8.45291,-0.012782,0,0,0,,,
0.20304,0.56432,1.91867,-2.26149,8.45824,-0.012914,0,0,0,,,
0.20404,0.55054,1.89043,-2.4262,8.3619,-0.01304,0,0,0,,,
0.20498,0.53411,1.90476,-2.3899,8.38122,-0.0132,0,0,0,,,
0.20594,0.54145,1.90534,-2.38223,8.3803,-0.013312,0,0,0,,,
0.20696,0.55275,1.94246,-2.18861,8.49036,-0.013442,0,0,0,,,
0.20791,0.53571,1.93829,-2.24232,8.45753,-0.013582,0,0,0,,,
0.20889,0.54575,1.95761,-2.13879,8.51202,-0.013698,0,0,0,,,
0.20986,0.54291,1.94256,-2.21926,8.47089,-0.013814,0,0,0,,,
0.21084,0.54122,1.96283,-2.13044,8.51564,-0.013933,0,0,0,,,
0.21181,0.53039,1.96783,-2.13021,8.5096,-0.014053,0,0,0,,,
0.21279,0.51342,1.96117,-2.19633,8.46599,-0.014174,0,0,0,,,
0.21372,0.51786,1.96845,-2.15828,8.48755,-0.01428,0,0,0,,,
0.21471,0.51195,1.97614,-2.13656,8.49485,-0.014403,0,0,0,,,
0.21564,0.50345,1.97556,-2.15877,8.47797,-0.014511,0,0,0,,,
0.21658,0.49308,1.97691,-2.17508,8.46273,-0.01462,0,0,0,,,
0.21752,0.48476,1.97682,-2.1949,8.44679,-0.014731,0,0,0,,,
0.21846,0.48787,1.98504,-2.15456,8.46782,-0.014843,0,0,0,,,
0.21941,0.47485,1.97598,-2.22555,8.42292,-0.014957,0,0,0,,,
0.22036,0.47842,1.98869,-2.16279,8.45534,-0.015071,0,0,0,,,
0.22131,0.47525,1.99635,-2.1363,8.46539,-0.015188,0,0,0,,,
0.22227,0.47631,1.98662,-2.1868,8.43426,-0.015279,0,0,0,,,
0.22316,0.47709,1.9942,-2.15101,8.45925,-0.015407,0,0,0,,,
0.22412,0.45594,2.01139,-2.11283,8.45526,-0.015502,0,0,0,,,
0.22502,0.46015,2.02848,-2.02561,8.50548,-0.015606,0,0,0,,,
0.22599,0.44928,2.01936,-2.09436,8.45686,-0.015703,0,0,0,,,
0.22689,0.44517,2.02687,-2.068,8.47016,-0.01581,0,0,0,,,
0.2278,0.42612,2.02445,-2.11879,8.42617,-0.015892,0,0,0,,,
0.22871,0.41208,2.01735,-2.17971,8.38949,-0.016001,0,0,0,,,
0.22962,0.43161,2.03052,-2.08936,8.43649,-0.016087,0,0,0,,,
0.23053,0.40801,2.02315,-2.16911,8.38147,-0.016173,0,0,0,,,
0.23146,0.40821,2.03993,-2.09056,8.42138,-0.016286,0,0,0,,,
0.23237,0.41082,2.05413,-2.02381,8.44759,-0.016376,0,0,0,,,
0.23328,0.39487,2.06118,-2.02143,8.43429,-0.01644,0,0,0,,,
0.23415,0.38902,2.06094,-2.04772,8.42195,-0.016546,0,0,0,,,
0.23236,0.36223,1.96982,-2.48134,8.30277,-0.016789,0,0,0,,,
0.23592,0.35373,2.12697,-1.85279,8.30481,-0.016741,0,0,0,,,
0.23679,0.33584,2.01963,-2.31047,8.29032,-0.01682,0,0,0,,,
0.23765,0.32672,2.06247,-2.14109,8.32085,-0.016899,0,0,0,,,
0.23851,0.32361,2.04867,-2.21838,8.27416,-0.016979,0,0,0,,,
0.23937,0.30187,2.03394,-2.33027,8.20544,-0.017088,0,0,0,,,
0.24018,0.30018,2.06839,-2.17087,8.27525,-0.017153,0,0,0,,,
0.24104,0.30649,2.07589,-2.12857,8.29399,-0.017238,0,0,0,,,
0.2419,0.30135,2.06963,-2.17233,8.26311,-0.017324,0,0,0,,,
0.24276,0.29039,2.08713,-2.1098,8.28035,-0.017385,0,0,0,,,
0.24362,0.29309,2.08988,-2.09488,8.28691,-0.017473,0,0,0,,,
0.24448,0.27657,2.10775,-2.03983,8.29676,-0.017537,0,0,0,,,
0.24534,0.2684,2.11437,-2.0242,8.29545,-0.017601,0,0,0,,,
0.24614,0.25422,2.10243,-2.10941,8.24246,-0.017676,0,0,0,,,
0.247,0.24738,2.13061,-1.98878,8.28531,-0.017716,0,0,0,,,
0.24779,0.22374,2.1214,-2.07311,8.23497,-0.017793,0,0,0,,,
0.2486,0.22224,2.1561,-1.91096,8.3032,-0.017845,0,0,0,,,
0.24945,0.22234,2.16012,-1.89556,8.30027,-0.01789,0,0,0,,,
0.25024,0.21077,2.15991,-1.91732,8.28133,-0.017943,0,0,0,,,
0.25103,0.21308,2.17077,-1.86445,8.29907,-0.018,0,0,0,,,
0.25182,0.19297,2.16436,-1.93395,8.24394,-0.01803,0,0,0,,,
0.25266,0.20466,2.17042,-1.88878,8.26283,-0.018078,0,0,0,,,
0.25339,0.1835,2.16385,-1.95597,8.21932,-0.018147,0,0,0,,,
0.25418,0.17666,2.13587,-2.11364,8.12051,-0.018206,0,0,0,,,
0.25495,0.15034,2.12741,-2.20201,8.05479,-0.018241,0,0,0,,,
0.25572,0.16086,2.12279,-2.21098,8.04824,-0.018304,0,0,0,,,
0.25644,0.13288,2.09903,-2.37755,7.94663,-0.018378,0,0,0,,,
0.25715,0.12521,2.10244,-2.37812,7.93226,-0.018452,0,0,0,,,
0.25792,0.13596,2.0947,-2.40686,7.90658,-0.018519,0,0,0,,,
0.25862,0.11285,2.09525,-2.44298,7.87549,-0.018596,0,0,0,,,
0.25939,0.11151,2.09312,-2.46395,7.84499,-0.018638,0,0,0,,,
0.26008,0.10479,2.10392,-2.42135,7.86325,-0.018718,0,0,0,,,
0.26077,0.10367,2.11999,-2.35002,7.88212,-0.018772,0,0,0,,,
0.26145,0.08906,2.12708,-2.34177,7.87166,-0.018826,0,0,0,,,
0.2622,0.08324,2.17406,-2.12097,7.9676,-0.018873,0,0,0,,,
0.26288,0.06654,2.15908,-2.2239,7.90351,-0.018931,0,0,0,,,
0.26355,0.07009,2.21395,-1.94815,8.03189,-0.018989,0,0,0,,,
0.26422,0.04979,2.19925,-2.05755,7.95837,-0.01905,0,0,0,,,
0.26489,0.04492,2.18045,-2.16572,7.88588,-0.019083,0,0,0,,,
0.26555,0.0491,2.24181,-1.85399,8.03443,-0.019118,-0.1,-1.3,0,,,
0.2662,0.03359,2.24051,-1.8881,8.00014,-0.019155,-0.1,-1.3,0,,,
0.26408,0.02273,2.20946,-2.02214,8.02729,-0.019261,-0.1,-1.3,0,,,
0.26755,0.00847,2.34892,-1.47659,8.00703,-0.01922,-0.1,-1.3,4.4,,,
0.26819,0.01298,2.23292,-1.94714,7.96801,-0.01926,0.5,-1.4,4.4,,,
0.26881,-0.01647,2.28575,-1.75118,8.00493,-0.0193,0.5,-1.4,4.4,,,
0.26944,-0.02188,2.26365,-1.87529,7.92635,-0.019342,0.5,-1.4,14.8,,,
0.27006,-0.04015,2.27921,-1.82937,7.92871,-0.019357,2.8,-3.6,14.8,,,
0.27066,-0.0506,2.26394,-1.92477,7.86759,-0.019402,2.8,-3.6,14.8,,,
0.27121,-0.06535,2.22701,-2.13898,7.73994,-0.019429,2.8,-3.6,20.8,,,
0.27181,-0.09071,2.20856,-2.2759,7.64969,-0.019475,2,-0.5,20.8,,,
0.27239,-0.08242,2.19914,-2.31571,7.61629,-0.019523,2,-0.5,20.8,,,
0.27297,-0.09503,2.16145,-2.53128,7.48882,-0.019571,2,-0.5,8.9,,,
0.27354,-0.10227,2.15439,-2.58314,7.44583,-0.019621,0.1,0.6,8.9,,,
0.27411,-0.11329,2.10074,-2.87671,7.2819,-0.0197,0.1,0.6,8.9,,,
0.27467,-0.10224,2.12206,-2.75918,7.32384,-0.019752,0.1,0.6,6,,,
0.27527,-0.11511,2.15161,-2.63289,7.36802,-0.019795,1.9,0.4,6,,,
0.27581,-0.11439,2.21933,-2.28692,7.53384,-0.01985,1.9,0.4,6,,,
0.27641,-0.10563,2.30632,-1.83663,7.74129,-0.019867,1.9,0.4,5.9,,,
0.27705,-0.08863,2.39164,-1.37872,7.95735,-0.019847,1.6,0.4,5.9,,,
0.27767,-0.08063,2.53272,-0.643829,8.31975,-0.019828,1.6,0.4,5.9,,,
0.2783,-0.05485,2.6253,-0.13329,8.56472,-0.019781,1.6,0.4,1.4,,,
0.27897,-0.03402,2.7256,0.410552,8.82374,-0.019698,3,-0.3,1.4,,,
0.27963,-0.02771,2.76794,0.638387,8.9251,-0.019614,3,-0.3,1.4,,,
0.28035,-0.01899,2.77863,0.705158,8.93949,-0.019521,3,-0.3,16.4,,,
0.28099,-0.04094,2.70084,0.274991,8.70474,-0.019468,4,-3.8,16.4,,,
0.28168,-0.02174,2.70764,0.333544,8.71149,-0.019376,4,-3.8,16.4,,,
0.28236,0.00555,2.73867,0.535151,8.8028,-0.019313,4,-3.8,37.3,,,
0.28309,0.03508,2.77371,0.756573,8.89674,-0.019241,5.6,-5.6,37.3,,,
0.28386,0.08524,2.8231,1.08317,9.04592,-0.01913,5.6,-5.6,37.3,,,
0.2847,0.1291,2.84164,1.24378,9.11369,-0.019038,5.6,-5.6,40.5,,,
0.28551,0.16025,2.8115,1.13345,9.04247,-0.018975,4.9,-2,40.5,,,
0.28642,0.19337,2.78914,1.06256,8.98187,-0.018862,4.9,-2,40.5,,,
0.28734,0.23736,2.77896,1.07615,8.97847,-0.018807,4.9,-2,58.5,,,
0.28829,0.28486,2.73751,0.927343,8.88234,-0.018742,11.6,-3.4,58.5,,,
0.28936,0.37247,2.77114,1.22689,9.01819,-0.018657,11.6,-3.4,58.5,,,
0.29053,0.42207,2.75898,1.23861,9.0065,-0.018585,11.6,-3.4,81,,,
0.29163,0.50319,2.74394,1.27294,9.01371,-0.018546,13,-2.3,81,,,
0.29283,0.56909,2.72738,1.28095,8.99772,-0.018516,13,-2.3,81,,,
0.29414,0.63458,2.60465,0.853309,8.7677,-0.018498,13,-2.3,96.1,,,
0.295553,0.70026,2.60184,0.943732,8.79547,-0.01846,16.6,-1.5,96.1,,,
0.297019,0.7792,2.55672,0.858765,8.73938,-0.018434,16.6,-1.5,96.1,,,
0.29852,0.83152,2.47182,0.497785,8.53806,-0.018433,16.6,-1.5,108.2,,,
0.300136,0.89871,2.4501,0.494802,8.51922,-0.018438,16.6,-1.5,108.2,,,
0.300466,1.0367,2.38424,0.35948,8.45596,-0.018472,16.6,-1.5,108.2,,,
0.303491,1.01679,2.4128,0.464454,8.43308,-0.018442,16.8,0.5,108.2,,,
0.3053,1.0901,2.38676,0.454313,8.45649,-0.018463,16.8,0.5,121.8,,,
0.307213,1.17192,2.39948,0.658679,8.53575,-0.018456,17.8,1.5,121.8,,,
0.309169,1.23833,2.42184,0.8722,8.63038,-0.018474,17.8,1.5,121.8,,,
0.311218,1.281205,2.40343,0.868147,8.61089,-0.01847,17.8,1.5,124.7,,,
0.31332,1.326231,2.42393,1.0291,8.67707,-0.018485,17.7,3.4,124.7,,,
0.315465,1.388101,2.41285,1.05548,8.67373,-0.018489,17.7,3.4,124.7,,,
0.317712,1.51878,2.49357,1.71655,9.00062,-0.018466,17.7,3.4,121.8,,,
0.320001,1.547385,2.47552,1.63292,8.94053,-0.018466,16.7,3.5,121.8,,,
0.322322,1.596996,2.46599,1.66092,8.93905,-0.018456,16.7,3.5,121.8,,,
0.324694,1.646135,2.45593,1.69105,8.94021,-0.018464,16.7,3.5,115.8,,,
0.327168,1.688618,2.44936,1.74058,8.95069,-0.01845,12.6,5.5,115.8,,,
0.329622,1.702708,2.40233,1.5238,8.82575,-0.018488,12.6,5.5,115.8,,,
0.332117,1.734223,2.35418,1.3339,8.71432,-0.018528,12.6,5.5,99.2,,,
0.334593,1.746809,2.32945,1.30775,8.68921,-0.018562,10.6,5.9,99.2,,,
0.337108,1.776922,2.3127,1.40477,8.73232,-0.01862,10.6,5.9,99.2,,,
0.339603,1.777407,2.1386,0.637436,8.33182,-0.018678,10.6,5.9,84.2,,,
0.342137,1.781894,2.05079,0.296258,8.14917,-0.018761,8.1,6.5,84.2,,,
0.34471,1.787022,1.99526,0.162944,8.07289,-0.018833,8.1,6.5,84.2,,,
0.347202,1.785684,1.95082,0.0570424,8.01062,-0.018916,8.1,6.5,75.2,,,
