KP_q_error,KP_q_dot_error,z_error,HR_Torque,HP_Torque,KP_Torque,Fx,Fy,Fz,HR_q,HP_q,KP_q,HR_qdot,HP_qdot,KP_qdot,HR_q_d,HP_q_d,KP_q_d,HR_qdot_d,HP_qdot_d,KP_qdot_d,x,y,z,x_d,y_d,z_d
-0.00014,-0.0290699,-3.9E-05,2.8055,1.50006,-2.23151,0,0,0,0.000120312,1.81764,-1.40321,0.00709842,0.000902342,0,0,1.81763,-1.40335,9.30E-08,0.0101378,-0.0290699,-0.446414,0.100023,-0.188921,-0.446374,0.1,-0.18896
-0.00017,-0.0319757,-3.8E-05,2.7572,1.47045,-2.47933,0,0,0,0.000120312,1.81764,-1.40321,0.0360335,0.00120312,0,0,1.81764,-1.40338,1.02E-07,0.0111512,-0.0319757,-0.446414,0.100023,-0.188921,-0.446368,0.1,-0.188959
-0.00021,-0.0348813,-3.8E-05,2.76295,1.50618,-2.70446,0,0,0,0.000120312,1.81764,-1.40321,0.0327249,0.00114297,0,0,1.81765,-1.40342,1.12E-07,0.0121645,-0.0348813,-0.446414,0.100023,-0.188921,-0.446361,0.1,-0.188959
-0.00024,-0.0377865,-4.4E-05,2.77458,1.54847,-2.92746,0,0,0,0.000180468,1.81764,-1.40321,0.0253859,0.00114297,0,0,1.81766,-1.40345,1.81E-07,0.0131777,-0.0377865,-0.446414,0.100034,-0.188915,-0.446354,0.1,-0.188959
-0.00028,-0.0406914,-4.4E-05,2.77407,1.57626,-3.1555,0,0,0,0.000180468,1.81764,-1.40321,0.0256265,0.00120312,0,0,1.81767,-1.40349,1.95E-07,0.0141907,-0.0406914,-0.446414,0.100034,-0.188915,-0.446346,0.1,-0.188959
-0.00033,-0.0435958,-4.4E-05,2.77664,1.60835,-3.38183,0,0,0,0.000180468,1.81764,-1.40321,0.0241828,0.00114297,0,0,1.81769,-1.40354,2.09E-07,0.0152036,-0.0435958,-0.446414,0.100034,-0.188915,-0.446338,0.1,-0.188959
-0.00037,-0.0464998,-4.3E-05,2.78777,1.64953,-3.60531,0,0,0,0.000180468,1.81764,-1.40321,0.0173851,0.00120312,0,0,1.81771,-1.40358,2.23E-07,0.0162164,-0.0464998,-0.446414,0.100034,-0.188915,-0.446329,0.1,-0.188958
-0.00042,-0.0494034,-4.3E-05,2.79437,1.68584,-3.8303,0,0,0,0.000180468,1.81764,-1.40321,0.0134148,0.00120312,0,0,1.81772,-1.40363,2.37E-07,0.0172289,-0.0494034,-0.446414,0.100034,-0.188915,-0.446319,0.1,-0.188958
-0.00047,-0.0523064,-4.3E-05,2.79861,1.71983,-3.88066,0,0,0,0.000180468,1.81764,-1.40321,0.0109484,0.00114297,0,0,1.81774,-1.40368,2.51E-07,0.0182414,-0.0523064,-0.446414,0.100034,-0.188915,-0.446309,0.1,-0.188958
-0.00052,-0.055209,-4.3E-05,2.80133,1.75112,-3.88683,0,0,0,0.000180468,1.81764,-1.40321,0.00926404,0.00120312,0,0,1.81776,-1.40373,2.65E-07,0.0192536,-0.055209,-0.446414,0.100034,-0.188915,-0.446299,0.1,-0.188958
-0.00052,-0.05696503,-3.3E-05,2.80449,1.78982,-3.88832,0,0,0,0.000180468,1.81764,-1.40327,0.00800076,0.00114297,-0.00114297,0,1.81778,-1.40379,2.79E-07,0.0202633,-0.058108,-0.446398,0.100034,-0.188924,-0.446288,0.1,-0.188957
-0.00058,-0.05980618,-3.3E-05,2.80611,1.82044,-3.89458,0,0,0,0.000180468,1.81764,-1.40327,0.00709842,0.00114297,-0.00120312,0,1.8178,-1.40385,2.93E-07,0.021275,-0.0610093,-0.446398,0.100034,-0.188924,-0.446276,0.1,-0.188957
-0.00058,-0.05759031,-2.3E-05,2.81081,1.87692,-3.88569,0,0,0,0.000180468,1.81764,-1.40333,0.00631639,0.00120312,-0.00631639,0,1.81782,-1.40391,3.07E-07,0.022284,-0.0639067,-0.446382,0.100034,-0.188934,-0.446264,0.1,-0.188957
-0.00065,-0.0435262,-2.2E-05,2.82301,1.9926,-3.84353,0,0,0,0.000180468,1.81764,-1.40333,0.00571483,0.00114297,-0.0232804,0,1.81784,-1.40398,3.21E-07,0.0232951,-0.0668066,-0.446382,0.100034,-0.188934,-0.446251,0.1,-0.188956
-0.00072,-0.0472676,-2.2E-05,2.82319,2.01717,-3.85303,0,0,0,0.000180468,1.81764,-1.40333,0.00523358,0.00120312,-0.0224382,0,1.81787,-1.40405,3.35E-07,0.0243061,-0.0697058,-0.446382,0.100034,-0.188934,-0.446237,0.1,-0.188956
-0.00073,-0.0460719,-1.3E-05,2.82675,2.06824,-3.84708,0,0,0,0.000180468,1.81764,-1.40339,0.00481249,0.00120312,-0.0265288,0,1.81789,-1.40412,3.48E-07,0.0253139,-0.0726007,-0.446366,0.100034,-0.188943,-0.446223,0.1,-0.188956
-0.00074,-0.0460782,-3E-06,2.82958,2.1138,-3.84434,0,0,0,0.000180468,1.81764,-1.40345,0.00445155,0.00114297,-0.0294163,0,1.81792,-1.40419,3.62E-07,0.0263212,-0.0754945,-0.44635,0.100034,-0.188952,-0.446208,0.1,-0.188955
-0.00082,-0.0426586,-3E-06,2.83416,2.17408,-3.83356,0,0,0,0.000180468,1.81764,-1.40345,0.00415077,0.00120312,-0.0357327,0,1.81794,-1.40427,3.76E-07,0.0273311,-0.0783913,-0.44635,0.100034,-0.188952,-0.446193,0.1,-0.188955
-0.00084,-0.0484379,6E-06,2.83309,2.19022,-3.84744,0,0,0,0.000180468,1.81764,-1.40351,0.00384999,0.00114297,-0.0328452,0,1.81797,-1.40435,3.90E-07,0.0283375,-0.0812831,-0.446335,0.100034,-0.188961,-0.446177,0.1,-0.188955
-0.00092,-0.0535587,7E-06,2.83217,2.20798,-3.86088,0,0,0,0.000180468,1.81764,-1.40351,0.00360937,0.00114297,-0.0306195,0,1.818,-1.40443,4.04E-07,0.0293468,-0.0841782,-0.446335,0.100034,-0.188961,-0.446161,0.1,-0.188954
-0.00095,-0.0524781,1.6E-05,2.83512,2.25714,-3.85588,0,0,0,0.000180468,1.81764,-1.40357,0.0034289,0.00120312,-0.0345898,0,1.81803,-1.40452,4.18E-07,0.0303523,-0.0870679,-0.446319,0.100034,-0.18897,-0.446144,0.1,-0.188954
-0.00103,-0.0541082,1.7E-05,2.83647,2.29288,-3.85914,0,0,0,0.000180468,1.81764,-1.40357,0.00324843,0.00114297,-0.035853,0,1.81806,-1.4046,4.32E-07,0.0313609,-0.0899612,-0.446319,0.100034,-0.18897,-0.446127,0.1,-0.188953
-0.00107,-0.057419,-1E-06,2.83332,2.30312,-3.87541,0,0,0,0.000180468,1.8177,-1.40363,0.00306796,0.00264687,-0.0354319,0,1.81809,-1.4047,4.46E-07,0.0323687,-0.0928509,-0.446314,0.100034,-0.188952,-0.446109,0.1,-0.188953
-0.0011,-0.060125,9E-06,2.83369,2.33256,-3.88164,0,0,0,0.000180468,1.8177,-1.40369,0.00288749,0.00276718,-0.0356124,0,1.81813,-1.40479,4.60E-07,0.0333727,-0.0957374,-0.446298,0.100034,-0.188961,-0.44609,0.1,-0.188952
-0.0012,-0.0625965,-1.8E-05,2.82965,2.33942,-3.90001,0,0,0,0.000180468,1.81776,-1.40369,0.00276718,0.0049328,-0.0360335,0,1.81816,-1.40489,4.73E-07,0.0343836,-0.09863,-0.44631,0.100034,-0.188934,-0.446071,0.1,-0.188952
-0.00124,-0.0652399,-8E-06,2.7961,2.19601,-3.99482,0,0,0,0.000180468,1.81776,-1.40375,0.00264687,0.0226789,-0.0362741,0,1.8182,-1.40499,4.87E-07,0.0353868,-0.101514,-0.446294,0.100034,-0.188943,-0.446051,0.1,-0.188951
-0.00134,-0.0680106,-3.5E-05,2.79413,2.21296,-4.00805,0,0,0,0.000180468,1.81782,-1.40375,0.00252656,0.0236414,-0.0363944,0,1.81823,-1.40509,5.01E-07,0.0363972,-0.104405,-0.446305,0.100034,-0.188916,-0.446031,0.1,-0.188951
-0.00139,-0.0751626,-2.5E-05,2.77814,2.15139,-4.06227,0,0,0,0.000180468,1.81782,-1.40381,0.00240624,0.0307398,-0.0321234,0,1.81827,-1.4052,5.15E-07,0.0373994,-0.107286,-0.446289,0.100034,-0.188925,-0.44601,0.1,-0.18895
-0.00149,-0.0784106,-2.5E-05,2.77902,2.18248,-4.06832,0,0,0,0.000180468,1.81782,-1.40381,0.00234609,0.0302585,-0.0317624,0,1.81831,-1.4053,5.29E-07,0.0384055,-0.110173,-0.446289,0.100034,-0.188925,-0.445988,0.1,-0.18895
-0.00155,-0.0829759,-4.1E-05,2.78304,2.22738,-4.06724,0,0,0,0.000180468,1.81788,-1.40387,0.00222578,0.0275515,-0.0300781,0,1.81834,-1.40542,5.43E-07,0.0394105,-0.113054,-0.446285,0.100034,-0.188908,-0.445966,0.1,-0.188949
-0.00166,-0.0861607,-4.1E-05,2.78289,2.25341,-4.07591,0,0,0,0.000180468,1.81788,-1.40387,0.00216562,0.0276117,-0.0297773,0,1.81838,-1.40553,5.57E-07,0.0404157,-0.115938,-0.446285,0.100034,-0.188908,-0.445944,0.1,-0.188949
-0.00172,-0.0904233,-5.8E-05,2.7787,2.25716,-4.09584,0,0,0,0.000180468,1.81794,-1.40393,0.00210546,0.0292359,-0.0283937,0,1.81843,-1.40565,5.71E-07,0.0414199,-0.118817,-0.44628,0.100034,-0.18889,-0.44592,0.1,-0.188948
-0.00184,-0.0937866,-5.7E-05,2.77854,2.28234,-4.10505,0,0,0,0.000180468,1.81794,-1.40393,0.00198515,0.029296,-0.0279124,0,1.81847,-1.40577,5.84E-07,0.0424244,-0.121699,-0.44628,0.100034,-0.18889,-0.445897,0.1,-0.188947
-0.0019,-0.0970837,-7.5E-05,2.78858,2.36001,-4.08685,0,0,0,0.000180468,1.818,-1.40399,0.00186484,0.023882,-0.0274913,0,1.81851,-1.40589,5.98E-07,0.0434277,-0.124575,-0.446276,0.100034,-0.188872,-0.445872,0.1,-0.188947
-0.00203,-0.0999627,-7.4E-05,2.78864,2.3879,-4.0945,0,0,0,0.000180468,1.818,-1.40399,0.00186484,0.023882,-0.0274913,0,1.81855,-1.40602,6.12E-07,0.0444312,-0.127454,-0.446276,0.100034,-0.188872,-0.445847,0.1,-0.188946
-0.00209,-0.0986829,-6.5E-05,2.79132,2.43615,-4.09007,0,0,0,0.000180468,1.818,-1.40405,0.00180468,0.0240624,-0.0316421,0,1.8186,-1.40614,6.26E-07,0.0454291,-0.130325,-0.44626,0.100034,-0.188881,-0.445822,0.1,-0.188946
-0.00223,-0.099694,-6.4E-05,2.79964,2.50888,-4.07425,0,0,0,0.000180468,1.818,-1.40405,0.00174453,0.0204531,-0.033507,0,1.81864,-1.40628,6.40E-07,0.0464317,-0.133201,-0.44626,0.100034,-0.188881,-0.445796,0.1,-0.188945
-0.0023,-0.1019635,-8.1E-05,2.80887,2.58482,-4.05664,0,0,0,0.000180468,1.81806,-1.40411,0.00174453,0.0157007,-0.0341085,0,1.81869,-1.40641,6.54E-07,0.047433,-0.136072,-0.446256,0.100034,-0.188863,-0.445769,0.1,-0.188944
-0.00238,-0.1045899,-7.1E-05,2.80946,2.61561,-4.06228,0,0,0,0.000180468,1.81806,-1.40417,0.00168437,0.0156406,-0.0343491,0,1.81874,-1.40655,6.67E-07,0.048429,-0.138939,-0.44624,0.100034,-0.188872,-0.445742,0.1,-0.188943
-0.00252,-0.1064382,-7.1E-05,2.81021,2.64807,-4.0674,0,0,0,0.000180468,1.81806,-1.40417,0.00162421,0.0157007,-0.0353718,0,1.81879,-1.40669,6.81E-07,0.04943,-0.14181,-0.44624,0.100034,-0.188872,-0.445714,0.1,-0.188943
-0.0026,-0.1083999,-6.1E-05,2.81111,2.66746,-4.07149,0,0,0,0.000180468,1.81806,-1.40423,0.00156406,0.0157007,-0.0362741,0,1.81884,-1.40683,6.95E-07,0.0504247,-0.144674,-0.446224,0.100034,-0.188881,-0.445686,0.1,-0.188942
-0.00275,-0.11055,-8.6E-05,2.81128,2.66321,-4.0786,0,0,0,0.000180468,1.81812,-1.40423,0.0015039,0.0157007,-0.036996,0,1.81889,-1.40698,7.09E-07,0.0514298,-0.147546,-0.446235,0.100034,-0.188855,-0.445657,0.1,-0.188941
-0.00284,-0.1109436,-7.7E-05,2.81317,2.67199,-4.07801,0,0,0,0.000180468,1.81812,-1.40429,0.0015039,0.0156406,-0.0394624,0,1.81894,-1.40713,7.23E-07,0.0524232,-0.150406,-0.446219,0.100034,-0.188864,-0.445628,0.1,-0.188941
-0.00293,-0.1133805,-6.7E-05,2.81381,2.67025,-4.08356,0,0,0,0.000180468,1.81812,-1.40435,0.00144375,0.0156406,-0.0398835,0,1.81899,-1.40728,7.36E-07,0.0534159,-0.153264,-0.446204,0.100034,-0.188873,-0.445598,0.1,-0.18894
-0.00308,-0.116068,-9.3E-05,2.81341,2.66252,-4.09264,0,0,0,0.000180468,1.81818,-1.40435,0.00144375,0.0157007,-0.040064,0,1.81905,-1.40743,7.50E-07,0.0544196,-0.156132,-0.446215,0.100034,-0.188846,-0.445567,0.1,-0.188939
-0.00318,-0.1197041,-8.3E-05,2.81226,2.6497,-4.10411,0,0,0,0.000180468,1.81818,-1.40441,0.00138359,0.016182,-0.0392819,0,1.8191,-1.40759,7.64E-07,0.0554109,-0.158986,-0.446199,0.100034,-0.188855,-0.445536,0.1,-0.188938
-0.00328,-0.1201508,-7.3E-05,2.81408,2.65777,-4.10409,0,0,0,0.000180468,1.81818,-1.40447,0.00138359,0.016182,-0.0416882,0,1.81916,-1.40775,7.78E-07,0.0564015,-0.161839,-0.446183,0.100034,-0.188864,-0.445504,0.1,-0.188937
-0.00338,-0.1208964,-6.4E-05,2.81591,2.66495,-4.10463,0,0,0,0.000180468,1.81818,-1.40453,0.00132343,0.0161218,-0.0437936,0,1.81921,-1.40791,7.91E-07,0.0573914,-0.16469,-0.446167,0.100034,-0.188873,-0.445472,0.1,-0.188937
-0.00355,-0.1218885,-6.3E-05,2.81767,2.67081,-4.10636,0,0,0,0.000180468,1.81818,-1.40453,0.00126328,0.0159414,-0.0456585,0,1.81927,-1.40808,8.05E-07,0.0583872,-0.167547,-0.446167,0.100034,-0.188873,-0.445439,0.1,-0.188936
-0.00366,-0.1309366,-8E-05,2.81879,2.66041,-4.1182,0,0,0,0.000180468,1.81824,-1.40459,0.00126328,0.013114,-0.0394624,0,1.81933,-1.40825,8.19E-07,0.0593814,-0.170399,-0.446163,0.100034,-0.188855,-0.445406,0.1,-0.188935
-0.00377,-0.12933,-7E-05,2.82385,2.68855,-4.10731,0,0,0,0.000180468,1.81824,-1.40465,0.00126328,0.0120914,-0.043914,0,1.81939,-1.40842,8.33E-07,0.060369,-0.173244,-0.446147,0.100034,-0.188864,-0.445372,0.1,-0.188934
-0.00388,-0.1274809,-6E-05,2.82713,2.70751,-4.10115,0,0,0,0.000180468,1.81824,-1.40471,0.00120312,0.0121515,-0.0486061,0,1.81945,-1.40859,8.46E-07,0.0613558,-0.176087,-0.446131,0.100034,-0.188873,-0.445337,0.1,-0.188933
-0.00406,-0.1361059,-5.9E-05,2.8235,2.67303,-4.12579,-0.1,-1.3,0,0.000180468,1.81824,-1.40471,0.00120312,0.0121515,-0.0428311,0,1.81951,-1.40877,8.60E-07,0.0623489,-0.178937,-0.446131,0.100034,-0.188873,-0.445302,0.1,-0.188932
-0.00418,-0.1249896,-4.9E-05,2.83283,2.7389,-4.09288,-0.1,-1.3,0,0.000180468,1.81824,-1.40477,0.00114297,0.0121515,-0.0567874,0,1.81957,-1.40895,8.74E-07,0.0633342,-0.181777,-0.446115,0.100034,-0.188882,-0.445266,0.1,-0.188931
-0.0043,-0.1354063,-3.9E-05,2.8282,2.69663,-4.12164,-0.1,-1.3,0,0.000180468,1.81824,-1.40483,0.00114297,0.0121515,-0.0492077,0,1.81964,-1.40913,8.87E-07,0.0643185,-0.184614,-0.446099,0.100034,-0.188891,-0.44523,0.1,-0.18893
-0.00443,-0.1351733,-3E-05,2.83332,2.72253,-4.11242,-0.1,-1.3,0,0.000180468,1.81824,-1.40489,0.00114297,0.0106476,-0.0522757,0,1.8197,-1.40932,9.01E-07,0.065302,-0.187449,-0.446084,0.100034,-0.1889,-0.445193,0.1,-0.18893
-0.00455,-0.130547,-2E-05,2.84172,2.77235,-4.08971,-0.1,-1.3,0,0.000180468,1.81824,-1.40495,0.00108281,0.00896326,-0.059735,0,1.81977,-1.4095,9.14E-07,0.0662846,-0.190282,-0.446068,0.100034,-0.188909,-0.445156,0.1,-0.188929
-0.00469,-0.1392131,-9E-06,2.84039,2.74995,-4.10781,-0.1,-1.3,0,0.000180468,1.81824,-1.40501,0.00108281,0.00782029,-0.0538999,0,1.81983,-1.4097,9.28E-07,0.0672663,-0.193113,-0.446052,0.100034,-0.188919,-0.445118,0.1,-0.188928
-0.00482,-0.1392739,1E-06,2.84416,2.76838,-4.10255,-0.1,-1.3,0,0.000180468,1.81824,-1.40507,0.00108281,0.00691795,-0.0566671,0,1.8199,-1.40989,9.42E-07,0.0682472,-0.195941,-0.446036,0.100034,-0.188928,-0.445079,0.1,-0.188927
-0.00496,-0.1389718,1.1E-05,2.84792,2.78695,-4.09714,-0.1,-1.3,0,0.000180468,1.81824,-1.40513,0.00102265,0.00619608,-0.0597952,0,1.81997,-1.41009,9.55E-07,0.0692271,-0.198767,-0.44602,0.100034,-0.188937,-0.44504,0.1,-0.188926
-0.0051,-0.1429999,2.1E-05,2.84855,2.78245,-4.1048,-0.1,-1.3,0,0.000180468,1.81824,-1.40519,0.00102265,0.00559452,-0.0585921,0,1.82004,-1.41029,9.69E-07,0.0702061,-0.201592,-0.446004,0.100034,-0.188946,-0.445001,0.1,-0.188925
-0.00524,-0.1388428,3.1E-05,2.85423,2.81785,-4.08968,-0.1,-1.3,0,0.000180468,1.81824,-1.40525,0.00102265,0.00511327,-0.0655702,0,1.82011,-1.41049,9.82E-07,0.0711842,-0.204413,-0.445988,0.100034,-0.188955,-0.444961,0.1,-0.188924
-0.00538,-0.1401589,4.1E-05,2.85636,2.82526,-4.09051,-0.1,-1.3,0,0.000180468,1.81824,-1.40531,0.000962498,0.00469218,-0.0670741,0,1.82018,-1.41069,9.96E-07,0.0721614,-0.207233,-0.445973,0.100034,-0.188964,-0.44492,0.1,-0.188923
-0.00553,-0.1493525,5.1E-05,2.85307,2.79178,-4.11455,-0.1,-1.3,0,0.000180468,1.81824,-1.40537,0.000962498,0.0043914,-0.0606975,0,1.82025,-1.4109,1.01E-06,0.0731376,-0.21005,-0.445957,0.100034,-0.188973,-0.444879,0.1,-0.188922
-0.00568,-0.1419409,6.2E-05,2.8605,2.84167,-4.09112,-0.1,-1.3,0,0.000180468,1.81824,-1.40543,0.000962498,0.00409062,-0.0709241,0,1.82032,-1.41111,1.02E-06,0.0741129,-0.212865,-0.445941,0.100034,-0.188982,-0.444837,0.1,-0.18892
-0.00576,-0.1445615,8.1E-05,2.86155,2.8422,-4.09537,-0.1,-1.3,0,0.000180468,1.81824,-1.40556,0.000962498,0.00378983,-0.0711045,0,1.8204,-1.41132,1.04E-06,0.0750785,-0.215666,-0.445909,0.100034,-0.189,-0.444794,0.1,-0.188919
-0.00592,-0.1470105,9.1E-05,2.86269,2.84235,-4.10048,-0.1,-1.3,0,0.000180468,1.81824,-1.40562,0.000902342,0.00354921,-0.0714655,0,1.82047,-1.41154,1.05E-06,0.0760517,-0.218476,-0.445893,0.100034,-0.189009,-0.444751,0.1,-0.188918
-0.00608,-0.1418769,0.000101,2.86839,2.87943,-4.08427,-0.1,-1.3,0,0.000180468,1.81824,-1.40568,0.000902342,0.00336874,-0.0794061,0,1.82055,-1.41176,1.06E-06,0.077024,-0.221283,-0.445877,0.100034,-0.189018,-0.444708,0.1,-0.188917
-0.00624,-0.15166,0.000111,2.86448,2.84167,-4.11076,-0.1,-1.3,0,0.000180468,1.81824,-1.40574,0.000902342,0.00318827,-0.072428,0,1.82063,-1.41198,1.08E-06,0.0779953,-0.224088,-0.445862,0.100034,-0.189027,-0.444664,0.1,-0.188916
-0.00635,-0.1453675,0.00013,2.87104,2.88561,-4.09025,-0.1,-1.3,0,0.000180468,1.81824,-1.40586,0.000902342,0.00300781,-0.0815115,0,1.8207,-1.41221,1.09E-06,0.0789563,-0.226879,-0.44583,0.100034,-0.189045,-0.444619,0.1,-0.188915
-0.00651,-0.1519573,0.00014,2.86927,2.86371,-4.10794,-0.1,-1.3,0,0.000180468,1.81824,-1.40592,0.000842186,0.00288749,-0.0777217,0,1.82078,-1.41243,1.10E-06,0.0799255,-0.229679,-0.445814,0.100034,-0.189054,-0.444574,0.1,-0.188914
-0.00668,-0.1593863,0.00015,2.86675,2.837,-4.12809,-0.1,-1.3,0,0.000180468,1.81824,-1.40598,0.000842186,0.00276718,-0.0730897,0,1.82086,-1.41266,1.12E-06,0.0808936,-0.232476,-0.445798,0.100034,-0.189063,-0.444528,0.1,-0.188913
-0.0068,-0.156274,0.00017,2.87113,2.8643,-4.11708,-0.1,-1.3,0,0.000180468,1.81824,-1.4061,0.000842186,0.00264687,-0.078985,0,1.82094,-1.4129,1.13E-06,0.0818512,-0.235259,-0.445766,0.100034,-0.189081,-0.444482,0.1,-0.188911
-0.00697,-0.1611765,0.000153,2.8699,2.84818,-4.13144,-0.1,-1.3,0,0.000180468,1.8183,-1.40616,0.000842186,0.00252656,-0.0768795,0,1.82102,-1.41313,1.14E-06,0.0828254,-0.238056,-0.445762,0.100034,-0.189063,-0.444435,0.1,-0.18891
-0.00709,-0.1666004,0.000172,2.86853,2.83108,-4.14547,-0.1,-1.3,0,0.000180468,1.8183,-1.40628,0.000782029,0.00252656,-0.0742326,0,1.82111,-1.41337,1.16E-06,0.0837807,-0.240833,-0.44573,0.100034,-0.189081,-0.444388,0.1,-0.188909
-0.00733,-0.1693994,0.000173,2.86879,2.82579,-4.15416,-0.1,-1.3,0,0.000180468,1.8183,-1.40628,0.000782029,0.00252656,-0.0742326,0,1.82119,-1.41361,1.17E-06,0.0847544,-0.243632,-0.44573,0.100034,-0.189081,-0.44434,0.1,-0.188908
-0.00745,-0.1771633,0.000192,2.86582,2.7968,-4.17499,-0.1,-1.3,0,0.000180468,1.8183,-1.4064,0.000782029,0.00252656,-0.0692397,0,1.82128,-1.41385,1.18E-06,0.0857073,-0.246403,-0.445698,0.100034,-0.189099,-0.444291,0.1,-0.188907
-0.00764,-0.1738686,0.000204,2.8701,2.82305,-4.16527,-0.1,-1.3,0,0.000180468,1.8183,-1.40646,0.000782029,0.00252656,-0.0753154,0,1.82136,-1.4141,1.20E-06,0.086669,-0.249184,-0.445682,0.100034,-0.189109,-0.444242,0.1,-0.188905
-0.00783,-0.1788733,0.000214,2.86889,2.80713,-4.17932,-0.1,-1.3,0,0.000180468,1.8183,-1.40652,0.000782029,0.00252656,-0.0730897,0,1.82145,-1.41435,1.21E-06,0.0876297,-0.251963,-0.445667,0.100034,-0.189118,-0.444192,0.1,-0.188904
-0.00802,-0.1921155,0.000224,2.8624,2.74993,-4.21696,-0.1,-1.3,0,0.000180468,1.8183,-1.40658,0.000782029,0.00252656,-0.0626225,0,1.82153,-1.4146,1.22E-06,0.0885892,-0.254738,-0.445651,0.100034,-0.189127,-0.444142,0.1,-0.188903
-0.00822,-0.1877901,0.000234,2.86733,2.78096,-4.20435,-0.1,-1.3,0,0.000180468,1.8183,-1.40664,0.000721873,0.00252656,-0.0697209,0,1.82162,-1.41486,1.24E-06,0.0895476,-0.257511,-0.445635,0.100034,-0.189136,-0.444092,0.1,-0.188902
-0.00841,-0.1964554,0.000245,2.86379,2.74667,-4.22896,-0.1,-1.3,0,0.000180468,1.8183,-1.4067,0.000721873,0.00252656,-0.0638256,0,1.82171,-1.41511,1.25E-06,0.090505,-0.260281,-0.445619,0.100034,-0.189145,-0.44404,0.1,-0.1889
-0.00861,-0.2049974,0.000255,2.86032,2.71297,-4.25326,-0.1,-1.3,0,0.000180468,1.8183,-1.40676,0.000721873,0.00252656,-0.0580506,0,1.8218,-1.41537,1.26E-06,0.0914612,-0.263048,-0.445603,0.100034,-0.189154,-0.443988,0.1,-0.188899
-0.00882,-0.2038512,0.000265,2.86309,2.72784,-4.24987,-0.1,-1.3,0,0.000180468,1.8183,-1.40682,0.000721873,0.00252656,-0.0619608,0,1.82189,-1.41564,1.28E-06,0.0924163,-0.265812,-0.445587,0.100034,-0.189163,-0.443936,0.1,-0.188898
-0.00902,-0.2024624,0.000276,2.86602,2.7439,-4.24581,-0.1,-1.3,0,0.000180468,1.8183,-1.40688,0.000721873,0.00252656,-0.0661116,0,1.82198,-1.4159,1.29E-06,0.0933702,-0.268574,-0.445571,0.100034,-0.189172,-0.443883,0.1,-0.188896
-0.00923,-0.2061228,0.000286,2.8657,2.73459,-4.25624,-0.1,-1.3,0,0.000180468,1.8183,-1.40694,0.000721873,0.00252656,-0.0652092,0,1.82208,-1.41617,1.30E-06,0.094323,-0.271332,-0.445555,0.100034,-0.189181,-0.44383,0.1,-0.188895
