KP_q_error,KP_q_dot_error,z_error,HR_Torque,HP_Torque,KP_Torque,Fx,Fy,Fz,HR_q,HP_q,KP_q,HR_qdot,HP_qdot,KP_qdot,HR_q_d,HP_q_d,KP_q_d,HR_qdot_d,HP_qdot_d,KP_qdot_d,x,y,z,x_d,y_d,z_d
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
-0.08271,0,0.019249,3.19368,1.98742,-0.462641,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0,1.95325,-1.90268,0,0,0,-0.341177,0.100062,-0.205249,-0.33,0.1,-0.186
1E-05,0.0137642,1E-06,2.80442,1.15022,1.16735,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0.000300778,1.88375,-1.81996,-5.38E-06,-0.000941929,0.0137642,-0.341177,0.100062,-0.205249,-0.341179,0.100062,-0.205248
3E-05,0.0275278,1E-06,2.80587,1.15963,2.26506,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0.00030077,1.88375,-1.81994,-1.08E-05,-0.00188382,0.0275278,-0.341177,0.100062,-0.205249,-0.341185,0.100062,-0.205248
6E-05,0.0412903,2E-06,2.80733,1.16923,3.36292,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0.000300756,1.88374,-1.81991,-1.61E-05,-0.00282564,0.0412903,-0.341177,0.100062,-0.205249,-0.341195,0.100062,-0.205247
0.00011,0.0550512,4E-06,2.80879,1.17901,4.07699,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0.000300738,1.88374,-1.81986,-2.15E-05,-0.00376734,0.0550512,-0.341177,0.100062,-0.205249,-0.341208,0.100062,-0.205245
0.00017,0.06881,5E-06,2.81026,1.18898,4.12936,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0.000300713,1.88374,-1.8198,-2.69E-05,-0.0047089,0.06881,-0.341177,0.100062,-0.205249,-0.341226,0.100062,-0.205244
0.00025,0.082566,7E-06,2.81174,1.19913,4.18195,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0.000300684,1.88373,-1.81972,-3.23E-05,-0.00565027,0.082566,-0.341177,0.100062,-0.205249,-0.341248,0.100062,-0.205242
0.00034,0.0963188,1E-05,2.81322,1.20947,4.23476,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0.000300649,1.88372,-1.81963,-3.76E-05,-0.00659142,0.0963188,-0.341177,0.100062,-0.205249,-0.341273,0.100062,-0.205239
0.00044,0.110068,1.3E-05,2.81472,1.21999,4.2878,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0.000300608,1.88372,-1.81953,-4.30E-05,-0.00753231,0.110068,-0.341177,0.100062,-0.205249,-0.341303,0.100062,-0.205236
0.00056,0.123812,1.6E-05,2.81622,1.2307,4.34106,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0.000300563,1.88371,-1.81941,-4.84E-05,-0.0084729,0.123812,-0.341177,0.100062,-0.205249,-0.341336,0.100062,-0.205233
0.00069,0.137552,1.9E-05,2.81772,1.24159,4.39453,-0.1,-1.3,0,0.000300781,1.88375,-1.81997,0,0,0,0.000300512,1.8837,-1.81928,-5.38E-05,-0.00941315,0.137552,-0.341177,0.100062,-0.205249,-0.341373,0.100062,-0.20523
0.00077,0.150511971,1.9E-05,2.819,1.24876,4.44488,-0.1,-1.3,0,0.000300781,1.88375,-1.81991,0,0,0.000782029,0.000300455,1.88369,-1.81914,-5.91E-05,-0.0103616,0.151294,-0.341195,0.100062,-0.205245,-0.341414,0.100062,-0.205226
0.00093,0.16381988,2.4E-05,2.82043,1.25857,4.49758,-0.1,-1.3,0,0.000300781,1.88375,-1.81991,0,0,0.00120312,0.000300393,1.88368,-1.81898,-6.45E-05,-0.0113018,0.165023,-0.341195,0.100062,-0.205245,-0.34146,0.100062,-0.205221
0.00104,0.1420588,2.6E-05,2.81407,1.14826,4.44907,-0.1,-1.3,0,0.000300781,1.88375,-1.81985,0,0,0.0366952,0.000300326,1.88367,-1.81881,-6.99E-05,-0.0122517,0.178754,-0.341213,0.100062,-0.205242,-0.341509,0.100062,-0.205216
0.00117,0.1436322,3.4E-05,2.81561,1.11942,4.46784,-0.1,-1.3,0,0.000240624,1.88375,-1.81979,-0.00114297,0,0.0488468,0.000300254,1.88365,-1.81862,-7.68E-05,-0.0132021,0.192479,-0.341231,0.100049,-0.205245,-0.341561,0.100062,-0.205211
0.00131,0.1442372,3.6E-05,2.81437,1.08539,4.48377,-0.1,-1.3,0,0.000240624,1.88375,-1.81973,-0.00120312,0,0.0619608,0.000300176,1.88364,-1.81842,-8.23E-05,-0.014154,0.206198,-0.341249,0.100049,-0.205242,-0.341618,0.100062,-0.205206
0.0014,0.1587422,3.6E-05,2.81575,1.09684,4.53852,-0.1,-1.3,0,0.000240624,1.88375,-1.81961,-0.00114297,0,0.0611788,0.000300092,1.88363,-1.81821,-8.77E-05,-0.0151193,0.219921,-0.341285,0.100049,-0.205236,-0.341679,0.100062,-0.2052
0.00157,0.1560246,3.9E-05,2.81381,1.05211,4.54539,-0.1,-1.3,0,0.000240624,1.88375,-1.81955,-0.00120312,0,0.0776014,0.000300004,1.88361,-1.81798,-9.32E-05,-0.016074,0.233626,-0.341303,0.100049,-0.205233,-0.341744,0.100062,-0.205194
0.00175,0.1735125,4.3E-05,2.81611,1.07558,4.61026,-0.1,-1.3,0,0.000240624,1.88375,-1.81949,-0.00120312,0,0.0738115,0.00029991,1.88359,-1.81774,-9.86E-05,-0.0170295,0.247324,-0.341321,0.100049,-0.20523,-0.341812,0.100062,-0.205187
0.00194,0.1825694,4.7E-05,2.81647,1.07062,4.65123,-0.1,-1.3,0,0.000240624,1.88375,-1.81943,-0.00114297,0,0.0784436,0.00029981,1.88357,-1.81749,-0.000104102,-0.0179859,0.261013,-0.341339,0.100049,-0.205227,-0.341885,0.100062,-0.20518
0.00209,0.1954202,4.8E-05,2.81775,1.07705,4.70217,-0.1,-1.3,0,0.000240624,1.88375,-1.81931,-0.00120312,0,0.0792858,0.000299706,1.88356,-1.81722,-0.000109556,-0.0189586,0.274706,-0.341375,0.100049,-0.205221,-0.341961,0.100061,-0.205173
0.00231,0.1996477,5.3E-05,2.81716,1.05636,4.72975,-0.1,-1.3,0,0.000240624,1.88375,-1.81925,-0.00114297,0,0.0887303,0.000299595,1.88354,-1.81694,-0.000115005,-0.0199174,0.288378,-0.341393,0.100049,-0.205218,-0.342041,0.100061,-0.205165
0.00249,0.2132034,5.4E-05,2.81847,1.06518,4.78312,-0.1,-1.3,0,0.000240624,1.88375,-1.81913,-0.00114297,0,0.0888506,0.00029948,1.88351,-1.81664,-0.000120451,-0.0208939,0.302054,-0.341429,0.100049,-0.205211,-0.342125,0.100061,-0.205157
0.00274,0.2231247,6E-05,2.81938,1.06432,4.82746,-0.1,-1.3,0,0.000240624,1.88375,-1.81907,-0.00120312,0,0.0925803,0.000299359,1.88349,-1.81633,-0.00012589,-0.0218549,0.315705,-0.341447,0.100049,-0.205208,-0.342213,0.100061,-0.205148
0.00294,0.2327503,6.3E-05,2.81971,1.05992,4.87001,-0.1,-1.3,0,0.000240624,1.88375,-1.81895,-0.00114297,0,0.0966107,0.000299233,1.88347,-1.81601,-0.000131327,-0.0228352,0.329361,-0.341483,0.100049,-0.205202,-0.342305,0.100061,-0.205139
0.00316,0.242486,6.6E-05,2.82045,1.05672,4.91311,-0.1,-1.3,0,0.000240624,1.88375,-1.81883,-0.00120312,0,0.100521,0.000299102,1.88345,-1.81567,-0.000136759,-0.0238176,0.343007,-0.341519,0.100049,-0.205196,-0.342401,0.100061,-0.20513
0.00345,0.25875,7.3E-05,2.82266,1.07767,4.97623,-0.1,-1.3,0,0.000240624,1.88375,-1.81877,-0.00120312,0,0.097874,0.000298965,1.88342,-1.81532,-0.000142184,-0.024782,0.356624,-0.341537,0.100049,-0.205193,-0.342501,0.100061,-0.20512
0.00357,0.252979,7.1E-05,2.81933,1.01704,4.97309,-0.1,-1.3,0,0.000240624,1.88375,-1.81853,-0.00120312,0,0.117304,0.000298823,1.88339,-1.81496,-0.00014761,-0.0258095,0.370283,-0.341609,0.100049,-0.205181,-0.342604,0.100061,-0.20511
0.00395,0.266553,8.1E-05,2.82148,1.03257,5.03008,-0.1,-1.3,0,0.000240624,1.88375,-1.81853,-0.00120312,0,0.117304,0.000298675,1.88337,-1.81458,-0.000153021,-0.0267557,0.383857,-0.341609,0.100049,-0.205181,-0.342712,0.100061,-0.2051
0.00422,0.281776,8.5E-05,2.82286,1.04685,5.08971,-0.1,-1.3,0,0.000240624,1.88375,-1.81841,-0.00114297,0,0.11568,0.000298523,1.88334,-1.81419,-0.000158432,-0.0277456,0.397456,-0.341645,0.100049,-0.205174,-0.342823,0.100061,-0.205089
0.00451,0.284894,9E-05,2.82208,1.0218,5.11492,-0.1,-1.3,0,0.000240624,1.88375,-1.81829,-0.00114297,0,0.126147,0.000298365,1.88331,-1.81378,-0.000163836,-0.0287374,0.411041,-0.341681,0.100049,-0.205168,-0.342938,0.100061,-0.205078
0.00481,0.299969,9.5E-05,2.82402,1.03734,5.17456,-0.1,-1.3,0,0.000240624,1.88375,-1.81817,-0.00120312,0,0.124643,0.000298201,1.88328,-1.81336,-0.000169234,-0.0297311,0.424612,-0.341717,0.100049,-0.205162,-0.343057,0.100061,-0.205067
0.00506,0.298749,9.8E-05,2.8219,0.995039,5.18662,-0.1,-1.3,0,0.000240624,1.88375,-1.81799,-0.00114297,0,0.139442,0.000298033,1.88325,-1.81293,-0.000174629,-0.0307513,0.438191,-0.341771,0.100049,-0.205153,-0.34318,0.100061,-0.205055
