q_err_KP,qdot_err_KP,z_error,Tor_HR,Tor_HP,Tor_KP,Fx_foot,Fy_foot,Fz_foot,HR_q,HP_q,KP_q,HR_qdot,HP_qdot,KP_qdot,HR_q_d,HP_q_d,KP_q_d,HR_qdot_d,HP_qdot_d,KP_qdot_d,x,y,z,x_d,y_d,z_d
-0.00563,-0.1790052,-2.4E-05,2.82454,2.60402,-4.20839,0,0,0,0.000180468,1.82899,-1.40055,0.00102265,0.00240624,-0.0257468,0,1.8309,-1.40618,-8.7E-07,0.068376,-0.204752,-0.449224,0.100033,-0.183427,-0.448105,0.1,-0.183451
-0.00577,-0.181811,-1.5E-05,2.82477,2.59979,-4.21556,0,0,0,0.000180468,1.82899,-1.40061,0.00102265,0.00234609,-0.025807,0,1.83097,-1.40638,-8.82E-07,0.0693281,-0.207618,-0.449208,0.100033,-0.183437,-0.448063,0.1,-0.183452
-0.00598,-0.1843842,-1.6E-05,2.82525,2.5963,-4.22281,0,0,0,0.000180468,1.82899,-1.40061,0.000962498,0.00222578,-0.0261078,0,1.83104,-1.40659,-8.94E-07,0.070288,-0.210492,-0.449208,0.100033,-0.183437,-0.448021,0.1,-0.183453
-0.00613,-0.1870046,-8E-06,2.8256,2.59294,-4.22951,0,0,0,0.000180468,1.82899,-1.40067,0.000962498,0.00216562,-0.0263484,0,1.83111,-1.4068,-9.06E-07,0.0712383,-0.213353,-0.449192,0.100033,-0.183446,-0.447979,0.1,-0.183454
-0.00634,-0.188853,-9E-06,2.82635,2.59235,-4.23509,0,0,0,0.000180468,1.82899,-1.40067,0.000962498,0.00210546,-0.027371,0,1.83118,-1.40701,-9.18E-07,0.0721966,-0.216224,-0.449192,0.100033,-0.183446,-0.447936,0.1,-0.183455
-0.00649,-0.1829863,-1E-06,2.83252,2.63238,-4.21724,0,0,0,0.000180468,1.82899,-1.40074,0.000902342,0.00198515,-0.0360937,0,1.83125,-1.40723,-9.31E-07,0.0731452,-0.21908,-0.449177,0.100033,-0.183455,-0.447893,0.1,-0.183456
-0.00671,-0.1829047,-2E-06,2.83456,2.64151,-4.21736,0,0,0,0.000180468,1.82899,-1.40074,0.000902342,0.001925,-0.0390413,0,1.83132,-1.40745,-9.43E-07,0.074102,-0.221946,-0.449177,0.100033,-0.183455,-0.447848,0.1,-0.183457
-0.00687,-0.1903877,7E-06,2.83166,2.61345,-4.2381,0,0,0,0.000180468,1.82899,-1.4008,0.000902342,0.00186484,-0.0344093,0,1.8314,-1.40767,-9.55E-07,0.0750487,-0.224797,-0.449161,0.100033,-0.183465,-0.447804,0.1,-0.183458
-0.00704,-0.1928166,1.5E-05,2.83217,2.61105,-4.24442,0,0,0,0.000180468,1.82899,-1.40086,0.000902342,0.00180468,-0.0348304,0,1.83147,-1.4079,-9.67E-07,0.0759945,-0.227647,-0.449145,0.100033,-0.183474,-0.447758,0.1,-0.183459
-0.00726,-0.1939902,1.4E-05,2.83345,2.61382,-4.2482,0,0,0,0.000180468,1.82899,-1.40086,0.000842186,0.00174453,-0.0365148,0,1.83155,-1.40812,-9.79E-07,0.0769488,-0.230505,-0.449145,0.100033,-0.183474,-0.447713,0.1,-0.18346
-0.00744,-0.1968954,2.2E-05,2.83359,2.60875,-4.25594,0,0,0,0.000180468,1.82899,-1.40092,0.000842186,0.00168437,-0.0364546,0,1.83163,-1.40836,-9.91E-07,0.0778927,-0.23335,-0.449129,0.100033,-0.183483,-0.447666,0.1,-0.183461
-0.00761,-0.1985934,3E-05,2.83446,2.60934,-4.26057,0,0,0,0.000180468,1.82899,-1.40098,0.000842186,0.00168437,-0.0375976,0,1.8317,-1.40859,-1E-06,0.0788356,-0.236191,-0.449114,0.100033,-0.183492,-0.447619,0.1,-0.183462
-0.00785,-0.1958509,2.9E-05,2.83824,2.63167,-4.25328,0,0,0,0.000180468,1.82899,-1.40098,0.000842186,0.00162421,-0.0431921,0,1.83178,-1.40883,-1.02E-06,0.0797874,-0.239043,-0.449114,0.100033,-0.183492,-0.447572,0.1,-0.183463
-0.00802,-0.202958,3.8E-05,2.83557,2.60529,-4.27314,0,0,0,0.000180468,1.82899,-1.40104,0.000842186,0.00156406,-0.038921,0,1.83186,-1.40906,-1.03E-06,0.0807284,-0.241879,-0.449098,0.100033,-0.183502,-0.447524,0.1,-0.183464
-0.00821,-0.203085,4.6E-05,2.83769,2.61441,-4.27303,0,0,0,0.000180468,1.82899,-1.4011,0.000782029,0.0015039,-0.041628,0,1.83194,-1.40931,-1.04E-06,0.0816684,-0.244713,-0.449082,0.100033,-0.183511,-0.447475,0.1,-0.183465
-0.00845,-0.205929,4.5E-05,2.83765,2.6079,-4.28212,0,0,0,0.000180468,1.82899,-1.4011,0.000782029,0.0015039,-0.041628,0,1.83202,-1.40955,-1.05E-06,0.0826175,-0.247557,-0.449082,0.100033,-0.183511,-0.447426,0.1,-0.183466
-0.00864,-0.2080953,5.3E-05,2.83825,2.60632,-4.28795,0,0,0,0.000180468,1.82899,-1.40116,0.000782029,0.00144375,-0.0422897,0,1.8321,-1.4098,-1.06E-06,0.0835555,-0.250385,-0.449067,0.100033,-0.18352,-0.447376,0.1,-0.183467
-0.00883,-0.2074322,6.2E-05,2.84067,2.61862,-4.28602,0,0,0,0.000180468,1.82899,-1.40122,0.000782029,0.00144375,-0.0457788,0,1.83219,-1.41005,-1.08E-06,0.0844924,-0.253211,-0.449051,0.100033,-0.18353,-0.447325,0.1,-0.183468
-0.00908,-0.2085237,6.1E-05,2.84191,2.62145,-4.28989,0,0,0,0.000180468,1.82899,-1.40122,0.000782029,0.00138359,-0.0475233,0,1.83227,-1.4103,-1.09E-06,0.0854389,-0.256047,-0.449051,0.100033,-0.18353,-0.447274,0.1,-0.183469
-0.00928,-0.2203079,6.9E-05,2.83613,2.57132,-4.32333,0,0,0,0.000180468,1.82899,-1.40128,0.000782029,0.00132343,-0.0385601,0,1.83236,-1.41056,-1.1E-06,0.0863737,-0.258868,-0.449035,0.100033,-0.183539,-0.447223,0.1,-0.18347
-0.00948,-0.2148835,7.7E-05,2.84179,2.60761,-4.30784,0,0,0,0.000180468,1.82899,-1.40134,0.000721873,0.00132343,-0.0468015,0,1.83244,-1.41082,-1.11E-06,0.0873075,-0.261685,-0.449019,0.100033,-0.183548,-0.447171,0.1,-0.183471
-0.00968,-0.2161345,8.4E-05,2.84304,2.61068,-4.31121,0,0,0,0.000180468,1.82899,-1.4014,0.000721873,0.00126328,-0.0483655,0,1.83253,-1.41108,-1.12E-06,0.0882402,-0.2645,-0.449004,0.100033,-0.183557,-0.447118,0.1,-0.183473
